報告年度:2021,議題:人力發展,,,,,,,
公司代號,公司名稱,員工福利平均數(仟元/人)(每年6/2起公開)-員工福利平均數(仟元/人)(每年6/2起公開),員工薪資平均數(仟元/人)(每年6/2起公開)-員工薪資平均數(仟元/人)(每年6/2起公開),非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開)-非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開),非擔任主管職務之全時員工薪資中位數(仟元/人)(每年7/1起公開)-非擔任主管職務之全時員工薪資中位數(仟元/人)(每年7/1起公開),管理職女性主管占比-管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率
2838,聯邦銀,1009,862,838,737,54.16%,3,1.14%
2845,遠東銀,1467,1230,1167,1037,39.44%,1,0.00%
2849,安泰銀,1174,1022,939,803,49.57%,16,1.09%
2850,新產,1338,1227,1159,871,17.39%,0,0.00%
2851,中再保,2086,1836,1631,1479,44.74%,2,1.37%
2852,第一保,1178,1053,1040,786,12.73%,2,0.00%
2855,統一證,2433,2161,1782,1163,35.04%,0,0.00%
2867,三商壽,1019,896,872,743,48.41%,2,0.10%
2880,華南金,1714,1398,1332,1141,52.18%,42,0.40%
2881,富邦金,1223,1033,1436,1136,55.90%,50,0.32%
2882,國泰金,1160,1014,1320,1088,52.55%,75,0.13%
2883,凱基金,1933,1658,1468,1143,61.00%,0,0.70%
2884,玉山金,1454,1234,1168,1069,43.20%,20,0.20%
2885,元大金,2310,2043,1612,1346,53.32%,24,0.22%
2886,兆豐金,2091,1539,1450,1173,52.00%,56,0.61%
2887,台新新光金,1564,1333,1300,1034,48.00%,1,0.01%
2889,國票金,2072,1846,1417,1010,11.11%,0,0.00%
2890,永豐金,1704,1451,1363,1116,39.29%,28,0.32%
2891,中信金,2102,1902,1557,1259,56.09%,25,0.18%
2892,第一金,1751,1496,1294,1180,51.10%,8,0.08%
2897,王道銀行,1738,1545,1251,1023,46.00%,7,0.80%
2901,欣欣,853,689,568,518,44.44%,0,0.00%
2903,遠百,853,771,700,653,25.45%,0,0.00%
2904,匯僑,1049,875,671,655,20.00%,0,0.00%
2905,三商,2850,2676,874,742,47.96%,2,0.11%
2906,高林,914,766,564,507,51.50%,0,0.00%
2908,特力,1165,916,926,795,66.67%,2,0.04%
2910,統領,725,600,560,514,3.89%,0,0.00%
2911,麗嬰房,577,470,477,434,46.15%,0,0.00%
2912,統一超,811,681,933,807,49.54%,22,0.26%
2913,農林,808,647,583,471,43.00%,5,1.47%
2915,潤泰全,755,642,540,420,41.00%,0,0.00%
2923,鼎固-KY,,,,,40.19%,0,0.00%
2929,淘帝-KY,,,,,22.00%,0,0.00%
2939,永邑-KY,,,,,37.50%,0,0.00%
2945,三商家購,442,356,413,346,57.00%,42,1.11%
3002,歐格,1138,997,897,875,55.55%,0,0.00%
3003,健和興,817,687,584,521,17.30%,2,0.28%
3004,豐達科,936,799,690,619,19.00%,2,0.48%
3005,神基,1718,1578,1488,1242,21.83%,15,0.16%
3006,晶豪科,4825,4605,4509,4333,4.42%,0,0.00%
3008,大立光,1228,1094,1146,842,10.00%,32,0.45%
3010,華立,2092,1840,1431,1155,11.11%,1,0.24%
3011,今皓,967,830,670,540,12.50%,0,0.00%
3013,晟銘電,1196,985,877,840,37.00%,29,0.58%
3014,聯陽,3183,2957,2849,2698,13.00%,0,0.00%
3015,全漢,1174,1023,984,845,27.27%,3,0.40%
3016,嘉晶,1067,888,951,851,27.45%,3,0.48%
3017,奇鋐,1344,1131,969,869,20.85%,16,0.15%
3018,隆銘綠能,911,762,605,570,40.00%,0,0.00%
3019,亞光,1254,1105,954,783,12.75%,0,0.00%
3021,鴻名,761,618,693,561,50.00%,0,0.00%
3022,威強電,1243,1089,843,795,25.71%,0,0.00%
3023,信邦,813,679,677,498,46.67%,14,1.16%
3024,憶聲,1242,1056,867,822,41.42%,0,0.00%
3025,星通,1169,1002,1007,844,45.45%,0,0.00%
3026,禾伸堂,1100,963,869,646,46.88%,20,1.91%
3027,盛達,991,793,788,716,30.43%,0,0.00%
3028,增你強,1273,1100,1048,923,32.10%,3,0.40%
3029,零壹,1466,1273,1050,849,52.00%,0,0.00%
3030,德律,1348,1166,1168,1019,10.53%,5,0.90%
3031,佰鴻,1374,1227,849,761,34.00%,1,1.28%
3032,偉訓,1649,1455,970,881,2.14%,0,0.00%
3033,威健,1762,1557,1350,1191,9.78%,1,0.20%
3034,聯詠,5412,5162,4994,4018,8.20%,0,0.00%
3035,智原,2432,2202,2073,1633,18.24%,0,0.00%
3036,文曄,1885,1684,1373,1088,26.10%,0,0.00%
3037,欣興,1068,921,866,689,18.87%,56,0.42%
3038,全台,730,630,621,535,15.79%,3,0.35%
3040,遠見,1157,1001,815,828,50.00%,0,0.00%
3041,揚智,2409,2172,1818,1564,15.00%,0,0.00%
3042,晶技,1144,1049,1036,782,15.27%,10,0.92%
3043,科風,700,590,440,398,16.00%,0,0.00%
3044,健鼎,1103,972,666,465,15.77%,0,0.00%
3045,台灣大,1274,1094,1072,923,48.00%,5,0.13%
3046,建碁,1294,1142,1111,1090,20.80%,0,0.00%
3047,訊舟,1280,1091,999,888,20.00%,0,0.00%
3048,益登,1644,1465,1345,1111,50.00%,0,0.00%
3049,精金,1277,1053,942,824,22.22%,0,0.00%
3050,鈺德,790,658,629,579,38.00%,0,0.00%
3051,力特,750,620,576,526,3.00%,10,1.65%
3052,夆典,972,827,668,626,13.00%,0,0.00%
3054,立萬利,1175,1003,947,824,33.00%,0,0.00%
3055,蔚華科,2488,2126,1288,1155,5.88%,0,0.00%
3056,富華新,1471,1309,1529,895,57.14%,0,0.00%
3057,喬鼎,1406,1208,1181,1004,20.00%,0,0.00%
3058,立德,1294,1098,873,688,12.50%,0,0.00%
3059,華晶科,2063,1861,1261,1198,18.52%,1,0.41%
3060,銘異,919,771,640,557,22.00%,0,0.00%
3062,建漢,1303,1124,1047,952,3.95%,0,0.00%
3090,日電貿,1002,836,864,717,55.88%,1,0.68%
3092,鴻碩,1850,1637,986,713,26.19%,382,16.99%
3094,聯傑,1460,1250,1143,1134,16.67%,0,0.00%
3130,一零四,1393,1224,1188,1026,56.00%,0,0.00%
3135,凌航,,,,,,,
3138,耀登,1656,1473,1228,946,36.00%,0,0.00%
3149,正達,829,710,663,583,0.00%,0,0.00%
3150,鈺寶-創,,,,,,,
3164,景岳,742,609,584,553,9.63%,0,0.00%
3167,大量,1072,582,804,691,15.38%,2,0.81%
3168,眾福科,,,,,,,
3189,景碩,903,783,750,582,19.00%,30,0.53%
3209,全科,1524,1314,1086,981,8.10%,0,0.00%
3229,晟鈦,637,529,549,486,66.67%,0,0.00%
3231,緯創,1592,1406,1292,1101,21.50%,16,0.15%
3257,虹冠電,2221,2023,1303,1196,15.00%,0,0.00%
3266,昇陽,1288,1112,1019,1024,20.00%,0,0.00%
3296,勝德,930,779,722,667,30.91%,2,1.47%
3305,昇貿,988,850,590,484,23.00%,0,0.00%
3308,聯德,1116,930,639,643,66.00%,0,0.00%
3311,閎暉,724,585,613,436,33.33%,2,0.13%
3312,弘憶股,1575,1385,969,872,18.18%,0,0.00%
3321,同泰,654,548,535,479,31.25%,16,3.00%
3338,泰碩,1202,1027,866,783,2.00%,0,0.00%
3346,麗清,1380,1194,982,702,5.00%,0,0.00%
3356,奇偶,1192,1032,947,848,26.40%,0,0.00%
3376,新日興,631,551,575,388,2.00%,22,0.94%
3380,明泰,1052,893,902,825,24.00%,0,0.00%
3406,玉晶光,1194,1032,879,717,9.38%,43,0.00%
3413,京鼎,1456,1297,1249,1093,0.00%,0,0.00%
3416,融程電,935,789,727,593,24.00%,3,0.78%
3419,譁裕,1102,946,826,722,20.75%,0,0.00%
3432,台端,1497,1296,822,651,50.00%,0,0.00%
3437,榮創,809,656,662,569,28.68%,6,0.68%
3443,創意,3191,2919,2237,1856,0.00%,0,0.00%
3450,聯鈞,815,599,648,575,30.00%,6,0.90%
3481,群創,1312,1158,1122,747,13.35%,30,0.11%
3494,誠研,848,709,610,476,22.22%,0,0.00%
3501,維熹,723,608,564,475,51.00%,0,0.00%
3504,揚明光,899,766,739,622,18.10%,12,1.38%
3515,華擎,2928,2703,2277,1937,38.39%,0,0.00%
3518,柏騰,1395,1239,868,819,20.00%,1,2.30%
3528,安馳,1847,1644,1116,1029,32.56%,0,0.00%
3530,晶相光,3592,3356,1539,1172,14.28%,0,0.00%
3532,台勝科,1378,1209,1257,1198,5.00%,0,0.00%
3533,嘉澤,2316,2067,1437,1185,23.53%,0,0.00%
3535,晶彩科,1011,851,855,750,2.82%,3,1.40%
3543,州巧,887,752,675,566,5.54%,13,3.43%
3545,敦泰,3248,2987,2679,1963,3.00%,0,0.00%
3550,聯穎,1104,937,813,745,31.70%,0,0.00%
3557,嘉威,2309,2084,1177,885,30.00%,0,0.00%
3563,牧德,1394,1183,1157,943,3.57%,0,0.00%
3576,聯合再生,884,708,665,450,24.43%,17,0.97%
3583,辛耘,1069,919,884,749,22.06%,3,0.50%
3588,通嘉,2352,2144,1715,1526,17.86%,0,0.00%
3591,艾笛森,939,783,634,505,34.38%,1,0.69%
3592,瑞鼎,6466,6119,,,7.60%,0,0.00%
3593,力銘,975,803,653,643,5.00%,0,0.00%
3596,智易,2212,1975,1805,1598,19.00%,0,0.00%
3605,宏致,971,769,823,634,36.76%,4,0.66%
3607,谷崧,714,560,611,545,9.48%,0,0.00%
3617,碩天,1209,1041,936,841,33.00%,0,0.00%
3622,洋華,1168,1036,832,699,21.60%,0,0.00%
3645,達邁,983,845,827,755,17.65%,0,0.00%
3652,精聯,1062,921,808,730,25.00%,3,1.00%
3653,健策,945,853,727,612,22.80%,13,0.81%
3661,世芯-KY,,,,,16.00%,0,0.00%
3665,貿聯-KY,,,,,34.04%,70,0.06%
3669,圓展,1157,1006,953,773,15.25%,0,0.00%
3673,TPK-KY,,,,,25.00%,26,0.01%
3679,新至陞,1750,1555,649,615,33.00%,6,0.00%
3686,達能,1379,1204,780,622,20.00%,0,0.00%
3694,海華,1282,1144,1003,912,2.15%,0,0.00%
3701,大眾控,2962,2776,902,750,16.67%,0,0.00%
3702,大聯大,2848,2586,1714,1484,36.80%,0,0.00%
3703,欣陸,2069,1475,768,707,8.00%,1,0.05%
3704,合勤控,1648,1446,1078,895,29.00%,0,0.00%
3705,永信,1964,1667,772,674,67.00%,0,0.00%
3706,神達,2650,2650,1147,1001,28.00%,1,0.06%
3708,上緯投控,1523,1340,758,620,27.27%,0,0.00%
3711,日月光投控,4584,3674,915,726,51.52%,0,0.00%
3712,永崴投控,2875,2818,970,849,33.00%,0,0.00%
3714,富采,2782,2575,883,720,24.50%,0,0.00%
3716,中化控股,,,,,,,
3717,聯嘉投控,,,,,,,
4104,佳醫,1159,999,893,756,34.29%,0,0.00%
4106,雃博,995,843,732,631,18.80%,13,4.90%
4108,懷特,1238,1087,708,587,63.16%,0,0.00%
4119,旭富,876,727,696,634,18.18%,0,0.00%
4133,亞諾法,867,726,621,547,44.00%,0,0.00%
4137,麗豐-KY,,,,,73.00%,0,0.00%
4142,國光生,926,800,623,564,25.58%,7,1.38%
4148,全宇生技-KY,,,,,24.00%,5,1.35%
4155,訊映,797,673,709,623,50.00%,0,0.00%
4164,承業醫,1722,1546,1019,857,6.10%,6,2.80%
4190,佐登-KY,,,,,0.00%,0,0.00%
4306,炎洲,701,597,571,537,30.00%,0,0.00%
4414,如興,1552,1346,980,797,25.00%,0,0.00%
4426,利勤,490,405,418,397,42.86%,19,2.00%
4438,廣越,1037,868,835,772,46.90%,0,0.00%
4439,冠星-KY,,,,,32.14%,0,0.00%
4440,宜新實業,823,718,609,620,0.00%,0,0.00%
4441,振大環球,,,,,,,
4526,東台,774,630,656,595,1.00%,12,1.79%
4532,瑞智,1015,840,922,791,12.90%,5,1.58%
4536,拓凱,1074,919,703,555,17.00%,1,0.31%
4540,全球傳動,670,563,585,523,21.43%,8,0.71%
4545,銘鈺,766,649,610,524,33.33%,3,0.55%
4551,智伸科,2240,2024,1279,1027,33.00%,0,0.00%
4552,力達-KY,,,,,20.00%,0,0.00%
4555,氣立,707,573,498,440,28.26%,0,0.00%
4557,永新-KY,,,,,0.00%,6,1.07%
4560,強信-KY,,,,,5.37%,9,0.63%
4562,穎漢,677,572,554,469,49.00%,8,2.43%
4564,元翎,707,586,580,510,27.78%,7,2.10%
4566,時碩工業,997,868,683,541,15.40%,0,0.00%
4569,六方科-KY,,,,,,,
4571,鈞興-KY,,,,,5.00%,0,0.00%
4572,駐龍,595,508,532,474,25.00%,1,0.44%
4576,大銀微系統,1062,928,876,762,18.00%,2,0.30%
4581,光隆精密-KY,,,,,15.38%,0,0.00%
4583,台灣精銳,733,635,,,28.57%,5,0.73%
4585,達明,,,,,,,
4588,玖鼎電力,,,,,,,
4590,富田-創,,,,,,,
4720,德淵,960,797,727,658,24.14%,1,0.44%
4722,國精化,1112,964,818,776,11.00%,1,0.32%
4736,泰博,889,766,654,535,1.10%,0,0.00%
4737,華廣,646,543,543,472,33.30%,2,0.19%
4739,康普,1151,983,764,683,18.19%,1,0.60%
4746,台耀,1146,1007,965,899,26.00%,41,4.93%
4755,三福化,1109,886,969,859,0.00%,1,0.27%
4763,材料*-KY,,,,,8.33%,23,6.17%
4764,雙鍵,947,823,730,663,22.20%,0,0.00%
4766,南寶,1023,881,807,719,9.89%,5,0.62%
4770,上品,1162,1019,931,753,13.10%,10,2.60%
4771,望隼,,,,,,,
4807,日成-KY,,,,,37.50%,0,0.00%
4904,遠傳,1146,965,962,837,32.00%,27,0.50%
4906,正文,1138,963,952,812,2.95%,5,2.37%
4912,聯德控股-KY,,,,,15.00%,180,31.00%
4915,致伸,2108,1869,1662,1362,24.30%,23,0.22%
4916,事欣科,1809,1634,674,669,50.00%,0,0.00%
4919,新唐,1899,1742,1691,1341,13.00%,5,0.02%
4927,泰鼎-KY,,,,,32.98%,73,0.84%
4930,燦星網,993,839,799,612,40.00%,0,0.00%
4934,太極,1509,1346,898,835,25.00%,0,0.00%
4935,茂林-KY,,,,,30.20%,0,0.00%
4938,和碩,1490,1264,1236,984,18.14%,8,0.09%
4942,嘉彰,1147,1011,764,572,26.30%,0,0.00%
4943,康控-KY,,,,,0.00%,0,0.00%
4949,有成精密,,,,,,,
4952,凌通,2717,2472,2346,2223,17.00%,0,0.00%
4956,光鋐,742,622,660,566,26.00%,0,0.00%
4958,臻鼎-KY,,,,,15.10%,34,0.08%
4960,誠美材,971,777,766,696,11.76%,20,1.80%
4961,天鈺,2909,2672,2345,1836,25.00%,0,0.00%
4967,十銓,770,637,614,536,10.16%,0,0.00%
4968,立積,1548,1350,1480,1205,3.66%,0,0.00%
4976,佳凌,617,523,549,522,20.00%,4,0.45%
4977,眾達-KY,,,,,25.00%,0,0.00%
4989,榮科,1374,1154,1119,1071,21.00%,0,0.00%
4994,傳奇,902,765,723,650,42.86%,0,0.00%
4999,鑫禾,841,725,684,530,25.00%,0,0.00%
5007,三星,839,699,703,667,9.80%,20,1.41%
5203,訊連,1692,1491,1405,1125,15.20%,0,0.00%
5215,科嘉-KY,,,,,35.13%,9,0.28%
5222,全訊,999,813,765,691,0.00%,0,0.00%
5225,東科-KY,,,,,17.00%,0,0.00%
5234,達興材料,1790,1595,1466,1097,22.50%,0,0.00%
5243,乙盛-KY,,,,,18.60%,1,0.02%
5244,弘凱,1984,1802,1189,934,0.00%,0,0.00%
5258,虹堡,906,752,707,586,1.50%,0,0.00%
5269,祥碩,3882,3605,2475,1984,9.20%,0,0.00%
5283,禾聯碩,778,667,665,606,14.29%,11,1.60%
5284,jpp-KY,,,,,19.23%,21,2.08%
5285,界霖,697,614,568,538,45.00%,1,0.30%
5288,豐祥-KY,,,,,7.61%,7,0.14%
5292,華懋,,,,,,,
5306,桂盟,1463,1302,803,691,30.00%,0,0.00%
5388,中磊,1066,915,912,591,17.86%,3,0.17%
5434,崇越,2137,1893,1529,1179,24.00%,0,0.00%
5469,瀚宇博,1138,989,828,730,16.67%,7,1.03%
5471,松翰,2364,2143,2127,1925,13.51%,0,0.00%
5484,慧友,797,648,670,584,27.00%,0,0.00%
5515,建國,1104,942,917,748,18.00%,0,0.00%
5519,隆大,1583,1323,1028,955,5.10%,1,1.02%
5521,工信,712,594,709,585,5.00%,0,0.00%
5522,遠雄,2643,2350,1936,1729,38.00%,0,0.00%
5525,順天,899,751,759,777,30.00%,0,0.00%
5531,鄉林,1134,986,707,608,0.00%,0,0.00%
5533,皇鼎,1354,999,832,804,45.45%,0,0.00%
5534,長虹,1482,1288,946,913,12.00%,0,0.00%
5538,東明-KY,,,,,50.00%,0,0.00%
5546,永固-KY,,,,,22.00%,0,0.00%
5607,遠雄港,3325,2942,1015,885,50.00%,0,0.00%
5608,四維航,2193,2033,1739,1570,75.00%,0,0.00%
5706,鳳凰,336,239,406,377,50.00%,0,0.00%
5871,中租-KY,,,,,29.06%,8,0.10%
5876,上海商銀,1669,1332,1290,1191,23.91%,12,0.40%
5880,合庫金,1910,1514,1456,1344,55.55%,4,0.04%
5906,台南-KY,,,,,33.33%,0,0.00%
5907,大洋-KY,,,,,52.00%,0,0.00%
6005,群益證,1543,1373,1216,845,48.83%,6,0.30%
6024,群益期,1395,1212,1197,840,28.57%,2,0.68%
6108,競國,694,609,580,546,17.00%,0,0.00%
6112,邁達特,1130,963,992,788,42.73%,4,0.50%
6115,鎰勝,1100,963,844,684,21.17%,0,0.00%
6116,彩晶,1360,1240,1157,1014,13.00%,21,0.85%
6117,迎廣,731,626,633,522,26.67%,6,0.75%
6120,達運,1271,1065,890,711,17.80%,3,0.38%
6128,上福,769,654,564,494,15.79%,2,0.43%
6133,金橋,875,730,680,577,16.67%,0,0.00%
6136,富爾特,1152,1019,840,739,38.00%,0,0.00%
6139,亞翔,742,596,551,463,12.99%,2,0.42%
6141,柏承,715,599,588,512,1.48%,4,0.84%
6142,友勁,737,611,566,408,26.23%,1,0.17%
6152,百一,1185,1027,1017,882,0.02%,0,0.00%
6153,嘉聯益,772,622,614,543,16.00%,13,0.55%
6155,鈞寶,632,530,512,455,30.23%,2,0.76%
6164,華興,874,723,653,584,21.05%,0,0.00%
6165,浪凡,2494,2311,699,551,50.00%,0,0.00%
6166,凌華,1372,1185,1087,981,23.00%,1,0.01%
6168,宏齊,989,856,802,702,31.00%,4,0.01%
6176,瑞儀,1516,1335,1195,919,25.00%,17,1.80%
6177,達麗,1258,1062,913,752,17.60%,0,0.00%
6183,關貿,1272,1102,1089,955,5.77%,1,0.15%
6184,大豐電,975,844,610,514,44.44%,1,1.11%
6189,豐藝,1784,1539,1165,913,0.00%,0,0.00%
6191,精成科,3786,3437,2164,1787,20.51%,0,0.00%
6192,巨路,1387,1217,1097,962,16.35%,1,0.21%
6196,帆宣,1879,1663,1370,1116,15.23%,0,0.00%
6197,佳必琪,1298,1133,890,784,42.00%,2,0.83%
6201,亞弘電,733,614,598,524,3.40%,4,0.01%
6202,盛群,2503,2280,2036,1796,23.00%,0,0.00%
6205,詮欣,1012,873,749,589,45.00%,0,0.00%
6206,飛捷,1030,902,894,721,30.00%,0,0.00%
6209,今國光,621,490,511,467,19.74%,13,1.42%
6213,聯茂,1207,1032,872,609,12.50%,0,0.00%
6214,精誠,1107,940,962,787,22.60%,5,0.13%
6215,和椿,1213,1054,1077,971,2.76%,0,0.00%
6216,居易,1306,1133,990,865,16.28%,0,0.00%
6224,聚鼎,1387,1214,949,798,5.05%,1,0.11%
6225,天瀚,1098,921,1015,1055,66.00%,0,0.00%
6226,光鼎,1249,1103,859,711,50.00%,0,0.00%
6230,尼得科超眾,756,630,685,553,18.18%,7,1.11%
6235,華孚,1452,1296,932,729,22.73%,0,0.00%
6239,力成,1041,908,891,734,29.50%,9,0.08%
6243,迅杰,1752,1539,1211,1167,5.90%,68,0.00%
6257,矽格,964,831,760,588,27.00%,6,0.24%
6269,台郡,838,670,632,560,16.79%,2,0.08%
6271,同欣電,1021,888,893,620,27.30%,27,1.39%
6272,驊陞,,,,,,,
6277,宏正,1333,1148,1087,929,16.67%,1,0.10%
6278,台表科,1086,955,665,539,38.00%,0,0.00%
6281,全國電,917,768,783,715,25.00%,13,0.77%
6282,康舒,1151,985,988,767,3.04%,41,0.44%
6283,淳安,1188,1015,901,762,45.83%,0,0.00%
6285,啟碁,1075,915,984,736,21.00%,18,0.34%
6405,悅城,757,654,669,648,26.00%,5,1.80%
6409,旭隼,2133,1916,1254,1077,32.73%,10,0.33%
6412,群電,2149,1921,1616,1352,18.87%,0,0.00%
6414,樺漢,1458,1269,1118,1044,16.67%,0,0.00%
6415,矽力*-KY,,,,,12.64%,0,0.00%
6416,瑞祺電通,863,716,678,589,28.57%,1,0.03%
6426,統新,775,648,609,541,0.00%,0,0.00%
6431,光麗-KY,,,,,35.00%,0,0.00%
6438,迅得,1216,1085,902,910,4.00%,0,0.00%
6442,光聖,853,725,651,564,32.26%,0,0.00%
6443,元晶,669,540,568,479,16.66%,25,1.76%
6446,藥華藥,3686,3489,1153,918,47.83%,0,0.00%
6449,鈺邦,1550,1379,984,777,18.00%,0,0.00%
6451,訊芯-KY,,,,,24.00%,0,0.00%
6456,GIS-KY,,,,,13.20%,14,0.06%
6464,台數科,1565,1362,569,506,54.55%,0,0.00%
6472,保瑞,1205,1066,689,513,29.00%,2,0.00%
6477,安集,571,469,480,461,44.00%,6,0.02%
6491,晶碩,883,763,768,649,27.96%,48,2.60%
6504,南六,786,640,547,500,16.67%,33,8.44%
6505,台塑化,1683,1490,1546,1452,8.02%,2,0.04%
6515,穎崴,1060,907,909,763,23.00%,0,0.00%
6525,捷敏-KY,,,,,51.09%,3,0.14%
6526,達發,,,,,,,
6531,愛普*,3604,3284,2594,1999,33.00%,0,0.00%
6533,晶心科,1121,927,1824,1537,14.00%,0,0.00%
6534,正瀚-創,,,,,,,
6541,泰福-KY,,,,,14.20%,0,0.00%
6550,北極星藥業-KY,,,,,37.50%,0,0.00%
6552,易華電,588,514,526,473,24.59%,0,0.00%
6558,興能高,1313,1134,827,721,45.00%,0,0.00%
6573,虹揚-KY,,,,,15.00%,0,0.00%
6579,研揚,1164,1035,946,817,13.95%,3,0.60%
6581,鋼聯,1177,1009,814,805,9.09%,0,0.00%
6582,申豐,2190,1999,1267,1044,20.00%,0,0.00%
6585,鼎基,879,747,,,20.93%,4,0.68%
6589,台康生技,1743,982,946,836,31.70%,0,0.00%
6591,動力-KY,,,,,1.08%,0,0.00%
6592,和潤企業,1449,1249,1186,939,18.18%,0,0.00%
6598,ABC-KY,,,,,29.41%,0,0.00%
6605,帝寶,669,559,586,547,12.15%,7,0.27%
6614,資拓宏宇,,,,,,,
6625,必應,777,663,583,515,23.00%,1,0.36%
6641,基士德-KY,,,,,30.77%,1,0.18%
6645,金萬林-創,,,,,,,
6655,科定,926,821,799,650,9.32%,12,1.62%
6658,聯策,,,,,,,
6666,羅麗芬-KY,,,,,46.15%,0,0.00%
6668,中揚光,901,779,729,670,22.22%,2,0.49%
6669,緯穎,1228,1083,1158,978,22.00%,5,0.26%
6670,復盛應用,973,817,810,708,19.64%,8,0.86%
6671,三能-KY,,,,,37.23%,9,1.24%
6672,騰輝電子-KY,,,,,16.95%,11,1.27%
6674,鋐寶科技,1206,1044,919,770,20.48%,0,0.00%
6691,洋基工程,2208,2057,1211,1002,13.64%,12,2.10%
6698,旭暉應材,691,567,551,461,29.63%,0,0.00%
6706,惠特,1237,1125,997,671,23.68%,1,0.14%
6715,嘉基,1587,1380,1047,953,13.80%,94,0.00%
6719,力智,2603,2354,1877,1573,2.51%,0,0.00%
6722,輝創,,,,,,,
6742,澤米,,,,,,,
6743,安普新,1140,978,849,717,19.71%,3,2.00%
6754,匯僑設計,1160,989,995,879,31.60%,3,1.10%
6756,威鋒電子,2776,2520,2389,1714,18.42%,0,0.00%
6757,台灣虎航,,,,,,,
6768,志強-KY,,,,,39.00%,1,0.20%
6770,力積電,1953,1758,1501,1315,13.36%,4,0.05%
6771,平和環保-創,,,,,,,
6776,展碁國際,1432,1188,1057,903,44.60%,0,0.00%
6781,AES-KY,,,,,12.00%,0,0.00%
6789,采鈺,1536,1340,1381,1086,20.00%,0,0.00%
6790,永豐實,1018,840,827,714,35.00%,8,1.13%
6792,詠業,1089,961,836,666,11.11%,11,1.92%
6794,向榮生技,,,,,,,
6796,晉弘,935,782,,,23.60%,0,0.00%
6799,來頡,2881,2672,,,18.18%,0,0.00%
6805,富世達,,,,,,,
6806,森崴能源,1624,1460,1068,781,10.00%,0,0.00%
6807,峰源-KY,,,,,28.89%,370,20.17%
6831,邁科,,,,,,,
6838,台新藥,,,,,,,
6862,三集瑞-KY,,,,,,,
6885,全福生技,,,,,,,
6887,寶綠特-KY,,,,,,,
6890,來億-KY,,,,,,,
6901,鑽石投資,,,,,,,
6902,GOGOLOOK,,,,,,,
6906,現觀科,,,,,,,
6908,宏碁遊戲-創,,,,,,,
6909,創控,,,,,,,
6914,阜爾運通,,,,,,,
6916,華凌,,,,,,,
6918,愛派司,,,,,,,
6919,康霈*,,,,,,,
6921,嘉雨思-創,,,,,,,
6923,中台,,,,,,,
6924,榮惠-KY創,,,,,,,
6928,攸泰科技,,,,,,,
6931,青松健康,,,,,,,
6933,AMAX-KY,,,,,,,
6934,心誠鎂,,,,,,,
6936,永鴻生技,,,,,,,
6937,天虹,,,,,,,
6944,兆聯實業,,,,,,,
6949,沛爾生醫-創,,,,,,,
6951,青新-創,,,,,,,
6952,大武山,,,,,,,
6955,邦睿生技-創,,,,,,,
6957,裕慶-KY,,,,,,,
6958,日盛台駿,,,,,,,
6962,奕力-KY,,,,,,,
6965,中傑-KY,,,,,,,
6969,成信實業*-創,,,,,,,
6988,威力暘-創,,,,,,,
6994,富威電力,,,,,,,
7610,聯友金屬-創,,,,,,,
7631,聚賢研發-創,,,,,,,
7705,三商餐飲,,,,,,,
7711,永擎,,,,,,,
7721,微程式,,,,,,,
7722,LINEPAY,,,,,,,
7730,暉盛-創,,,,,,,
7732,金興精密,,,,,,,
7736,虎山,,,,,,,
7740,熙特爾-創,,,,,,,
7749,意騰-KY,,,,,,,
7750,新代,,,,,,,
7765,中華資安,,,,,,,
7769,鴻勁,,,,,,,
7780,大研生醫*,,,,,,,
7786,東方風能,,,,,,,
7788,松川精密,,,,,,,
7791,皇家可口,,,,,,,
7795,長廣,,,,,,,
7799,禾榮科,,,,,,,
7822,倍利科,,,,,,,
7823,奧義賽博-KY創,,,,,,,
8011,台通,646,529,593,553,29.41%,7,2.73%
8016,矽創,5225,4949,4263,3885,27.71%,1,0.29%
8021,尖點,1052,953,721,631,18.99%,0,0.00%
8028,昇陽半導體,960,801,713,688,34.37%,10,1.20%
8033,雷虎,1115,967,609,593,11.12%,39,0.00%
8039,台虹,1052,847,811,727,10.00%,3,0.35%
8045,達運光電,,,,,,,
8046,南電,1352,1196,1184,1147,10.36%,0,0.00%
8070,長華*,3323,3086,1981,1312,34.00%,0,0.00%
8072,陞泰,1017,894,554,475,50.00%,0,0.00%
8081,致新,3033,2756,2601,2470,21.43%,0,0.00%
8101,華冠,1100,938,818,647,14.00%,1,0.45%
8103,瀚荃,1191,1012,928,790,33.00%,0,0.00%
8104,錸寶,973,813,702,597,4.76%,5,2.15%
8105,凌巨,905,770,762,657,25.00%,3,0.20%
8110,華東,689,587,575,505,34.00%,4,0.22%
8112,至上,2509,2121,1380,1238,15.15%,0,0.00%
8114,振樺電,849,725,691,565,48.44%,1,0.31%
8131,福懋科,676,581,572,543,7.37%,2,0.08%
8150,南茂,1214,1018,1043,993,21.04%,6,0.10%
8162,微矽電子-創,,,,,,,
8163,達方,1389,1217,1125,941,18.60%,2,0.20%
8201,無敵,1120,939,829,754,28.50%,0,0.00%
8210,勤誠,1922,1676,1299,900,17.40%,0,0.00%
