報告年度:2021,議題:廢棄物管理,,,,,,,
公司代號,公司名稱,有害廢棄物(公噸(t))-有害廢棄物(公噸(t)),非有害廢棄物(公噸(t))-非有害廢棄物(公噸(t)),總重量(有害+非有害)(公噸(t))-總重量(有害+非有害)(公噸(t)),資料範圍-資料範圍,廢棄物密集度-密集度(公噸/單位),廢棄物密集度-單位,取得驗證-取得驗證
5225,東科-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
5234,達興材料,572.9,194.79,767.69,所有生產廠區,0.17,百萬營業額                                                                                                                                                                                              ,
5243,乙盛-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
5244,弘凱,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
5258,虹堡,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
5269,祥碩,1.16,11.283,12.443,"110/1/1~12/31, 祥碩總公司辦公室",9.76,營業額(億元)                                                                                                                                                                                            ,
5283,禾聯碩,無，尚在評估規畫中,無，尚在評估規畫中,無，尚在評估規畫中,,無，尚在評估規畫中,,
5284,jpp-KY,1368.81,52.78,1421.59,Jan - Dec 2021,1851,製程                                                                                                                                                                                                    ,ISO14001 No. 44 104 082456                                                                                                                                                                              
5285,界霖,101.48,8.98,110.46,界霖科技楠梓廠區,無，無統計相關數據,,
5288,豐祥-KY,1505.65,13563.43,15069.08,主要營運子公司台灣豐祥及越南VPIC1,0.0026,仟元營業額                                                                                                                                                                                              ,ISO 14001
5292,華懋,,,,,,,N/A
5306,桂盟,0,0,12,母公司,0.0001,營業額,
5388,中磊,28.67,581.91,610.58,本公司(竹南廠),0.63,員工人數(竹南廠)                                                                                                                                                                                        ,
5434,崇越,0,19.099,19.099,台北總部、新竹辦事處、竹南倉庫,0,營業額,
5469,瀚宇博,5738.12,616.44,6354.56,110年度,0.0027,產品,
5471,松翰,0,0,0.25,僅母公司,0.0004,營業額(新台幣仟元)                                                                                                                                                                                      ,ISO9001 ISO14001 QC080000                                                                                                                                                                               
5484,慧友,0,1.55,1.55,母公司110年存貨報廢的重量,0.0001,"母公司110年存貨報廢,平均每千元報廢金額約0.0001公噸的廢棄物量                                                                                                                                            ",
5515,建國,0,0,23790.55,工地,無，無統計相關數據,,
5519,隆大,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
5521,工信,0,0,85219,僅母公司,286.93,員工人數                                                                                                                                                                                                ,
5522,遠雄,0,0,155.41,僅母公司,0.18,坪數                                                                                                                                                                                                    ,
5525,順天,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
5531,鄉林,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
5533,皇鼎,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
5534,長虹,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
5538,東明-KY,無，公司為控股公司,無，公司為控股公司,無，公司為控股公司,,無，公司為控股公司,,
5546,永固-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
5607,遠雄港,0,2019.146,2019.146,2021.01~2021.12,無，首次辦理統計資料不全,,
5608,四維航,0,0,622.238,母子孫公司所屬船舶,0.8606,廢棄物總量/(海勤船員+辦公室員工人數)                                                                                                                                                                    ,
5706,鳳凰,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
5871,中租-KY,0,0,273.193,台灣地區，資料出處:2021年CSR報告書,無，無統計相關數據,,ISO 14001
5876,上海商銀,0,386.35,386.35,僅母公司,0.0164,分母為百萬元營業額                                                                                                                                                                                      ,1.確信準則公報第一號 2.通過ISO 14001驗證                                                                                                                                                                
5880,合庫金,0,0,300.23,合庫金控及各子公司，合計306處據點(不含國外),0.0055,淨收益佰萬元                                                                                                                                                                                            ,ISO 14064-1:2018 類別4.3固體和液體廢棄物處理產生的排放                                                                                                                                                  
5906,台南-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
5907,大洋-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6005,群益證,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6024,群益期,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6108,競國,1779,57,1836,僅母公司,0.001,產品,
6112,邁達特,0,0,4.05,台北總公司,4.05,營業額,本公司一般事業廢棄物總重量經2021永續報告書驗證。                                                                                                                                                        
6115,鎰勝,168.217,47.315,215.532,母公司,168.217,產品,
6116,彩晶,3983.75,7047.18,11030.93,母公司及子公司(南京瀚宇彩欣科技有限責任公司),0.106,母公司的內湖營業所密集度為0.011 ton /樓地板面積(坪);母公司的南科廠為0.002 ton /投片面積(m2)；子公司(南京)為0.093 ton /投片量(片)                                                                        ,
6117,迎廣,0,0,115,母公司,1.675,產品 元/台                                                                                                                                                                                              ,ISO 14001
6120,達運,119,9444,9563,包含本公司及合併財務報表內子公司,無，無統計相關數據,,
6128,上福,0,418.68,418.68,上福全球在台灣營運據點為主（包含本廠、二廠及三廠）,0,產品,
6133,金橋,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6136,富爾特,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6139,亞翔,0,0,4.01,2021年新竹廠區非有害廢棄物量。,無，無統計相關數據,,
6141,柏承,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6142,友勁,1.954,103.225,105.179,母公司,0.0424,單位:公噸/百萬營業額                                                                                                                                                                                    ,ISO 14001
6152,百一,0,0,1.224,1100101~1101231,無，無統計相關數據,,
6153,嘉聯益,1830,1020,2850,僅母公司樹林廠,無，無統計相關數據,,UL2799                                                                                                                                                                                                  
6155,鈞寶,13.45,51.23,64.68,母公司,無，無統計相關數據,,
6164,華興,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6165,浪凡,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6166,凌華,2.23,1.9618,4.1918,2021/1/1-2021/12/31,0,產品,
6168,宏齊,4.262,92.847,97.109,母公司,0,營業額,ISO 14001
6176,瑞儀,90,6552,6642,台灣與中國大陸製造廠區,0.0007,產品塑膠粒投料量(公斤)                                                                                                                                                                                  ,
6177,達麗,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6183,關貿,0,1.906,1.906,總公司,0.0009,總重量(噸)/營業額(百萬)                                                                                                                                                                                 ,
6184,大豐電,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6189,豐藝,0,4.98,4.98,母公司及子公司勁豐,無，無統計相關數據,,
6191,精成科,49432.9,18740.6,68173.5,包含合併財務報表之母子公司,2.4681,百萬營業額                                                                                                                                                                                              ,
6192,巨路,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6196,帆宣,0,0,370.61,母公司廠區,370.61,產品,
6197,佳必琪,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6201,亞弘電,0,0,30.48,母公司,無，無統計相關數據,,
6202,盛群,0,0,11.9457,本公司台灣總部,0.0018,百萬營業額                                                                                                                                                                                              ,ISO 14001
6205,詮欣,無，本公司主要係生產組裝連接器及連接線，其組裝製程中並不會產生重大污染環境之有害物質與廢水、廢氣,無，本公司主要係生產組裝連接器及連接線，其組裝製程中並不會產生重大污染環境之有害物質與廢水、廢氣,無，本公司主要係生產組裝連接器及連接線，其組裝製程中並不會產生重大污染環境之有害物質與廢水、廢氣,,無，本公司主要係生產組裝連接器及連接線，其組裝製程中並不會產生重大污染環境之有害物質與廢水、廢氣,,ISO 14001
6206,飛捷,0,37.58,37.58,飛捷母公司,0.0002,產品,
6209,今國光,46.77,138.33,185.1,110年今國光學工業股份有限公司(母公司),0.1344,百萬營業                                                                                                                                                                                                ,ISO 14001
6213,聯茂,443.33,397.74,841.07,母公司,無，3680佰萬營業額,,ISO 14001
6214,精誠,0,0,66.9,僅母公司,0.06,員工人數                                                                                                                                                                                                ,
6215,和椿,0,7.75,7.75,母公司,0.0054,百萬營業額                                                                                                                                                                                              ,
6216,居易,0,15,15,一般事業廢棄物,無，無統計相關數據,,
6224,聚鼎,34838,55410,90248,母公司,無，無統計相關數據,,
6225,天瀚,無，主要為可回收的辦公室消耗品及廢紙,無，主要為可回收的辦公室消耗品及廢紙,無，主要為可回收的辦公室消耗品及廢紙,,無，無統計相關數據,,
6226,光鼎,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6230,尼得科超眾,0,39.8,39.8,中興廠,0.004,營業額,ISO 14001
6235,華孚,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6239,力成,2384.46,5771.8,8156.26,僅母公司台灣地區,0.16,營業額(百萬)以台灣地區計算                                                                                                                                                                              ,ISO 14001
6243,迅杰,0,0,0,母公司,0,百萬營業額                                                                                                                                                                                              ,
6257,矽格,53.04,270.26,323.3,所有廠區及子公司,無，無統計相關數據,,
6269,台郡,1783,1151,2934,僅母公司,0.0029,產品,ISO 14001
6271,同欣電,0,0,1847,母公司,0.1828,百萬產值                                                                                                                                                                                                ,
6272,驊陞,,,,,,,N/A
6277,宏正,0,43.3055,43.3055,範疇一+範疇二,無，無統計相關數據,,
6278,台表科,48.51,43.78,92.29,母公司,0.0014,百萬營業額                                                                                                                                                                                              ,
6281,全國電,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6282,康舒,156.25,5593.17,5749.42,2021年康舒科技股份有限公司永續報告書,262459,新臺幣每億元營業收入                                                                                                                                                                                    ,ISO 14001、UL 2799                                                                                                                                                                                      
6283,淳安,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6285,啟碁,350,4233,4583,總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠,0.07,新臺幣百萬元營收                                                                                                                                                                                        ,AA1000 保證標準v3                                                                                                                                                                                       
6405,悅城,4473.1,343.505,4816.605,110年,無，詳年報說明,,
6409,旭隼,2.4,624,626.4,"1.旭隼科技在營運過程中所處理的全部固體廢物 2.2021年產生的總廢棄物5,518公噸;使用/回收/出售的廢棄物總量4,966公噸;處置的廢物總量624公噸",無，請詳閱本公司ESG報告,,ISO 9001 .ISO 4001 .ISO45001 ; 採用ISAE3000及ISAE3410進行確信                                                                                                                                           
6412,群電,56.33,3563.25,3619.58,群電東莞廠、群電蘇州廠、群電重慶廠、群電泰國廠,無，無統計相關數據,,ISO 14001
6414,樺漢,0,0,233,"僅母公司 僅母公司 僅母公司",無，無統計相關數據,,
6415,矽力*-KY,0,471,471,母公司包含杭州子公司(重要子公司),2.19,營業額,
6416,瑞祺電通,0.38,1,1.38,母公司,0.0004,營業額,
6426,統新,0,0,23.0755,母公司,無，無統計相關數據,,
6431,光麗-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6438,迅得,0,59.782,59.782,僅母公司,0,營業額,
6442,光聖,0,44.661,44.661,僅母公司,0.08,工時                                                                                                                                                                                                    ,
6443,元晶,0,0,2452.17,110年新竹廠廢棄物統計,4.87,MW                                                                                                                                                                                                      ,ISO 14001
6446,藥華藥,4.507,17.116,21.623,台灣總部及台灣子公司,0.34,產品,
6449,鈺邦,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6451,訊芯-KY,43.47,24.3,67.77,2021.1~2021.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區(廣東省固體廢物環境監管信息平臺),5.4,萬元產值，2021.1~2021.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區                                                                                                        ,
6456,GIS-KY,802.98,19231.26,20034.24,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,無，無統計相關數據,,ISO 14001
6464,台數科,0,4.31,4.31,僅母公司,無，無統計相關數據,,
6472,保瑞,9.74,47.56,57.3,竹南廠及台南廠,0.0117,營業額,
6477,安集,0.68,176.487,177.167,20210101-20211231,0.71,噸／員工人數                                                                                                                                                                                            ,
6491,晶碩,28.047,2717.613,2745.66,晶碩大溪廠及龜山廠,0,每百萬單位產品3.70公噸                                                                                                                                                                                  ,
6504,南六,0,186.47,186.47,110/1/1-110/12/31,4,原物料                                                                                                                                                                                                  ,ISO 14001
6505,台塑化,423,1216709,1217132,母公司,1.96,百萬營業額                                                                                                                                                                                              ,
6515,穎崴,4.7,709.2,713.9,母公司,無，無統計相關數據,,ISO 14001
6525,捷敏-KY,278,213025,213303,包含合併財務報表之子公司,0.0387,產品,
6526,達發,,,,,,,N/A
6531,愛普*,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6533,晶心科,0,0,0,包含合併財務報表之母子公司,無，無統計相關數據,,
6534,正瀚-創,,,,,,,N/A
6541,泰福-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6550,北極星藥業-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6552,易華電,1796.0748,149.52,1945.5948,易華公司,0,產品,
6558,興能高,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6573,虹揚-KY,無，尚在蒐集中,無，尚在蒐集中,無，尚在蒐集中,,無，尚在蒐集中,,
6579,研揚,3.433,10.757,14.19,僅母公司,14.19,營業額,
6581,鋼聯,1900,116397,118297,僅母公司。,0.8308,服務,ISO 14001
6582,申豐,5.09,1135.21,1140.3,母公司,0.0085,產品,ISO9001及ISO14001                                                                                                                                                                                       
6585,鼎基,0,268,268,母公司,268,營業額,ISO 14001
6589,台康生技,0,0,54.0762,母公司,無，無統計相關數據,,
6591,動力-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6592,和潤企業,無，詳年報說明,無，詳年報說明,無，詳年報說明,,無，詳年報說明,,
6598,ABC-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6605,帝寶,0,122,122,僅母公司,無，無統計相關數據,,
6614,資拓宏宇,,,,,,,N/A
6625,必應,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6641,基士德-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6645,金萬林-創,,,,,,,N/A
6655,科定,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6658,聯策,,,,,,,N/A
6666,羅麗芬-KY,0,47,47,子公司嘉文麗（福建）化妝品有限公司,0.041,產品,
6668,中揚光,127.53,91.88,219.41,清運紀錄,0.24,營業額,
6669,緯穎,160.114,319.399,479.513,母公司,無，計算密集度的衡量因子多元且無一致性,,ISO 14001
6670,復盛應用,104.57,8133.68,8238.25,桃園廠,0.001,產品,ISO 14001
6671,三能-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6672,騰輝電子-KY,0,0,1926.38,合併財務報表之子公司生產型廠區,0.0003,千元營業額                                                                                                                                                                                              ,
6674,鋐寶科技,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,                                                                                                                                                                                                        
6691,洋基工程,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6698,旭暉應材,0,4.53,4.53,僅母公司,無，無統計相關數據,,
6706,惠特,0,129.769,129.769,僅母公司,0,營業額,
6715,嘉基,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,ISO 14001
6719,力智,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6722,輝創,,,,,,,N/A
6742,澤米,,,,,,,N/A
6743,安普新,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6754,匯僑設計,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6756,威鋒電子,0,0,0.05,母公司,無，無統計相關數據,,
6757,台灣虎航,,,,,,,N/A
6768,志強-KY,無，本公司之廢棄物屬生活廢棄物。,無，本公司之廢棄物屬生活廢棄物。,無，本公司之廢棄物屬生活廢棄物。,,無，無，本公司之廢棄物屬生活廢棄物。,,
6770,力積電,6454.3608,11333.5513,17787.9121,力積電各廠區110年產出加總,0.0135,產品,
6771,平和環保-創,,,,,,,N/A
6776,展碁國際,0,0,10.14,包含合併財務報表之母子公司,0,百萬營業額                                                                                                                                                                                              ,
6781,AES-KY,0,0,36.9,嘉普+兆普,0.08,噸/人數                                                                                                                                                                                                 ,
6789,采鈺,1273,781,2054,采鈺新竹廠及中壢廠,0.1381,公斤／8吋晶圓當量－層                                                                                                                                                                                   ,
6790,永豐實,0,3482,3482,臺灣紙品工廠：楊梅廠、清水廠,無，無統計相關數據,,
6792,詠業,116.12,91.63,207.75,母公司,無，目前每月清運費用均在營業額1%以下,,
6794,向榮生技,,,,,,,N/A
6796,晉弘,0,0,0,110年度,無，無統計相關數據,,
6799,來頡,"無，本公司無工廠,無工廠廢棄物","無，本公司無工廠,無工廠廢棄物","無，本公司無工廠,無工廠廢棄物",,"無，本公司無工廠,無工廠廢棄物",,
6805,富世達,,,,,,,N/A
6806,森崴能源,0,8.318,8.318,僅母公司,0.079,平均每人產生                                                                                                                                                                                            ,
6807,峰源-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
6831,邁科,,,,,,,N/A
6838,台新藥,,,,,,,N/A
6862,三集瑞-KY,,,,,,,N/A
6885,全福生技,,,,,,,N/A
6887,寶綠特-KY,,,,,,,N/A
6890,來億-KY,,,,,,,N/A
6901,鑽石投資,,,,,,,N/A
6902,GOGOLOOK,,,,,,,N/A
6906,現觀科,,,,,,,N/A
6908,宏碁遊戲-創,,,,,,,N/A
6909,創控,,,,,,,N/A
6914,阜爾運通,,,,,,,N/A
6916,華凌,,,,,,,N/A
6918,愛派司,,,,,,,N/A
6919,康霈*,,,,,,,N/A
6921,嘉雨思-創,,,,,,,N/A
6923,中台,,,,,,,N/A
6924,榮惠-KY創,,,,,,,N/A
6928,攸泰科技,,,,,,,N/A
6931,青松健康,,,,,,,N/A
6933,AMAX-KY,,,,,,,N/A
6934,心誠鎂,,,,,,,N/A
6936,永鴻生技,,,,,,,N/A
6937,天虹,,,,,,,N/A
6944,兆聯實業,,,,,,,N/A
6949,沛爾生醫-創,,,,,,,N/A
6951,青新-創,,,,,,,N/A
6952,大武山,,,,,,,N/A
6955,邦睿生技-創,,,,,,,N/A
6957,裕慶-KY,,,,,,,N/A
6958,日盛台駿,,,,,,,N/A
6962,奕力-KY,,,,,,,N/A
6965,中傑-KY,,,,,,,N/A
6969,成信實業*-創,,,,,,,N/A
6988,威力暘-創,,,,,,,N/A
6994,富威電力,,,,,,,N/A
7610,聯友金屬-創,,,,,,,N/A
7631,聚賢研發-創,,,,,,,N/A
7705,三商餐飲,,,,,,,N/A
7711,永擎,,,,,,,N/A
7721,微程式,,,,,,,N/A
7722,LINEPAY,,,,,,,N/A
7730,暉盛-創,,,,,,,N/A
7732,金興精密,,,,,,,N/A
7736,虎山,,,,,,,N/A
7740,熙特爾-創,,,,,,,N/A
7749,意騰-KY,,,,,,,N/A
7750,新代,,,,,,,N/A
7765,中華資安,,,,,,,N/A
7769,鴻勁,,,,,,,N/A
7780,大研生醫*,,,,,,,N/A
7786,東方風能,,,,,,,N/A
7788,松川精密,,,,,,,N/A
7791,皇家可口,,,,,,,N/A
7795,長廣,,,,,,,N/A
7799,禾榮科,,,,,,,N/A
7822,倍利科,,,,,,,N/A
7823,奧義賽博-KY創,,,,,,,N/A
8011,台通,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
8016,矽創,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
8021,尖點,0,88,88,僅母公司,無，無統計相關數據,,
8028,昇陽半導體,113.94,1274.8,1388.74,僅母公司,0.0035,產品,ISO 14001
8033,雷虎,0,0,7.2,110年1月-110年12月,0.0001,營業額以仟元計算                                                                                                                                                                                        ,
8039,台虹,278.535,1412.596,1691.131,母公司,0.0471,產品,
8045,達運光電,,,,,,,N/A
8046,南電,5135,17342,22477,母公司,30,噸/百萬營業額                                                                                                                                                                                           ,
8070,長華*,13247,5408,18655,包含合併財務報表之母子公司,0.0009,營業額,
8072,陞泰,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
8081,致新,0.07,10.405,10.475,母公司,0.0013,營業額,
8101,華冠,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
8103,瀚荃,0,5.132,5.132,母公司,無，無統計相關數據,,ISO 14001
8104,錸寶,68.26,45.88,114.14,母公司-錸寶,0.07,營業額,ISO 14001
8105,凌巨,1888.139,3473.25,5361.389,母公司及子公司KGO,無，無統計相關數據,,ISO 14001
8110,華東,0,737.31,737.31,僅母公司,0,產品,
8112,至上,"無，本公司為代理通路商故無製造廢棄物產量。 產生之廢棄物全為生活廢棄物，由大樓管委會於樓梯間設置 大型垃圾桶統一處理，大樓同時有其他企業承租戶，因此無 法細分垃圾總重量。","無，本公司為代理通路商故無製造廢棄物產量。 產生之廢棄物全為生活廢棄物，由大樓管委會於樓梯間設置 大型垃圾桶統一處理，大樓同時有其他企業承租戶，因此無 法細分垃圾總重量。","無，本公司為代理通路商故無製造廢棄物產量。 產生之廢棄物全為生活廢棄物，由大樓管委會於樓梯間設置 大型垃圾桶統一處理，大樓同時有其他企業承租戶，因此無 法細分垃圾總重量。",,"無，本公司為代理通路商故無製造廢棄物產量。 產生之廢棄物全為生活廢棄物，由大樓管委會於樓梯間設置 大型垃圾桶統一處理，大樓同時有其他企業承租戶，因此無 法細分垃圾總重量。",,
8114,振樺電,0,0.23,0.23,110年1月~12月,0.01,每億營業額                                                                                                                                                                                              ,ISO 14001
8131,福懋科,76.3841,394.38,470.7641,母公司,0.0002,產品,
8150,南茂,0,0,3379,母公司(台灣六個廠區),0.12,百萬營業額                                                                                                                                                                                              ,ISO 14001
8162,微矽電子-創,,,,,,,N/A
8163,達方,681.37,526,1207.37,台灣廠區+中國廠區,0.0606,百萬營業額                                                                                                                                                                                              ,
8201,無敵,0.3,10,10.3,母公司,0.013,營業額,
8210,勤誠,11.75,2197.72,2209.47,子公司工廠,0.0002,營業額,ISO 14001
8213,志超,2178.48,378.2,2556.68,僅母公司,無，無統計相關數據,,
8215,明基材,994.81,13612.77,14607.58,桃園廠區、雲林廠區及大陸廠區,0.22,噸數/百萬營業額                                                                                                                                                                                         ,
8222,寶一,8.626,41.21,49.836,目前無相關資料,無，無統計相關數據,,
8249,菱光,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
8261,富鼎,0,1.32,1.32,僅母公司,0.01,服務,ISO 14001
8271,宇瞻,6.1995,28.2746,34.4741,僅母公司,0,營業額,ISO 14001
8341,日友,0,0,6438,母公司(雲林廠及彰濱廠),0.1099,焚化量                                                                                                                                                                                                  ,ISO 14001
8367,建新國際,0,0,25.2,僅母公司,0.0158,百萬營業額                                                                                                                                                                                              ,
8374,羅昇,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
8404,百和興業-KY,115.53,5067.39,5182.92,江蘇百宏複合材料科技股份有限公司(原公司名稱:無錫百和織造股份有限公司)、東莞百宏實業有限公司、越南百宏責任有限公司,無，無統計相關數據,,
8411,福貞-KY,無，僅統計追蹤有害廢棄物，非有害廢棄物無統計相關數據,無，僅統計追蹤有害廢棄物，非有害廢棄物無統計相關數據,無，僅統計追蹤有害廢棄物，非有害廢棄物無統計相關數據,,無，無統計相關數據,,
8422,可寧衛*,2.89,37322.86,37325.75,可寧衛、吉衛、大寧(股)公司,12.35,百萬營收                                                                                                                                                                                                ,
8429,金麗-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
8438,昶昕,119.33,322.6,441.93,大園廠、大園一廠、海湖廠、含銅廢液處理廠、蘆竹廠,無，無統計相關數據,,
8442,威宏-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
8443,阿瘦,無，不適用,無，不適用,無，不適用,,無，不適用,,
8454,富邦媒,0,445.2,445.2,2021年揭露範圍：北區物流中心、4個主倉(蘆竹、林口、蘆四、南工),14.39,人均廢棄物產出量：momo辦公室廢棄物總量(單位：公斤)/momo辦公室總人數                                                                                                                                     ,ISO 14001
8462,柏文,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
8463,潤泰材,0,120,120,宜蘭冬山廠,無，無統計相關數據,,
8464,億豐,無，待2021年ESG資料盤整完畢,無，待2021年ESG資料盤整完畢,無，待2021年ESG資料盤整完畢,,無，待2021年ESG資料盤整完畢,,
8466,美吉吉-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
8467,波力-KY,83.11,98.25,181.36,2021年,無，無統計相關數據,,
8473,山林水,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
8476,台境*,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
8478,東哥遊艇,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
8481,政伸,0,25.225,25.225,僅母公司,0.0271,百萬營業額                                                                                                                                                                                              ,
8482,商億-KY,31.31,285.04,316.35,2021年全年,無，無統計相關數據,,ISO 9001
8487,愛爾達-創,,,,,,,N/A
8488,吉源-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
8499,鼎炫-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
8926,台汽電,0,0,26530.88,台灣汽電共生股份有限公司 官田汽電共生廠,無，尚未進行估算,,
8940,新天地,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
8996,高力,0,640.816,640.816,母公司,0.29,百萬營業額                                                                                                                                                                                              ,
9103,美德醫療-DR,,,,,,,N/A
910322,康師傅-DR,,,,,,,N/A
9105,泰金寶-DR,,,,,,,N/A
910861,神州-DR,,,,,,,N/A
9110,越南控-DR,,,,,,,N/A
911608,明輝-DR,,,,,,,N/A
911622,泰聚亨-DR,,,,,,,N/A
911868,同方友友-DR,,,,,,,N/A
912000,晨訊科-DR,,,,,,,N/A
9136,巨騰-DR,,,,,,,N/A
9802,鈺齊-KY,58.538,784.747,843.285,合併財務報表之母子公司,無，無統計相關數據,,
9902,台火,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
9904,寶成,5564.2,58873,64437.2,本公司製鞋廠區,無，無統計相關數據,,
9905,大華,19.16,175.09,194.25,母公司,0.0719,百萬營業額                                                                                                                                                                                              ,
9906,欣巴巴,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
9907,統一實,354.41,4235.2,4589.61,廢棄物量為台灣總公司所產生之廢棄物,0.005,產品,
9908,大台北,0,0,42.594,母公司三棟大樓,0.0013,營業額每10萬元                                                                                                                                                                                          ,
9910,豐泰,3919,32098,36017,包含合併財務報表之母子公司,0.0183,每仟元美金產值                                                                                                                                                                                          ,
