"報告年度:2023","議題:水資源管理"
"公司代號","公司名稱","用水量(公噸(t))-用水量(公噸(t))","資料範圍-資料範圍","用水密集度-用水密集度","用水密集度-單位","驗證標準-取得驗證"
"=""4967""","十銓","3,924.0000","涵蓋範圍僅母公司","N/A","N/A","N/A"
"=""4968""","立積","4,002.0600","母公司","13.2000","百萬公升/千人","ISO14001"
"=""4976""","佳凌","122,726.0000","依據每月水費單資料","N/A","N/A","N/A"
"=""4977""","眾達-KY","N/A","N/A","N/A","N/A","N/A"
"=""4989""","榮科","298,041.0000","自來水+再生水","30.5015","公噸/產品","N/A"
"=""4994""","傳奇","5,996.0000","僅包含母公司，依112年台灣自來水公司使用度數資訊","N/A","N/A","N/A"
"=""4999""","鑫禾","31,762.5851","母公司","44.0707","公噸/百萬元營業額","N/A"
"=""5007""","三星","79,265.0000","母公司","13.5524","公噸/百萬元營業額","N/A"
"=""5203""","訊連","8,951.0000","包含合併財務報表之母子公司","4.7994","公噸/百萬元營業額","N/A"
"=""5215""","科嘉-KY","N/A","N/A","N/A","N/A","N/A"
"=""5222""","全訊","32,749.0000","個別報表所有廠區","26.1783","公噸/百萬元營業額","N/A"
"=""5225""","東科-KY","249,940.0992","EASTECH (不含ScS)","23.4906","公噸/百萬元營業額","ISO14001"
"=""5234""","達興材料","131,302.0000","總公司、中科廠、中港廠","3.3000","公噸/營運面積(m2)","N/A"
"=""5243""","乙盛-KY","197,147.6008","昆山乙盛機械工業有限公司 ","112.0639","公噸/百萬元營業額","N/A"
"=""5244""","弘凱","31,850.0000","上述統計為深圳廠用水量，其餘據點為辦公室型態，僅有生活用水，不具重大性，未納入統計。","N/A","N/A","N/A"
"=""5258""","虹堡","N/A","N/A","N/A","N/A","N/A"
"=""5269""","祥碩","2,670.8000","祥碩總公司辦公室","0.4172","公噸/百萬元營業額","N/A"
"=""5283""","禾聯碩","N/A","N/A","N/A","N/A","N/A"
"=""5284""","jpp-KY","9,894.0000","Jinpao Soi 11 + 12 廠區","3.6400","公噸/百萬元營業額","Sandard of MWAT"
"=""5285""","界霖","135,583.0000","母公司","64.1054","公噸/百萬元營業額","N/A"
"=""5288""","豐祥-KY","214,305.0000","主要營運孫公司台灣豐祥及越南VPIC1","29.4888","公噸/百萬元營業額","ISO 14001"
"=""5292""","華懋","4,505.0000","母公司工廠","N/A","N/A","N/A"
"=""5306""","桂盟","7,512.5000","臺灣營運範圍(母公司+桂盟企業)","10.2107","公噸/百萬元營業額","N/A"
"=""5388""","中磊","210,300.0000","台北總部及竹南、蘇州、菲律賓生產基地","3.4000","公噸/百萬元營業額","N/A"
"=""5434""","崇越","5,620.0000","母公司","0.2100","公噸/百萬元營業額","N/A"
"=""5469""","瀚宇博","328,127.0000","瀚宇博德股份有限公司","0.1979","公噸/產品","N/A"
"=""5471""","松翰","2,781.0000","僅母公司","0.0012","營業額(新台幣仟元)","N/A"
"=""5484""","慧友","2,973.0000","母公司112年用水量","8.7917","公噸/百萬元營業額","N/A"
"=""5515""","建國","1,599.0000","企業總部(估算值)","4.3600","公噸/人","N/A"
"=""5519""","隆大","7,642.0000","僅母公司","0.0770","公噸/產品","N/A"
"=""5521""","工信","49,972.0000","僅母公司","9.4038","公噸/百萬元營業額","N/A"
"=""5522""","遠雄","109,090.0000","包含合併財務報表之母子公司","4.9942","公噸/百萬元營業額","N/A"
"=""5525""","順天","6,447.0000","母公司","1.4543","公噸/百萬元營業額","N/A"
"=""5531""","鄉林","3,289.0000","僅母公司","23.0000","公噸/員工人數","N/A"
"=""5533""","皇鼎","726.0000","僅母公司","0.2126","公噸/百萬元營業額","N/A"
"=""5534""","長虹","792.0000","僅母公司。","15.5200","用水度數 / 員工人數","N/A"
"=""5538""","東明-KY","172,528.0000","開曼東明、岡山東穎、Tongwin、浙江東明及浙江東和等5個營運主體","13.3062","公噸/百萬元營業額","N/A"
"=""5546""","永固-KY","N/A","N/A","N/A","N/A","N/A"
"=""5607""","遠雄港","370.2260","遠雄自貿港投資控股股份有限公司及其子公司","N/A","N/A","N/A"
"=""5608""","四維航","12,743.7931","2023年永續報告書進行外部第三方查證，環境資訊涵蓋母公司（含總部辦公室及客輪1艘）、子孫公司營運船舶（含當年度出售之船舶），不包含合併財務報表之綠舞觀光飯店股份有限公司","20.7554","公噸/員工總人數(海勤船員+辦公室員工)","AA1000 AS v3"
"=""5706""","鳳凰","N/A","N/A","N/A","N/A","N/A"
"=""5871""","中租-KY","86,203.0000","中租控股公司及旗下子公司","0.8839","公噸/百萬元營業額","ISO 46001"
"=""5876""","上海商銀","65,100.0000","資料統計涵蓋上海商業儲蓄銀行臺灣總行、各分行與辦事處（共118 個據點）","2.2200","萬公升","ISO 46001"
"=""5880""","合庫金","265,997.0000","335處據點","4.3338","公噸/百萬元營業額","ISO 46001"
"=""5906""","台南-KY","N/A","N/A","N/A","N/A","N/A"
"=""5907""","大洋-KY","901,330.0000","大洋商業大陸商場","164.0039","公噸/百萬元營業額","N/A"
"=""6005""","群益證","52,422.0000","母公司全台各營運據點","4.9431","公噸/百萬元營業額","N/A"
"=""6024""","群益期","5,544.1607","全台營運據點","5.7679","公噸/百萬元營業額","N/A"
"=""6108""","競國","304,068.0000","本公司","237.3700","公噸/百萬元營業額","N/A"
"=""6112""","邁達特","10,697.0000","邁達特及子公司啟迪、聚上雲、逐鹿數位之自來水使用。","15.9400","度/人","N/A"
"=""6115""","鎰勝","N/A","N/A","N/A","N/A","N/A"
"=""6116""","彩晶","1,414,400.0000","母公司及子公司(南京瀚宇彩欣科技有限責任公司)","114.4988","公噸/百萬元營業額","N/A"
"=""6117""","迎廣","34,806.0000","母公司","14.6931","公噸/百萬元營業額","N/A"
"=""6120""","達運","1,298,426.0000","本公司及子公司","73.0445","公噸/百萬元營業額","N/A"
"=""6128""","上福","22,840.0000","臺中市梧棲區關連工業區自強路50號、臺中市梧棲區港埠路一段517號、臺中市梧棲區永興路一段498號","18.7300","公噸/百萬元營業額","N/A"
"=""6133""","金橋","524.0000","母公司","N/A","N/A","N/A"
"=""6136""","富爾特","1,798.0000","母公司","N/A","N/A","N/A"
"=""6139""","亞翔","550.9926","溫室氣體盤查主要為台灣地區有控制權的汐止 、新竹和台南辦公室，工地為非營運控制權故不納入盤查範疇。","0.0189","公噸/百萬元營業額","N/A"
"=""6141""","柏承","N/A","N/A","N/A","N/A","N/A"
"=""6142""","友勁","23,030.0000","母公司","9.0692","公噸/百萬元營業額","N/A"
"=""6152""","百一","76,711.0000","台灣總公司","1.4863","公噸/百萬元營業額","N/A"
"=""6153""","嘉聯益","938,000.0000","樹林廠、桃科厰","95.3777","公噸/百萬元營業額","N/A"
"=""6155""","鈞寶","50,270.0000","母公司","N/A","N/A","N/A"
"=""6164""","華興","N/A","N/A","N/A","N/A","N/A"
"=""6165""","浪凡","N/A","N/A","N/A","N/A","N/A"
"=""6166""","凌華","34,270.0000","僅母公司","4.3673","公噸/百萬元營業額","N/A"
"=""6168""","宏齊","41,493.9000","母公司","20.4100","公噸/百萬元營業額","N/A"
"=""6176""","瑞儀","1,256,500.0000","台灣與中國大陸製造廠區","28.4900","公噸/百萬元營業額","N/A"
"=""6177""","達麗","41,980.0000","112年度達麗各施工案場用水量","2.7000","公噸/百萬元營業額","N/A"
"=""6183""","關貿","11,065.0000","關貿網路總公司南港軟體園區","N/A","N/A","N/A"
"=""6184""","大豐電","4,630.0000","大豐有線電視股份有限公司，未包含合併財務報表中之子公司","6.0698","公噸/百萬元營業額","N/A"
"=""6189""","豐藝","5,418.0000","僅母公司台北辦公室及桃園倉儲。","0.1836","公噸/百萬元營業額","N/A"
"=""6191""","精成科","3,443,727.4000","包含合併財務報表之母子公司","150.5177","公噸/百萬元營業額","N/A"
"=""6192""","巨路","N/A","N/A","N/A","N/A","N/A"
"=""6196""","帆宣","75,712.5100","帆宣廠區/辦公室","1.3500","公噸/百萬元營業額","其他"
"=""6197""","佳必琪","N/A","N/A","N/A","N/A","N/A"
"=""6201""","亞弘電","N/A","N/A","N/A","N/A","N/A"
"=""6202""","盛群","11,850.9080","盛群半導體股份有限公司(含新竹總部、漢磊辦公室及宿舍)","4.5649","公噸/百萬元營業額","N/A"
"=""6205""","詮欣","N/A","N/A","N/A","N/A","N/A"
"=""6206""","飛捷","9,235.0000","飛捷母公司","22.7500","人均用水(以2023年底人數計算)","N/A"
"=""6209""","今國光","189,239.0000","母公司","100.0000","公噸/產品","N/A"
"=""6213""","聯茂","785.6060","聯茂電子股份有限公司台灣廠及中國廠區(無錫廠、東莞廠、廣州廠及江西廠)","0.0235","公噸/百萬元營業額","N/A"
"=""6214""","精誠","22,375.0000","僅母公司","0.6359","公噸/百萬元營業額","N/A"
"=""6215""","和椿","1,613.0000","母公司(含台北總公司、桃園廠、台中辦公室、台南辦公室)","2.2900","公噸/百萬元營業額","N/A"
"=""6216""","居易","3,941.0000","生活用水","5.0850","公噸/百萬元營業額","N/A"
"=""6224""","聚鼎","34,180.0000","聚鼎台灣廠區","0.0300","公噸/百萬元營業額","N/A"
"=""6225""","天瀚","N/A","N/A","N/A","N/A","N/A"
"=""6226""","光鼎","N/A","N/A","N/A","N/A","N/A"
"=""6230""","尼得科超眾","10,080.0000","(1)新北市三重區中興北街184-3號(中興廠) (2)新北市三重區中興北街193-2號1,2,4,7F(陞泰廠)","0.9380","公噸/百萬元營業額","N/A"
"=""6235""","華孚","232,953.0000","華孚科技股份有限公司、 昆山華復精密金屬有限公司、 華孚精密科技(馬鞍山)有限公司、 華譽精密科技(含山)有限公司。","40.3438","公噸/百萬元營業額","N/A"
"=""6239""","力成","2,780,544.0000","僅台灣地區力成科技","65.7700","公噸/百萬元營業額","ISAE3000水管理指標確信"
"=""6243""","迅杰","516.0000","母公司","0.5895","公噸/百萬元營業額","N/A"
"=""6257""","矽格","334,705.0000","北興廠、中興廠及湖口廠","39.5117","公噸/百萬元營業額","N/A"
"=""6269""","台郡","2,078,033.0000","母公司","1.9310","公噸/產品","N/A"
"=""6271""","同欣電","1,181,536.0000","含合併報表之母子公司","102.0000","公噸/百萬元營業額","N/A"
"=""6277""","宏正","16,277.0200","本公司及汐萬廠區","4.8400","公噸/百萬元營業額","N/A"
"=""6278""","台表科","401,000.0000","母公司及子公司-峻凌電子(蘇州)有限公司","10.9659","公噸/百萬元營業額","N/A"
"=""6281""","全國電","76,590.8000","母公司","3.7501","公噸/百萬元營業額","N/A"
"=""6282""","康舒","392,938.9113","採用ISO 14046標準，包含康舒科技/奇岩大樓/淡水廠/武漢廠/東莞廠/菲律賓廠. 以及滬華/吳江廠/銅梁廠/康華廠","N/A","N/A","其他"
"=""6283""","淳安","N/A","N/A","N/A","N/A","N/A"
"=""6285""","啟碁","683,568.0000","範圍包含啓碁總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、啟基永昌（南京）、越南廠。","5.2800","公噸/百萬元營業額","ISO 14001"
"=""6405""","悅城","77,485.0000","母公司","370.7416","公噸/百萬元營業額","N/A"
"=""6409""","旭隼","182.9430","1.旭隼科技在台灣、大陸及越南，均位於工業區辦公大樓，在生產製造時無需耗用水資源（即無工業用水需求），僅須使用員工生活用水、而其來源均為市政供水，其取得及排放均依市政供水規定。 2.水單位以千立方公尺(m3) ","0.2967","耗水強度(百萬立方米/百萬美金收入)","ISAE3000"
"=""6412""","群電","591,135.4169","台北總公司+東莞廠+蘇州廠+重慶廠+泰國廠","16.2800","公噸/百萬元營業額","N/A"
"=""6414""","樺漢","4,455.0000","新北市中和區建康路10號3-6F ","36.6200","公噸/百萬元營業額","N/A"
"=""6415""","矽力*-KY","N/A","N/A","N/A","N/A","N/A"
"=""6416""","瑞祺電通","6,210.0000","僅母公司","1.9900","公噸/百萬元營業額","N/A"
"=""6426""","統新","25,809.0000","112年1月-12月","N/A","N/A","N/A"
"=""6431""","光麗-KY","N/A","N/A","N/A","N/A","N/A"
"=""6438""","迅得","7,450.0000","母公司中壢廠及楊梅廠","11.2200","立方公尺/人","N/A"
"=""6442""","光聖","8,768.0000","僅母公司","3.3499","公噸/百萬元營業額","N/A"
"=""6443""","元晶","516,555.0000","112年台北、新竹廠、屏東廠資料加總","73.9900","公噸/當年營收成本(百萬元)","N/A"
"=""6446""","藥華藥","17,420.0000","藥華醫藥台北總公司+台中廠+子公司泛泰","N/A","N/A","N/A"
"=""6449""","鈺邦","N/A","N/A","N/A","N/A","N/A"
"=""6451""","訊芯-KY","442,368.4000","""中國廣東省中山市火炬開發區建業東路9號；增設一處經營場所具體為:中山市火炬開發區建業東路9號之一2棟 中國廣東省中山市火炬開發區建業東路9號之一1棟""","320.7763","公噸/百萬元營業額","N/A"
"=""6456""","GIS-KY","1,368,223.5554","業成控股股份有限公司、 業成科技(成都)有限公司、 業成光電(深圳)有限公司、 業成光電(無錫)有限公司(僅2022年進行確信)、 英特盛科技股份有限公司、 英特盛科技股份有限公司(后里廠)","20.9072","公噸/百萬元營業額","N/A"
"=""6464""","台數科","14,755.1619","註1：台數科集團用水皆為生活用水，且100%來自台灣自來水公司及台北自來水事業處，並無取具水資源壓力地區之用水，且取水、排水皆屬於淡水(≦1,000 mg/L總溶解固體)。 註2：因本集團用水皆為生活用水，無生產製造、農業灌溉用水情形；民生用水於使用後排入下水道進入汙水處理，故假設並無耗水量，即取水與排水量一致。","0.3533","百萬公升/億元","N/A"
"=""6472""","保瑞","152,575.1336"," 部分合併報表母子公司  ","10.7447","公噸/百萬元營業額","N/A"
"=""6477""","安集","24,890.0000","母公司","16.5733","公噸/百萬元營業額","N/A"
"=""6491""","晶碩","211,645.0000","僅母公司","251.0000","每單位產品用水量","N/A"
"=""6504""","南六","N/A","N/A","N/A","N/A","N/A"
"=""6505""","台塑化","43,023,748.0000","麥寮一廠、麥寮二廠、麥寮三廠","60.5700","公噸/百萬元營業額","ISO14046:2014"
"=""6515""","穎崴","21,543.0000","台灣所有廠區(不含台北辦公室)","5.8509","公噸/百萬元營業額","N/A"
"=""6525""","捷敏-KY","232,189.0000","包含合併財務報表之母子公司","52.5435","公噸/百萬元營業額","N/A"
"=""6526""","達發","N/A","N/A","N/A","N/A","N/A"
"=""6531""","愛普*","2,669.0000","母公司","17.1000","N/A","N/A"
"=""6533""","晶心科","3,627.0000","母公司","4.4100","公噸/百萬元營業額","N/A"
"=""6534""","正瀚-創","36,708.0000","正瀚生技股份有限公司企業總部暨研發中心及彰濱廠","24.2324","公噸/百萬元營業額","N/A"
"=""6541""","泰福-KY","N/A","N/A","N/A","N/A","N/A"
"=""6550""","北極星藥業-KY","N/A","N/A","N/A","N/A","N/A"
"=""6552""","易華電","428,912.0000","2023.1.1~2023.12.31","0.0010","公噸/產品","N/A"
"=""6558""","興能高","52,420.0000","合併財務報表之母子公司","42.7700","公噸/百萬元營業額","N/A"
"=""6573""","虹揚-KY","N/A","N/A","N/A","N/A","N/A"
"=""6579""","研揚","9,571.0000","僅母公司","2.0518","公噸/百萬元營業額","N/A"
"=""6581""","鋼聯","58,450.0000","112年自來水用水量","1.1352","公噸/產品","N/A"
"=""6582""","申豐","110,916.0000","母公司","N/A","N/A","N/A"
"=""6585""","鼎基","69,138.0000","高雄廠及屏東廠","N/A","N/A","N/A"
"=""6589""","台康生技","96,136.9300","汐止總公司及竹北分公司","N/A","N/A","N/A"
"=""6591""","動力-KY","N/A","N/A","N/A","N/A","N/A"
"=""6592""","和潤企業","13,569.5337","和潤企業股份有限公司、和運國際融資租賃有限公司、和勁企業股份有限公司、和潤電能股份有限公司共81個點","N/A","公噸/百萬元營業額","N/A"
"=""6598""","ABC-KY","N/A","N/A","N/A","N/A","N/A"
"=""6605""","帝寶","42,718.0000","僅母公司","3.0413","公噸/百萬元營業額","N/A"
"=""6606""","建德工業","365.0000","無資料","N/A","N/A","N/A"
"=""6625""","必應","N/A","N/A","N/A","N/A","N/A"
"=""6641""","基士德-KY","9,342.0000","川源(中國)機械有限公司平湖廠區","6.8240","公噸/百萬元營業額","N/A"
"=""6645""","金萬林-創","N/A","N/A","N/A","N/A","N/A"
"=""6655""","科定","N/A","N/A","N/A","N/A","N/A"
"=""6657""","華安","N/A","N/A","N/A","N/A","N/A"
"=""6658""","聯策","N/A","N/A","N/A","N/A","N/A"
"=""6666""","羅麗芬-KY","15,610.0000","子公司嘉文麗（福建）化妝品有限公司","0.0135","公噸/產品","N/A"
"=""6668""","中揚光","35,748.0000","中揚光電股份有限公司：台中市南屯區工業區二十二路21號","1,168.2773","公噸/百萬元營業額","N/A"
"=""6669""","緯穎","159,410.0000","全球主要營運據點及製造廠區","0.6589","公噸/百萬元營業額","N/A"
"=""6670""","復盛應用","111,076.0000","母公司","5.6880","公噸/百萬元營業額","N/A"
"=""6671""","三能-KY","58,055.0300","合併財務報表之母子公司","30.4617","公噸/百萬元營業額","N/A"
"=""6672""","騰輝電子-KY","171,652.0000","合併財務報表之子公司生產型廠區","36.2101","公噸/百萬元營業額","N/A"
"=""6674""","鋐寶科技","N/A","N/A","N/A","N/A","N/A"
"=""6689""","伊雲谷","2,337.0168","全台營業據點，包含三重辦公室、士林辦公室、台中辦公室、高雄辦公室","0.7551","公噸/百萬元營業額","N/A"
"=""6691""","洋基工程","2,134.5703","台灣總公司、新竹、台中、台南營業據點","0.1588","公噸/百萬元營業額","N/A"
"=""6695""","芯鼎","N/A","N/A","N/A","N/A","N/A"
"=""6698""","旭暉應材","35.6690","全公司","0.0318","公噸/百萬元營業額","N/A"
"=""6706""","惠特","20,379.0000","僅母公司。","15.2766","公噸/百萬元營業額","N/A"
"=""6715""","嘉基","25,021.3800","包含合併財務報表之母子公司-台灣嘉基科技及蘇州嘉基","11.0129","公噸/百萬元營業額","N/A"
"=""6719""","力智","4,949.4900","母公司","1.6300","公噸/百萬元營業額","N/A"
"=""6742""","澤米","90,323.0000","母公司全體廠區","0.1653","千元營業額","N/A"
"=""6743""","安普新","182,431.8000","包含合併財務報表之母子公司","47.2500","公噸/百萬元營業額","N/A"
"=""6753""","龍德造船","28,847.0000","僅母公司","5.7840","公噸/百萬元營業額","N/A"
"=""6754""","匯僑設計","4,728.0000","總公司+中壢鴻僑","N/A","N/A","N/A"
"=""6756""","威鋒電子","4,079.0000","辦公室用水、公用冷卻水塔","N/A","N/A","N/A"
"=""6757""","台灣虎航-創","N/A","N/A","N/A","N/A","N/A"
"=""6768""","志強-KY","852.8795","台灣總部辦公室 ","N/A","N/A","N/A"
"=""6770""","力積電","20,509,290.0000","包含合併財務報表之母子公司","69.2000","公噸/產品","N/A"
"=""6771""","平和環保-創","522,161.1900","母公司","N/A","N/A","N/A"
"=""6776""","展碁國際","486.2204","申報公司及100%持股子公司及博瑞達總部","0.0213","公噸/百萬元營業額","N/A"
"=""6781""","AES-KY","48,573.0000","太普動力新能源（常熟）股份有限公司","4.8420","公噸/百萬元營業額","N/A"
"=""6782""","視陽","218,627.0000","馬來西亞子公司","91.0000","公噸/百萬元營業額","N/A"
"=""6789""","采鈺","562,433.0000","采鈺公司新竹廠及龍潭廠","0.0626","公噸/產品","N/A"
"=""6790""","永豐實","314,369.0000","台灣區主要紙品工廠","3.3400"," 立方米/每噸紙","ISO 14001"
"=""6792""","詠業","19,352.0000","母公司","14.0143","公噸/百萬元營業額","N/A"
"=""6794""","向榮生技-創","N/A","N/A","N/A","N/A","N/A"
"=""6796""","晉弘","3,402.0000","母公司","6.3400","公噸/百萬元營業額","N/A"
"=""6799""","來頡","371.0000","母公司","0.3628","公噸/百萬元營業額","N/A"
"=""6805""","富世達","N/A","N/A","N/A","N/A","N/A"
"=""6806""","森崴能源","2,627.9628","數據僅涵蓋頂埔大樓森崴能源總部及森崴台南歸仁辦公室","N/A","N/A","N/A"
"=""6807""","峰源-KY","68,650.0000","主要生產基地","16.3134","公噸/百萬元營業額","N/A"
"=""6830""","汎銓","11,233.1614","僅台灣母公司","6.8957","公噸/百萬元營業額","N/A"
"=""6834""","天二科技","N/A","N/A","N/A","N/A","N/A"
"=""6835""","圓裕","121,790.0000","母公司及子公司昆山圆裕電子科技有限公司","55.4020","公噸/百萬元營業額","N/A"
"=""6854""","錼創科技-KY創","15,954.4000","2023年度竹南總部，不含中和及台南辦公室","1.4000","公噸/產品","N/A"
"=""6861""","睿生光電","228.0000","僅母公司","0.1200","公噸/百萬元營業額","N/A"
"=""6863""","永道-KY","16,658.0000","本公司主要用水來源為自來水，統計方式由台灣自來水股份有限公司帳單服務系統。","N/A","N/A","N/A"
"=""6869""","雲豹能源-創","754.0000","臺北總公司、臺南市學甲區及永康區辦公室","0.0000","取水量(百萬公升)/組織特定度量值","ISO14064-3"
"=""6873""","泓德能源-創","1,189.0000","包含合併財務報表之母子公司","0.2040","公噸/百萬元營業額","N/A"
"=""6890""","來億-KY","731,658.0000","台灣總部(旺隆)、樂億廠、樂億II廠、億春廠(A、B)、昌億廠、億柏廠、億碩廠","26.1161","公噸/百萬元營業額","N/A"
"=""6901""","鑽石投資","1,531.0000","母公司","N/A","公噸/百萬元營業額","N/A"
"=""6902""","走著瞧-創","N/A","N/A","N/A","N/A","N/A"
"=""6906""","現觀科","1,191.0000","母公司為統計範圍","N/A","N/A","N/A"
"=""6914""","阜爾運通","N/A","N/A","N/A","N/A","N/A"
"=""6916""","華凌","110.2722","已完成合併財務報表之母子公司","0.0495","公噸/百萬元營業額","N/A"
"=""6928""","攸泰科技","N/A","N/A","N/A","N/A","N/A"
"=""6931""","青松健康","N/A","N/A","N/A","N/A","N/A"
"=""6933""","AMAX-KY","N/A","N/A","N/A","N/A","N/A"
"=""6937""","天虹","N/A","N/A","N/A","N/A","N/A"
"=""6949""","沛爾生醫-創","N/A","N/A","N/A","N/A","N/A"
"=""6951""","青新-創","1,382.0000","112/1/1至112/12/31","N/A","N/A","N/A"
"=""6952""","大武山","N/A","N/A","N/A","N/A","N/A"
"=""6957""","裕慶-KY","N/A","N/A","N/A","N/A","N/A"
"=""6969""","成信實業*-創","N/A","N/A","N/A","N/A","N/A"
"=""8011""","台通","8,266.9000","營運控制權	 台通總部加蘆竹工廠","4.0619","公噸/百萬元營業額","N/A"
"=""8016""","矽創","6,286.5900","矽創電子(新竹總部及臺北辦公室)","0.6090","公噸/百萬元營業額","N/A"
"=""8021""","尖點","23,500.0000","僅母公司","29.0207","公噸/百萬元營業額","N/A"
"=""8028""","昇陽半導體","910,506.0000","新竹巿力行路6號及8號3-4樓、台中巿梧棲區建七路2號","273.6142","公噸/百萬元營業額","N/A"
"=""8033""","雷虎","3,971.0000","112年1月-112年12月","0.0439","營業額以仟元計算","N/A"
"=""8039""","台虹","89.8300","一廠、二廠、三廠、五廠","N/A","N/A","N/A"
"=""8046""","南電","4,332,900.2000","母公司","102.5000","公噸/百萬元營業額","ISO 14046"
"=""8070""","長華*","1,136,000.0000","包含合併財務報表之母子公司","68.8900","公噸/百萬元營業額","N/A"
"=""8072""","陞泰","N/A","N/A","N/A","N/A","N/A"
"=""8081""","致新","9,126.0000","僅母公司","1.2982","公噸/百萬元營業額","N/A"
"=""8101""","華冠","N/A","N/A","N/A","N/A","N/A"
"=""8103""","瀚荃","0.3279","母公司","0.0002","公噸/百萬元營業額","N/A"
"=""8104""","錸寶","N/A","N/A","N/A","N/A","N/A"
"=""8105""","凌巨","2,993,048.0000","凌巨科技股份有限公司八德廠、新竹廠、頭份廠","N/A","N/A","N/A"
"=""8110""","華東","895,508.0000","僅母公司","221.4760","公噸/百萬元營業額","N/A"
"=""8112""","至上","2,932.0000","僅母公司(包含：台北總部及新莊、龍潭、台南三處辦事處)。","N/A","N/A","N/A"
"=""8114""","振樺電","9,302.0000","112年1月~12月","4.5634","公噸/百萬元營業額","N/A"
"=""8131""","福懋科","1,331,371.0000","福懋科技公司全廠區","N/A","N/A","N/A"
"=""8150""","南茂","1,608,698.0000","112年度南茂集團台灣六個廠區","75.3269","公噸/百萬元營業額","ISO 46001"
"=""8162""","微矽電子","33,000.0000","竹東總公司與竹南廠","36.5044","公噸/百萬元營業額","N/A"
"=""8163""","達方","586,854.0000","達方(包含總部與桃園廠、台南廠、蘇州廠、淮安廠、重慶廠、越南廠)","43.7363","公噸/百萬元營業額","N/A"
"=""8201""","無敵","6.8800","母公司","0.0135","公噸/百萬元營業額","N/A"
"=""8210""","勤誠","141,960.0000","勤誠總部、嘉義廠、勤昆廠、前盛廠、勤鋒廠、美國辦公室","0.0120","百萬公升/百萬營收","N/A"
"=""8213""","志超","4,310.7500","志超科技平鎮廠(母公司)、高雄廠(志昱科技)、無錫廠、中山廠、遂寧廠","0.2300","公噸/百萬元營業額","N/A"
"=""8215""","明基材","15,720,263.8429","桃園廠區、雲林廠區及大陸廠區","917.8364","公噸/百萬元營業額","ISO 46001"
"=""8222""","寶一","N/A","N/A","N/A","N/A","N/A"
"=""8249""","菱光","0.8370","母公司","N/A","N/A","N/A"
"=""8261""","富鼎","3,292.2400","母公司","1.1548","公噸/百萬元營業額","N/A"
"=""8271""","宇瞻","9,200.0000","宇瞻營業總部1-7樓，自來水水費單","1.2055","公噸/百萬元營業額","確信準則3000號"
"=""8341""","日友","285,989.0000","母公司(雲林廠及彰濱廠)","5.2011","公噸/廢棄物處理量","N/A"
"=""8367""","建新國際","N/A","N/A","N/A","N/A","N/A"
"=""8374""","羅昇","968.0000","母公司之台北、桃園、新竹、台中、台南及高雄等六個營業據點","N/A","N/A","N/A"
"=""8404""","百和興業-KY","884,298.0000","江蘇百宏複合材料科技股份有限公司、東莞百宏實業有限公司、越南百宏責任有限公司","168.7400","公噸/百萬元營業額","N/A"
"=""8411""","福貞-KY","609,000.0000","本公司(福貞控股)及所屬轉投資孫公司(「鼎新金屬股份有限公司」、「鼎立金屬包裝股份有限公司」、「福建福貞金屬包裝有限公司」、「福建福天食品有限公司」、「山東福貞金屬包裝有限公司」)作為揭露範疇","N/A","N/A","N/A"
"=""8422""","可寧衛","538,839.0000","本集團總部、岡山廠區及上評資源循環","0.1263","公噸/仟元營業額","N/A"
"=""8429""","金麗-KY","14,377.0000","包含合併財務報表之母子公司","N/A","N/A","N/A"
"=""8438""","昶昕","303,324.0000","2023年大園一廠、大園廠、海湖廠、蘆竹廠、含銅廢液廠","0.1782","公噸/百萬元營業額","N/A"
"=""8442""","威宏-KY","251.3000","合併財務報表之母子公司","N/A","N/A","N/A"
"=""8443""","阿瘦","N/A","N/A","N/A","N/A","N/A"
"=""8454""","富邦媒","100,190.6400","momo 100%營運控制據點及國內子公司(富立人身、富立綜保、千卉國際、富昇物流、富美康健)，部分區域採推估人均用水量方式進行統計","0.9069","公噸/百萬元營業額","N/A"
"=""8462""","柏文","1,115.5300","包含合併財務報表之母子公司","0.2597","公噸/百萬元營業額","N/A"
"=""8463""","潤泰材","49,540.0000","母公司個體(涵蓋所有營運據點)","12.4223","公噸/百萬元營業額","N/A"
"=""8464""","億豐","N/A","N/A","N/A","N/A","N/A"
"=""8466""","美吉吉-KY","N/A","N/A","N/A","N/A","N/A"
"=""8467""","波力-KY","1,311.0000","臺灣總公司及大里廠區","N/A","N/A","N/A"
"=""8473""","山林水","N/A","N/A","N/A","N/A","N/A"
"=""8476""","台境","N/A","N/A","N/A","N/A","N/A"
"=""8478""","東哥遊艇","13,367.0000","台灣營運據點","2.4591","公噸/百萬元營業額","N/A"
"=""8481""","政伸","15,437.0000","僅母公司","27.9785","公噸/百萬元營業額","N/A"
"=""8482""","商億-KY","N/A","N/A","N/A","N/A","N/A"
"=""8487""","愛爾達","5,350.0000","僅母公司(本公司並無子公司)","5.5245","公噸/百萬元營業額","N/A"
"=""8488""","吉源-KY","N/A","N/A","N/A","N/A","N/A"
"=""8499""","鼎炫-KY","4,254.0000","子公司-隆揚隆揚(電子)股份有限公司","N/A","N/A","N/A"
