"報告年度:2023","議題:廢棄物管理"
"公司代號","公司名稱","有害廢棄物(公噸(t))-有害廢棄物(公噸(t))","非有害廢棄物(公噸(t))-非有害廢棄物(公噸(t))","總重量(有害+非有害)(公噸(t))-總重量(有害+非有害)(公噸(t))","資料範圍-資料範圍","廢棄物密集度-密集度(公噸/單位)","廢棄物密集度-單位","驗證標準-取得驗證"
"=""3607""","谷崧","10.2200","27.1200","37.3400","母公司","N/A","N/A","N/A"
"=""3617""","碩天","0.0000","69.1435","69.1435","僅母公司資料","0.0100","公噸/百萬元營業額","N/A"
"=""3622""","洋華","8.4000","53.4000","61.8000","母公司","0.0377","公噸/百萬元營業額","N/A"
"=""3645""","達邁","12.7428","9,052.6420","9,065.3848","母公司","5.8264","公噸/百萬元營業額","ISO 14001"
"=""3652""","精聯","0.0000","5.1900","5.1900","僅母公司之文件紙張銷毀量及電子廢棄物數量","0.2776","億營業額","N/A"
"=""3653""","健策","742.6000","729.3100","1,471.9100","母公司","0.1354","公噸/百萬元營業額","ISO 14001"
"=""3661""","世芯-KY","0.0000","0.1910","0.1910","台北及新竹營運據點","0.0063","公斤/營收新台幣每百萬元","N/A"
"=""3665""","貿聯-KY","82.6400","7,178.3300","7,260.9700","全球34個生產廠區: 昆山貿聯廠、昆山翔光廠、常州廠、常州BCNC廠、深圳通盈廠、翔耀廠、康聯廠、廈門新視廠、百事聯廠、佛山城鉞廠、新加坡加冷廠、馬來西亞柔佛廠、馬來西亞檳城廠、台灣台南廠、加州廠、密西根廠、德州廠、墨西哥廠、加拿大廠、塞爾維亞廠、斯洛伐克廠、德國廠、法國廠、捷克廠、義大利廠等。","0.1400","公噸/百萬元營業額","N/A"
"=""3669""","圓展","5.8200","95.0800","100.9000","母公司 ","0.0406","公噸/百萬元營業額","ISO 14001"
"=""3673""","TPK-KY","289.1341","6,470.7329","6,759.8670","包含合併財務報表之母子公司","0.0001","t/仟元(NTD) ","ISO 14001"
"=""3679""","新至陞","166.4310","314.3870","480.8180","新至陞台灣總部、昆山廠及越南廠","0.1370","公噸/百萬元營業額","N/A"
"=""3686""","達能","0.0000","0.0106","0.0106","包含合併財務報表之母子公司","0.0003","公噸/百萬元營業額","N/A"
"=""3694""","海華","20.2940","132.4400","152.7340","上海廠區","0.0012","公噸/產品","N/A"
"=""3701""","大眾控","81.4935","544.8008","626.2943","大眾投控屬投資公司，其生產製造於子公司，辦公地點為一般辦公大樓，多數為民生廢棄物，無工業廢棄物，因2023年無法盤點民生廢棄物。 本資料範圍包含廣上科技（廣州）有限公司、才眾電腦(深圳)有限公司 ","0.0159","公噸/百萬元營業額","ISO 9001,ISO 14001,ISO 14064-1"
"=""3702""","大聯大","0.0000","279.8480","279.8480","辦公室區域統計範圍：臺灣地區(臺北)；中國大陸(深圳、上海、香港、長沙、廣州、珠海、東莞、北京、蘇州)。 物流倉庫統計範圍：臺灣地區(林口)及中國大陸(香港、東莞)。","0.0700","公噸/各據點員工合計數","依照確信準則3000號「非屬歷史性財務資訊查核或核閱之確信案件」進行有限確信驗證，指標揭露內容參照GRI 306-3：2020 廢棄物的產生。"
"=""3703""","欣陸","1.2300","45,217.5100","45,218.7500","母公司及主要營運子公司","1.4774","公噸/百萬元營業額","ISO 14001,驗證範圍：淡水水資源回收中心、鳳山水資源中心、安平水資源中心、臨海水資源中心"
"=""3704""","合勤控","10.7510","645.8510","656.6020","合勤投控及其子公司盟創科技於台灣廠區","0.0300","公噸/百萬元營業額","N/A"
"=""3705""","永信","7.3920","252.5400","259.9320","永信藥品工業股份有限公司之幼獅廠(含二、三廠)及頂店廠、永鴻國際生技股份有限公司之新竹廠。","0.0370","公噸/百萬元營業額","N/A"
"=""3706""","神達","158.8500","1,942.5900","2,101.4400","(集團營收95%以上之主要據點) 神達控股股份有限公司，神達電腦股份有限公司，神雲科技股份有限公司，神達數位股份有限公司，昆達電腦科技（昆山）有限公司，璽達信息科技(昆山)有限公司，佛山市順德區順達電腦廠有限公司，MiTAC Information Systems Corp. 的廢棄物量","0.0591","公噸/百萬元營業額","N/A"
"=""3708""","上緯投控","48.6500","436.0350","484.6850","上緯興業股份有限公司、上偉碳纖複合材料股份有限公司、旺來企業股份有限公司、磁震科技開發股份有限公司","0.1461","公噸/百萬元營業額","N/A"
"=""3711""","日月光投控","20,692.0000","47,965.0000","68,657.0000","日月光半導體製造股份有限公司高雄廠、中壢廠、無錫廠、上海材料廠、上海月芯半導體、日本廠、韓國廠、新加坡廠、馬來西亞廠、ISE Labs、矽品精密工業股份有限公司大豐廠、中山廠、中科廠、中科二廠、中工廠、新竹廠、彰化廠、蘇州廠、環電股份有限公司南投廠、張江廠、昆山廠、金橋廠、惠州廠、墨西哥廠、越南廠。 ","1.0900","公噸/百萬元營業額","ISO 14001"
"=""3712""","永崴投控","10.5000","597.1200","607.6200","永崴含其下子公司:勁永國際、崴強科技、光燿科及崴海、富崴、耀崴大廠區","0.0348","公噸/百萬元營業額","N/A"
"=""3714""","富采","6,581.8700","1,727.5800","8,309.4500","包含：富采、晶元光電、隆達電子、晶成半導體、晶品光電(常州)、晶宇光電(廈門)、江蘇璨揚光電、達亮電子(滁州)","0.3725","公噸/百萬元營業額","ISO 14001"
"=""3715""","定穎投控","41,336.0690","7,023.3000","48,359.3690","包含合併財務報表之母子公司","3.0902","公噸/百萬元營業額","昆山廠:ISO14001 、黃石廠:ISO14001及UL2799"
"=""4104""","佳醫","0.0000","72.7100","72.7100","僅母公司","0.0139","公噸/百萬元營業額","N/A"
"=""4106""","雃博","0.0000","66.1660","66.1660","2023整年度","N/A","N/A","N/A"
"=""4108""","懷特","0.0000","5.5000","5.5000","台北公司及楊梅精製廠","N/A","N/A","N/A"
"=""4119""","旭富","1,266.6550","2,180.5800","3,447.2350","僅母公司","0.0035","公噸/產品","N/A"
"=""4133""","亞諾法","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""4137""","麗豐-KY","0.0000","0.0000","5,546.4000","子公司微碩(上海)日用品有限公司","N/A","N/A","N/A"
"=""4142""","國光生","15.6496","314.2250","329.8746","2023年1月1日~2023年12月31日","0.1848","公噸/百萬元營業額","ISO 14001"
"=""4148""","全宇生技-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""4155""","訊映","0.0000","23.2700","23.2700","僅母公司","N/A","N/A","N/A"
"=""4164""","承業醫","0.0000","6.1690","6.1690","包含合併財務報表之母子公司","0.0016","公噸/百萬元營業額","N/A"
"=""4190""","佐登-KY","0.0000","106.4570","106.4570","總部及生技園區","N/A","N/A","N/A"
"=""4306""","炎洲","65.6500","7,815.8400","7,881.4900","僅母公司","N/A","N/A","N/A"
"=""4414""","如興","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""4426""","利勤","0.2622","0.0468","0.3090","母公司","N/A","N/A","N/A"
"=""4438""","廣越","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""4439""","冠星-KY","4,961.2241","1,041.6120","6,002.8361","TOP SPORTS TEXTILE LTD.","0.3776","公噸/產品","EMeRet"
"=""4440""","宜新實業","0.0000","36.5300","36.5300","彰化廠","0.0368","公噸/百萬元營業額","N/A"
"=""4526""","東台","0.0000","68.9300","68.9300","路科一廠","0.0090","公噸/百萬元營業額","N/A"
"=""4532""","瑞智","0.0000","333.6000","333.6000","桃園觀音營運總部 ","0.0514","公噸/百萬元營業額","N/A"
"=""4536""","拓凱","308.6900","1,855.2900","2,163.9800","廢棄物包含台灣廠區及大陸廈門新凱廠區","N/A","N/A","N/A"
"=""4540""","全球傳動","0.0000","972.0750","972.0750","2023/01/01-2023/12/31","0.3276","公噸/百萬元營業額","ISO 9001,ISO 14001,其他"
"=""4545""","銘鈺","100.0000","194.0000","294.0000","僅母公司(包含辦公室、工廠及員工宿舍)","0.2900","公噸/百萬元營業額","ISO 14001"
"=""4551""","智伸科","466.2500","1,732.6400","2,198.8900","已驗證資料邊界包含子公司：東莞海益機械配件有限公司、浙江智泓科技有限公司、旭申國際科技股份有限公司。 未驗證資料邊界為子公司：嘉興智興科技有限公司","0.3087","公噸/百萬元營業額","ISO 9001,ISO 14001"
"=""4552""","力達-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""4555""","氣立","0.0000","1.1200","1.1200","僅母公司","0.0026","公噸/百萬元營業額","ISO 9001,ISO 14001"
"=""4557""","永新-KY","16.6200","52.9100","69.5300","永新控股股份有限公司","N/A","N/A","N/A"
"=""4560""","強信-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""4562""","穎漢","N/A","N/A","27.0000","N/A","N/A","N/A","N/A"
"=""4564""","元翎","N/A","N/A","0.0000","N/A","N/A","N/A","N/A"
"=""4566""","時碩工業","0.0000","315.5780","315.5780","時碩公司台灣廠區","N/A","N/A","N/A"
"=""4569""","六方科-KY","166.0000","92.0000","258.0000","合併報表母子公司","0.2122","公噸/百萬元營業額","N/A"
"=""4571""","鈞興-KY","130.5510","269.1170","399.6680","合併財務報告所有公司","0.1146","公噸/百萬元營業額","N/A"
"=""4572""","駐龍","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""4576""","大銀微系統","0.8900","208.1710","209.0610","母公司總部及二廠","0.1116","公噸/百萬元營業額","ISO 14001"
"=""4581""","光隆精密-KY","0.0000","47.5880","47.5880","包含合併財務報表之母子公司","0.0397","公噸/百萬元營業額","N/A"
"=""4583""","台灣精銳","13.0000","236.0000","249.0000","母公司","0.1168","公噸/百萬元營業額","ISO 14001"
"=""4588""","玖鼎電力","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""4720""","德淵","0.0000","54.5200","54.5200","德淵企業桃園廠","0.0165","公噸/百萬元營業額","N/A"
"=""4722""","國精化","328.0000","5,061.0000","5,389.0000","母公司","N/A","N/A","N/A"
"=""4736""","泰博","2.1000","76.0000","78.1000","母公司","0.0200","公噸/百萬元營業額","N/A"
"=""4737""","華廣","29.6240","4.7400","34.3640","母公司","N/A","N/A","N/A"
"=""4739""","康普","69.5600","1,398.3600","1,467.9200","康普材料科技股份有限公司 天弘化學股份有限公司 恆誼化工股份有限公司 ","0.2920","公噸/百萬元營業額","N/A"
"=""4746""","台耀","508.1696","1,107.9900","1,616.1596","母公司","0.3718","公噸/百萬元營業額","ISO 14001"
"=""4755""","三福化","891.4300","174.7600","1,066.1900","2023年 三福化工之善化廠、柳科廠、高雄廠","0.1786","公噸/百萬元營業額","依臺灣證券交易所「上市公司編製與申報永續報告書作業辦法」第四條第二項揭露永續揭露指標─化學工業，取得資誠聯合會計師事務所之會計師有限確信報告"
"=""4763""","材料-KY","559.0200","751.4900","1,310.5100","合併財務報表之母子公司","0.1189","公噸/百萬元營業額","ISO 9001,ISO 14001"
"=""4764""","雙鍵","2.8840","110.3060","113.1900","母公司","0.0508","公噸/百萬元營業額","N/A"
"=""4766""","南寶","688.0000","630.0000","1,318.0000","母公司","0.2200","公噸/百萬元營業額","N/A"
"=""4770""","上品","0.0000","21.0100","21.0100","台灣地區所屬於上品公司控制權之範圍","N/A","N/A","N/A"
"=""4771""","望隼","1.8200","670.0570","671.8770","母公司","0.0000","公噸/產品","N/A"
"=""4807""","日成-KY","0.9900","3.1200","4.1100","2023/01/01-2023/12/31 1.重要子公司 Regal Jewelry Manufacture Co., Ltd. 2.重要子公司 Regal Plating Co., Ltd. ","0.0036","公噸/百萬元營業額","ISO 14001"
"=""4904""","遠傳","989.1253","486.6473","1,475.7726","遠傳電信","0.0158","公噸/百萬元營業額","ISO 14001"
"=""4906""","正文","154.3450","951.2780","1,105.6230","台灣總部、昆山廠、常熟廠及越南廠","0.0420","公噸/百萬元營業額","N/A"
"=""4912""","聯德控股-KY","14.0000","312.0000","326.0000","重要子公司聯德精密材料(中國)股份有限公司","0.0002","公噸/產品","ISO 14001"
"=""4915""","致伸","164.1803","2,350.8273","2,515.0076","包括子公司共11個據點","0.0416","公噸/百萬元營業額","ISO 14001"
"=""4916""","事欣科","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""4919""","新唐","320.1647","407.2324","727.3971","新唐科技股份有限公司(不含子公司)","0.0382","公噸/百萬元營業額","ISO 14001"
"=""4927""","泰鼎-KY","5,129.0000","8,551.0000","13,680.0000","合併財務報告子公司","1.8300","公噸/百萬元營業額","ISO 9001,ISO 14001"
"=""4930""","燦星網","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""4934""","太極","2,349.5050","59.9900","2,409.4950","僅子公司-越南太極有生產","0.0000","公噸/產品","N/A"
"=""4935""","茂林-KY","0.0110","86.5330","86.5440","台灣廠區","N/A","N/A","ISO 14001"
"=""4938""","和碩","1,943.4192","52,469.3840","54,412.8032","和碩聯合科技(股)公司、昌碩科技(上海)、世碩電子(昆山)、名碩電腦(蘇州)、康碩電子(蘇州)、凱碩電腦(蘇州)、旭碩科技(重慶)、凱全電子(重慶)、Pegatron Mexico S.A. de C.V.、PEGATRON Czech s.r.o.、PT. PEGATRON TECHNOLOGY INDONESIA、PEGATRON VIETNAM COMPANY LIMITED、PEGATRON TECHNOLOGY HAI PHONG COMPANY LIMITED、PEGATRON TECHNOLOGY INDIA PRIVATE LIMITED","0.0433","公噸/百萬元營業額","AA1000"
"=""4942""","嘉彰","N/A","N/A","N/A","N/A","0.5548","公噸/百萬元營業額","N/A"
"=""4943""","康控-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""4949""","有成精密","0.6000","159.5700","160.1700","新能源產線及半導體產線。","N/A","N/A","ISO 14001"
"=""4952""","凌通","1.5200","9.2800","10.8000","母公司","0.0472","N/A","N/A"
"=""4956""","光鋐","206.8000","172.5000","379.3000","112年1月至112年12月","89.6800","公噸/產品","N/A"
"=""4958""","臻鼎-KY","42,181.0000","23,780.0000","65,961.0000","臻鼎科技控股股份有限公司及其合併財務報表之子公司(除Avary Technology (India) Private Limited、禮鼎半導體(深圳)有限公司、禮鼎半導體科技秦皇島有限公司、慶鼎精密電子(淮安)有限公司之淮安第三園區及鵬鼎科技股份有限公司南科分公司)","0.4400","公噸/百萬元營業額","ISO 14001"
"=""4960""","誠美材","983.3510","3,164.0500","4,147.4010","僅母公司","0.1425","公噸/產品","ISO 14001"
"=""4961""","天鈺","0.0000","34.6230","34.6230","總部篤行據點及公道五據點","0.0020","公噸/百萬元營業額","N/A"
"=""4967""","十銓","1.7830","10.4800","12.2630","涵蓋範圍僅母公司","N/A","N/A","ISO 14001"
"=""4968""","立積","0.5290","11.9377","12.4667","母公司","0.0042","公噸/百萬元營業額","ISO 14001"
"=""4976""","佳凌","39.0000","29.7000","68.7000","依據廢棄物清理計劃書內容","N/A","N/A","ISO 14001"
"=""4977""","眾達-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""4989""","榮科","512.9200","50.8800","563.8000","本公司 ","0.0590","公噸/產品","N/A"
"=""4994""","傳奇","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""4999""","鑫禾","0.0000","32.3710","32.3710","母公司","0.0449","公噸/百萬元營業額","N/A"
"=""5007""","三星","2.3300","534.2400","536.5700","母公司","0.3816","公噸/每人","ISO 14001"
"=""5203""","訊連","N/A","92.4588","92.4588","包含合併財務報表之母子公司","0.0496","公噸/百萬元營業額","N/A"
"=""5215""","科嘉-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""5222""","全訊","9.7955","31.1211","40.9166","個別報表所有廠區","0.0327","公噸/百萬元營業額","N/A"
"=""5225""","東科-KY","13.1030","987.4871","1,000.5901","EAHZ+EAVN","0.0940","公噸/百萬元營業額","ISO 14001"
"=""5234""","達興材料","688.0000","251.0000","939.0000","總公司、中科廠、中港廠","N/A","N/A","N/A"
"=""5243""","乙盛-KY","266.3780","2,101.5420","2,367.9200","昆山乙盛機械工業有限公司 ","1.3460","公噸/百萬元營業額","ISO 14001"
"=""5244""","弘凱","0.7560","3.8000","4.5560","包含合併財務報表之母子公司。","N/A","N/A","N/A"
"=""5258""","虹堡","0.0000","69.6740","69.6740","母公司","N/A","N/A","N/A"
"=""5269""","祥碩","0.0155","22.1509","22.1664","祥碩總公司辦公室","0.0035","公噸/百萬元營業額","N/A"
"=""5283""","禾聯碩","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""5284""","jpp-KY","232.5336","16.3364","248.8700","Jinpao Soi 11 + 12 廠區","0.0916","公噸/百萬元營業額","ISO 14001"
"=""5285""","界霖","120.7100","10.4100","131.1200","母公司","N/A","N/A","N/A"
"=""5288""","豐祥-KY","5,043.9400","13,306.1100","18,350.0500","主要營運孫公司台灣豐祥及越南VPIC1","2.5250","公噸/百萬元營業額","ISO 14001"
"=""5292""","華懋","0.0000","2.4300","2.4300","母公司工廠","N/A","N/A","N/A"
"=""5306""","桂盟","0.0000","111.4900","111.4900","臺灣營運範圍(母公司+桂盟企業)","0.1515","公噸/百萬元營業額","N/A"
"=""5388""","中磊","172.4800","4,318.6900","4,491.1700","台灣竹南、蘇州、菲律賓生產基地","0.0718","公噸/百萬元營業額","ISO 14001"
"=""5434""","崇越","0.0000","37.9400","37.9400","母公司","0.0000","公噸/百萬元營業額","ISO 14001"
"=""5469""","瀚宇博","4,989.7600","625.0250","5,614.7850","瀚宇博德股份有限公司 ","0.0034","公噸/產品","N/A"
"=""5471""","松翰","0.0000","0.0000","0.0000"," 僅母公司","0.0001"," 營業額(新台幣仟元)","ISO 9001,ISO 14001,QC080000"
"=""5484""","慧友","0.0000","0.1240","0.1240","母公司112年存貨報廢的重量","0.0004","公噸/百萬元營業額","N/A"
"=""5515""","建國","0.0000","10,201.3700","10,201.3700","建國工程總公司及本公司2023年全數工地","N/A","N/A","N/A"
"=""5519""","隆大","0.0000","2,504.0200","2,504.0200","僅母公司","N/A","N/A","N/A"
"=""5521""","工信","0.0000","121,904.9200","121,904.9200","僅母公司","22.9403","公噸/百萬元營業額","N/A"
"=""5522""","遠雄","0.0000","16,811.1600","16,811.1600","包含合併財務報表之母子公司","0.7696","公噸/百萬元營業額","N/A"
"=""5525""","順天","0.0000","632.7563","632.7563","母公司","N/A","N/A","N/A"
"=""5531""","鄉林","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""5533""","皇鼎","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""5534""","長虹","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""5538""","東明-KY","1,806.0000","28.0000","1,834.0000","開曼東明、岡山東穎、Tongwin、浙江東明及浙江東和等5個營運主體","0.1414","公噸/百萬元營業額","N/A"
"=""5546""","永固-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""5607""","遠雄港","2,765.9000","0.0000","2,765.9000","遠雄自貿港投資控股股份有限公司及其子公司","N/A","N/A","N/A"
"=""5608""","四維航","0.0000","410.8050","410.8050","子孫公司營運船舶","0.6691","公噸/員工總人數(海勤船員+辦公室員工)","AA1000 AS v3"
"=""5706""","鳳凰","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""5871""","中租-KY","0.0000","0.0000","1,404.2510","中租控股公司及旗下子公司","0.0144","公噸/百萬元營業額","N/A"
"=""5876""","上海商銀","0.0000","201.0000","201.0000","資料統計涵蓋上海商業儲蓄銀行所有臺灣據點","0.0700","人均","ISO 14001"
"=""5880""","合庫金","0.0000","617.7300","617.7300","335處據點","0.0100","公噸/百萬元營業額","ISO 14001"
"=""5906""","台南-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""5907""","大洋-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6005""","群益證","0.0000","101.4061","101.4061","母公司全台各營運據點","0.0096","公噸/百萬元營業額","N/A"
"=""6024""","群益期","0.0000","5.0969","5.0969","全台營運據點","0.0026","公噸/百萬元營業額","N/A"
"=""6108""","競國","1,097.1200","36.8000","1,133.9200","本公司","0.8854","公噸/百萬元營業額","N/A"
"=""6112""","邁達特","0.0000","0.9700","0.9700","邁達特及子公司啟迪、聚上雲、逐鹿數位之紙類銷毀量。","0.0015","公噸/人","N/A"
"=""6115""","鎰勝","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6116""","彩晶","3,521.4200","5,859.9700","9,381.3900","母公司及子公司(南京瀚宇彩欣科技有限責任公司)","0.7594","公噸/百萬元營業額","ISO 14001"
"=""6117""","迎廣","0.0000","146.7500","146.7500","母公司","0.0619","公噸/百萬元營業額","N/A"
"=""6120""","達運","91.3662","5,314.0741","5,405.4403","本公司及子公司","0.3112","公噸/百萬元營業額","N/A"
"=""6128""","上福","0.0000","516.2900","516.2900","臺中市梧棲區關連工業區自強路50號、臺中市梧棲區港埠路一段517號、臺中市梧棲區永興路一段498號","0.4235","公噸/百萬元營業額","N/A"
"=""6133""","金橋","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6136""","富爾特","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6139""","亞翔","0.0000","12.6161","12.6161","溫室氣體盤查主要為台灣地區有控制權的汐止 、新竹和台南辦公室，工地為非營運控制權故不納入盤查範疇。","0.0009","公噸/百萬元營業額","N/A"
"=""6141""","柏承","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6142""","友勁","17.2600","12.0000","29.2600","母公司","0.0115","公噸/百萬元營業額","ISO 14001"
"=""6152""","百一","0.0360","1.2000","1.2360","台灣總公司","0.0006","公噸/百萬元營業額","N/A"
"=""6153""","嘉聯益","1,890.0000","1,700.0000","3,590.0000","樹林廠、桃科厰","0.3650","公噸/百萬元營業額","N/A"
"=""6155""","鈞寶","14.1000","47.5900","61.6900","母公司","N/A","N/A","ISO 14001"
"=""6164""","華興","0.0000","0.0100","0.0100","母公司","N/A","N/A","ISO 9001,ISO 14001"
"=""6165""","浪凡","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6166""","凌華","0.0000","5.7800","5.7800","僅母公司","0.0007","公噸/百萬元營業額","ISO 9001,ISO 14001"
"=""6168""","宏齊","2.9200","93.8000","96.7200","母公司","0.0500","公噸/百萬元營業額","N/A"
"=""6176""","瑞儀","44.8700","4,060.8200","4,105.6900","台灣與中國大陸製造廠區","0.9500","廢棄物總重量(公噸)/原物料塑膠粒投料量(公噸)","ISO 14001"
"=""6177""","達麗","0.0000","7,199.5000","7,199.5000","112年達麗在建工程建案","N/A","N/A","N/A"
"=""6183""","關貿","N/A","N/A","12.6690","關貿網路總公司南港軟體園區","N/A","N/A","N/A"
"=""6184""","大豐電","0.0000","42.5858","42.5858","大豐有線電視股份有限公司，未包含合併財務報表中之子公司","0.0558","公噸/百萬元營業額","N/A"
"=""6189""","豐藝","0.0000","13.8970","13.8970","僅母公司台北辦公室及桃園青埔倉儲。","0.0005","公噸/百萬元營業額","N/A"
"=""6191""","精成科","50,431.1000","18,966.7000","69,397.8000","包含合併財務報表之母子公司","3.0332","公噸/百萬元營業額","N/A"
"=""6192""","巨路","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6196""","帆宣","4.1800","179.5000","183.6800","帆宣各廠區","0.0033","公噸/百萬元營業額","ISO 14001"
"=""6197""","佳必琪","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6201""","亞弘電","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6202""","盛群","0.1500","10.2716","10.4216","盛群半導體股份有限公司(含新竹總部、漢磊辦公室)","0.0040","公噸/百萬元營業額","ISO 14001"
"=""6205""","詮欣","N/A","N/A","N/A","N/A","N/A","N/A","ISO 14001"
"=""6206""","飛捷","2.3500","126.7700","129.1200","飛捷母公司","N/A","N/A","N/A"
"=""6209""","今國光","46.0000","59.8310","105.8310","母公司","100.0000","公噸/產品","N/A"
"=""6213""","聯茂","3,605.7100","10,924.1600","14,529.8700","聯茂電子股份有限公司台灣廠及中國廠區(無錫廠、東莞廠、廣州廠及江西廠)","0.4347","公噸/百萬元營業額","N/A"
"=""6214""","精誠","0.0000","43.6000","43.6000","僅母公司","0.0012","公噸/百萬元營業額","ISO 14001"
"=""6215""","和椿","0.0000","6.6000","6.6000","桃園廠(因台北、台中及台南都在辦公大樓內，僅有生活廢棄物，且廢棄物都由大樓物管公司收取)","0.0090","公噸/百萬元營業額","ISO 9001,ISO 14001"
"=""6216""","居易","0.0000","11.6000","11.6000","一般民生廢棄物","0.0150","公噸/百萬元營業額","N/A"
"=""6224""","聚鼎","35.0000","86.0000","121.0000","聚鼎台灣廠區","0.0900","公噸/百萬元營業額","N/A"
"=""6225""","天瀚","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6226""","光鼎","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6230""","尼得科超眾","0.0000","26.6000","26.6000","(1)新北市三重區中興北街184-3號(中興廠) (2)新北市三重區中興北街193-2號1,2,4,7F(陞泰廠)","0.0024","公噸/百萬元營業額","ISO 14001"
"=""6235""","華孚","1,056.3700","1,183.5000","2,239.8700","華孚科技股份有限公司、 昆山華復精密金屬有限公司、 華孚精密科技(馬鞍山)有限公司。","0.3879","公噸/百萬元營業額","N/A"
"=""6239""","力成","2,275.9200","4,091.4900","6,367.4100","僅台灣地區力成科技","0.1500","公噸/百萬元營業額","ISO 9001,ISO 14001,PWC執行ISAE3000廢棄物管理指標確信"
"=""6243""","迅杰","0.0000","0.0000","0.0000","母公司","N/A","N/A","N/A"
"=""6257""","矽格","6.8372","542.6753","549.5125","北興廠、中興廠及湖口廠","6.4870","公噸/百萬元營業額","ISO 14001"
"=""6269""","台郡","2,407.0000","2,410.0000","4,817.0000","母公司","0.0070","公噸/產品","ISO 14001"
"=""6271""","同欣電","321.0000","1,115.0000","1,436.0000","與合併報表一致","0.1240","公噸/百萬元營業額","N/A"
"=""6277""","宏正","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6278""","台表科","298.7200","1,901.5400","2,200.2600","母公司及子公司-峻凌電子(蘇州)有限公司","0.0602","公噸/百萬元營業額","N/A"
"=""6281""","全國電","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6282""","康舒","109.9200","4,112.2300","4,222.1500","包含康舒科技/淡水廠/武漢廠/東莞廠/菲律賓廠. 以及滬華/吳江廠/銅梁廠/康華廠","0.1516","公噸/百萬元營業額","ISO 14001"
"=""6283""","淳安","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6285""","啟碁","392.4240","6,222.3820","6,614.8060","範圍包含啓碁總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠。","0.0600","公噸/百萬元營業額","ISO 14001"
"=""6405""","悅城","1,582.7400","230.9100","1,813.6500","母公司","8.6779","公噸/百萬元營業額","N/A"
