"報告年度:2023","議題:溫室氣體排放"
"公司代號","公司名稱","直接(範疇一)溫室氣體排放量-數據(公噸CO₂e)","直接(範疇一)溫室氣體排放量-資料邊界","直接(範疇一)溫室氣體排放量-確信範圍","能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e)","能源間接(範疇二)溫室氣體排放量-資料邊界","能源間接(範疇二)溫室氣體排放量-確信範圍","其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e)","其他間接(範疇三)溫室氣體排放量-資料邊界","其他間接(範疇三)溫室氣體排放量-確信範圍","溫室氣體排放密集度-密集度(公噸CO₂e/百萬元營業額)"
"=""6456""","GIS-KY","1,924.2665","業成控股股份有限公司、 業成科技(成都)有限公司、 業成光電(深圳)有限公司、 業成光電(無錫)有限公司(僅2022年進行確信)、 英特盛科技股份有限公司、 英特盛科技股份有限公司(后里廠)","同資料邊界","6,999.6045","業成控股股份有限公司、 業成科技(成都)有限公司、 業成光電(深圳)有限公司、 業成光電(無錫)有限公司(僅2022年進行確信)、 英特盛科技股份有限公司、 英特盛科技股份有限公司(后里廠)","同資料邊界","81,230.2296","業成控股股份有限公司、 業成科技(成都)有限公司、 業成光電(深圳)有限公司、 業成光電(無錫)有限公司(僅2022年進行確信)、 英特盛科技股份有限公司、 英特盛科技股份有限公司(后里廠)","同資料邊界","0.2085"
"=""6464""","台數科","1,546.8937","本公司溫室氣體盤查組織邊界之設定，採用ISO 14064-1:2018中營運控制權法訂定組織邊界，本次溫室氣體盤查之組織邊界為台灣數位光訊科技股份有限公司暨所屬營運公司。","台灣數位光訊科技股份有限公司暨所屬營運公司","9,626.1679","本公司溫室氣體盤查組織邊界之設定，採用ISO 14064-1:2018中營運控制權法訂定組織邊界，本次溫室氣體盤查之組織邊界為台灣數位光訊科技股份有限公司暨所屬營運公司。","台灣數位光訊科技股份有限公司暨所屬營運公司","2,240.4338","本公司溫室氣體盤查組織邊界之設定，採用ISO 14064-1:2018中營運控制權法訂定組織邊界，本次溫室氣體盤查之組織邊界為台灣數位光訊科技股份有限公司暨所屬營運公司。","台灣數位光訊科技股份有限公司暨所屬營運公司","2.6752"
"=""6472""","保瑞","9,687.5801"," 合併報表母子公司  "," 合併報表母子公司  ","19,678.2885","合併報表母子公司","部分合併報表母子公司","5,219.2935","部分合併報表母子公司","部分合併報表母子公司","2.0680"
"=""6477""","安集","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6491""","晶碩","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6504""","南六","5,858.9674","母公司","母公司","17,344.0592","母公司","母公司","N/A","N/A","N/A","N/A"
"=""6505""","台塑化","24,004,680.0000","母公司個體(以營運控制權設定組織邊界，包含：麥寮一廠、麥寮二廠、麥寮三廠、彰濱摻配廠、台北儲運站、桃園儲運站等)","同資料邊界","181,692.0000","母公司個體(以營運控制權設定組織邊界，包含：麥寮一廠、麥寮二廠、麥寮三廠、彰濱摻配廠、台北儲運站、桃園儲運站等)","同資料邊界","64,410,523.0000","母公司個體(以營運控制權設定組織邊界，包含：麥寮一廠、麥寮二廠、麥寮三廠、彰濱摻配廠、台北儲運站、桃園儲運站等)","同資料邊界","34.0504"
"=""6515""","穎崴","123.3301","母公司","N/A","4,702.4304","母公司","N/A","N/A","N/A","N/A","1.3100"
"=""6525""","捷敏-KY","240.6600","包含合併財務報表之母子公司","包含合併財務報表之母子公司","33,787.2100","包含合併財務報表之母子公司","包含合併財務報表之母子公司","5,048.3400","包含合併財務報表之母子公司","包含合併財務報表之母子公司","7.6459"
"=""6526""","達發","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6531""","愛普*","14.6725","母公司，以及轉投資-愛普存儲技術(杭州)有限公司","N/A","360.3487","母公司，以及轉投資-愛普存儲技術(杭州)有限公司","N/A","N/A","N/A","N/A","0.0887"
"=""6533""","晶心科","N/A","N/A","N/A","430.9130","僅母公司","N/A","N/A","N/A","N/A","0.5240"
"=""6534""","正瀚-創","492.2169","正瀚生技股份有限公司企業總部暨研發中心（含宿舍）、彰濱廠、美國製造中心","正瀚生技股份有限公司企業總部暨研發中心（含宿舍）、彰濱廠、美國製造中心","3,126.1944","正瀚生技股份有限公司企業總部暨研發中心（含宿舍）、彰濱廠、美國製造中心","正瀚生技股份有限公司企業總部暨研發中心（含宿舍）、彰濱廠、美國製造中心","278.6544","正瀚生技股份有限公司企業總部暨研發中心（含宿舍）、彰濱廠、美國製造中心","正瀚生技股份有限公司企業總部暨研發中心（含宿舍）、彰濱廠、美國製造中心","2.5726"
"=""6541""","泰福-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6550""","北極星藥業-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6552""","易華電","198.7824","易華電子股份有限公司一廠(高雄市楠梓區新開發路6號1、2、3、4樓；8號1、2、3、4樓；10號1、2、3、4樓；12號1、2樓)","N/A","17,282.9126","易華電子股份有限公司一廠(高雄市楠梓區新開發路6號1、2、3、4樓；8號1、2、3、4樓；10號1、2、3、4樓；12號1、2樓)","N/A","N/A","N/A","N/A","0.0411"
"=""6558""","興能高","585.2200","合併財務報表之母子公司","合併財務報表之母子公司","8,172.8600","合併財務報表之母子公司","合併財務報表之母子公司","11,869.8700","合併財務報表之母子公司","合併財務報表之母子公司","7.1460"
"=""6573""","虹揚-KY","136.9167","包含合併財務報表之母子公司","N/A","6,895.8573","包含合併財務報表之母子公司","N/A","41.5921","母公司","N/A","N/A"
"=""6579""","研揚","135.9340","僅母公司","僅母公司","1,391.1907","僅母公司","僅母公司","74,520.7570","僅母公司","僅母公司","16.3034"
"=""6581""","鋼聯","73,130.9103","僅母公司","僅母公司","9,399.6703","僅母公司","僅母公司","61,053.5103","僅母公司","僅母公司，本公司亦於永續報告書中揭露溫室氣體範疇三排放量，範疇三主要計算上游原料之運輸、上游能源之運輸、下游產物之運輸以及購買原料開採之排放共三類，排放量約6.1萬噸CO2e，排放比例約佔總排放量（範疇一至範疇三）之42%，排放比例趨近於一半。相關資訊請參閱鋼聯永續報告書（5.3營運生態效率）及企業社會責任網站（網址：https://www.tsutw.com.tw/tsucsr/index.php）。","40.4276"
"=""6582""","申豐","4,678.7100","母公司","母公司","7,108.4464","母公司","母公司","1,986.2086","母公司","母公司","13.1847"
"=""6585""","鼎基","2,025.0000","高雄廠及屏東廠 ","N/A","19,052.0000","高雄廠及屏東廠 ","N/A","N/A","N/A","N/A","7.9640"
"=""6589""","台康生技","1,093.3688","汐止總公司、竹北分公司及德國子公司","N/A","10,350.7997","汐止總公司、竹北分公司及德國子公司","N/A","2,402.4110","汐止總公司、竹北分公司及德國子公司","N/A","10.1181"
"=""6591""","動力-KY","775.3108","合併財務報表之母子公司","合併財務報表之母子公司","1,928.4922","合併財務報表之母子公司","合併財務報表之母子公司","217.7972","合併財務報表之母子公司","合併財務報表之母子公司","N/A"
"=""6592""","和潤企業","1,440.4349","和潤企業股份有限公司、和運國際融資租賃有限公司、和勁企業股份有限公司、和潤電能股份有限公司","和潤企業股份有限公司、和運國際融資租賃有限公司、和勁企業股份有限公司、和潤電能股份有限公司共81個點","1,258.2608","和潤企業股份有限公司、和運國際融資租賃有限公司、和勁企業股份有限公司、和潤電能股份有限公司共81個點","和潤企業股份有限公司、和運國際融資租賃有限公司、和勁企業股份有限公司、和潤電能股份有限公司共81個點","586.0209","和潤企業股份有限公司、和運國際融資租賃有限公司、和勁企業股份有限公司、和潤電能股份有限公司共81個點","和潤企業股份有限公司、和運國際融資租賃有限公司、和勁企業股份有限公司、和潤電能股份有限公司共81個點","0.0492"
"=""6598""","ABC-KY","8.7996","包含合併財務報表之母子公司共三處據點，台灣辦公室、美國辦公室及美國廠區。","N/A","160.1060","包含合併財務報表之母子公司共三處據點，台灣辦公室、美國辦公室及美國廠區。","N/A","N/A","N/A","N/A","N/A"
"=""6605""","帝寶","1,191.0092","僅母公司","N/A","26,047.4113","僅母公司","N/A","N/A","N/A","N/A","1.9392"
"=""6606""","建德工業","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6625""","必應","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6641""","基士德-KY","139.8622","母公司(含BVI控股公司)、位於台灣地區之分公司及子公司、川源(中國)機械有限公司平湖廠區。","川源(中國)機械有限公司平湖廠區","395.4831","母公司(含BVI控股公司)、位於台灣地區之分公司及子公司、川源(中國)機械有限公司平湖廠區。","川源(中國)機械有限公司平湖廠區","616.3782","母公司(含BVI控股公司)、位於台灣地區之分公司及子公司、川源(中國)機械有限公司平湖廠區。","川源(中國)機械有限公司平湖廠區","0.3388"
"=""6645""","金萬林-創","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6655""","科定","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6657""","華安","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6658""","聯策","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6666""","羅麗芬-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6668""","中揚光","132.5951","中揚光電股份有限公司：台中市南屯區工業區二十二路21號","N/A","5,078.1026","中揚光電股份有限公司：台中市南屯區工業區二十二路21號","N/A","1,202.2307","中揚光電股份有限公司：台中市南屯區工業區二十二路21號","N/A","170.2904"
"=""6669""","緯穎","3,272.5527","包含合併財務報表之所有子(孫)公司","包含合併財務報表之所有子(孫)公司","12,978.5396","包含合併財務報表之所有子(孫)公司","包含合併財務報表之所有子(孫)公司","6,441,625.8800","包含合併財務報表之所有子(孫)公司","包含合併財務報表之所有子(孫)公司(未計算「員工通勤」及「售出產品的加工」)","0.0671"
"=""6670""","復盛應用","3,803.5269","母公司","合理保證","15,574.7800","母公司","合理保證","79,666.2230","母公司","合理保證","0.9923"
"=""6671""","三能-KY","2,284.5431","合併財務報表之母子公司","N/A","6,619.4996","合併財務報表之母子公司","N/A","N/A","N/A","N/A","4.6720"
"=""6672""","騰輝電子-KY","4,531.1125","合併財務報表之子公司生產型廠區","N/A","13,310.7552","合併財務報表之子公司生產型廠區","N/A","N/A","N/A","N/A","3.7638"
"=""6674""","鋐寶科技","17.6004","新竹縣竹北市台元一街1號13樓/新竹縣竹北市台元一街6號10樓","N/A","703.7524","新竹縣竹北市台元一街1號13樓/新竹縣竹北市台元一街6號10樓","N/A","N/A","N/A","N/A","N/A"
"=""6689""","伊雲谷","44.6611","全台營運據點，包含三重辦公室、士林辦公室、台中辦公室、高雄辦公室","N/A","186.4073","全台營運據點，包含三重辦公室、士林辦公室、台中辦公室、高雄辦公室","N/A","371.1060","全台營運據點，包含三重辦公室、士林辦公室、台中辦公室、高雄辦公室","N/A","0.1946"
"=""6691""","洋基工程","103.8500","台灣總公司、新竹、台中、台南營業據點","台灣總公司、新竹、台中、台南營業據點","216.0900","台灣總公司、新竹、台中、台南營業據點","台灣總公司、新竹、台中、台南營業據點","498.3100","台灣總公司、新竹、台中、台南營業據點","台灣總公司、新竹、台中、台南營業據點","0.0238"
"=""6695""","芯鼎","6.4244","母公司","N/A","411.9455","母公司","N/A","N/A","N/A","N/A","0.3801"
"=""6698""","旭暉應材","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6706""","惠特","40.0974","包含合併財務報表之母子公司","N/A","4,346.3760","包含合併財務報表之母子公司","N/A","N/A","N/A","N/A","3.2882"
"=""6715""","嘉基","300.8184","包含合併財務報表之母子公司-台灣嘉基科技及蘇州嘉基","包含合併財務報表之母子公司-台灣嘉基科技及蘇州嘉基","1,885.3817","包含合併財務報表之母子公司-台灣嘉基科技及蘇州嘉基","包含合併財務報表之母子公司-台灣嘉基科技及蘇州嘉基","N/A","N/A","N/A","0.9622"
"=""6719""","力智","0.9900","母公司","N/A","886.8100","母公司","N/A","N/A","N/A","N/A","0.2900"
"=""6742""","澤米","669.3900","母公司全體廠區","N/A","6,700.1220","母公司全體廠區","N/A","N/A","N/A","N/A","13.9200"
"=""6743""","安普新","675.0000","包含合併財務報表之母子公司","N/A","15,471.0000","包含合併財務報表之母子公司","N/A","3,105.0000","包含合併財務報表之母子公司","N/A","4.1818"
"=""6753""","龍德造船","2,649.3100","僅母公司","N/A","1,903.2800","僅母公司","N/A","N/A","N/A","N/A","0.9128"
"=""6754""","匯僑設計","120.8500","總公司+中壢鴻僑","N/A","411.9500","總公司+中壢鴻僑","N/A","N/A","N/A","N/A","0.1150"
"=""6756""","威鋒電子","18.8440","威鋒電子(股)公司","N/A","209.2061","威鋒電子(股)公司","N/A","60.8336","威鋒電子(股)公司","N/A","N/A"
"=""6757""","台灣虎航-創","305,107.5698","本公司個體","本公司個體","223.4025","本公司個體","本公司個體","43.2150","本公司個體","本公司個體","N/A"
"=""6768""","志強-KY","19.8740","台灣總部辦公室 ","N/A","109.5456","台灣總部辦公室  ","N/A","25.0241","台灣總部辦公室_類別4_購買商品的上游排放 ","N/A","N/A"
"=""6770""","力積電","49,145.0000","包含合併財務報表之母子公司","僅母公司","534,354.0000","包含合併財務報表之母子公司","僅母公司","171,863.0000","僅母公司","僅母公司","583,499.0000"
"=""6771""","平和環保-創","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6776""","展碁國際","34.1900","含合併財務報表之母子公司 ","含合併財務報表之母子公司 ","605.6300","含合併財務報表之母子公司 ","含合併財務報表之母子公司 ","N/A","N/A","N/A","0.0281"
"=""6781""","AES-KY","111.9152","資料涵蓋範圍包含合併財務報表之母子公司","資料涵蓋範圍包含合併財務報表之母子公司","1,987.6982","資料涵蓋範圍包含合併財務報表之母子公司","資料涵蓋範圍包含合併財務報表之母子公司","49,371.8244","資料涵蓋範圍包含合併財務報表之母子公司","資料涵蓋範圍包含合併財務報表之母子公司","0.2093"
"=""6782""","視陽","12.9600","包含合併財務報表之母子公司","包含合併財務報表之母子公司","18,217.2982","包含合併財務報表之母子公司","包含合併財務報表之母子公司","N/A","N/A","N/A","0.0054"
"=""6789""","采鈺","4,910.0000","采鈺公司新竹廠及龍潭廠","采鈺公司新竹廠及龍潭廠","37,135.0000","采鈺公司新竹廠及龍潭廠","采鈺公司新竹廠及龍潭廠","23,411.0000","采鈺公司新竹廠及龍潭廠","采鈺公司新竹廠及龍潭廠","5.8098"
"=""6790""","永豐實","63,624.5695","包含台灣及大陸之紙品及潔品全數生產據點","包含台灣及大陸之紙品及潔品全數生產據點","139,907.4808","包含台灣及大陸之紙品及潔品全數生產據點","包含台灣及大陸之紙品及潔品全數生產據點","N/A","N/A","N/A","19.7600"
"=""6792""","詠業","181.4694","合併報表之母子公司(本公司已完成111年度溫室氣體排放驗證，112年度資訊揭露係為內部盤查資料，預計於113年9月底前完成確信)","N/A","5,091.2815","合併報表之母子公司","N/A","1,660.2238","合併報表之母子公司","N/A","5.0207"
"=""6794""","向榮生技-創","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6796""","晉弘","1,322.3100","母公司","N/A","520.1500","母公司","N/A","N/A","N/A","N/A","3.4700"
"=""6799""","來頡","N/A","N/A","N/A","37.2270","母公司","N/A","N/A","N/A","N/A","0.0365"
"=""6805""","富世達","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6806""","森崴能源","62.0400","(一)組織邊界: 涵蓋頂埔大樓森崴能源總部及森崴台南歸仁辦公室。 1.頂埔大樓8樓森崴能源總部(僅包含森崴總部人員辦公使用區域，未包含九崴電力等其他空間): 地址:236040 新北市土城區中央路四段49號 2.台南歸仁辦公室: 地址:711009 台南市歸仁區民生六街27號  (二)報告邊界: 排放源包含直接燃燒排放源(頂埔大樓緊急發電機及餐廳天然氣使用) 、移動式燃燒排放源(公務車)、逸散(大樓冰機、空調、飲水機、滅火器、冷藏設備及化糞池)等。","確信對象:正崴精密股份有限公司(內含集團子公司森崴能源股份有限公司，證書為集團式查證) 確信標準ISO14064-1:2018","171.3562","(一)組織邊界: 涵蓋頂埔大樓森崴能源總部及森崴台南歸仁辦公室。 1.頂埔大樓8樓森崴能源總部(僅包含森崴總部人員辦公使用區域，未包含九崴電力等其他空間): 地址:236040 新北市土城區中央路四段49號 2.台南歸仁辦公室: 地址:711009 台南市歸仁區民生六街27號  (二)報告邊界: 排放源為森崴能源頂埔總部及台南歸仁辦公室各樓層及公用區域等區域內用電設備。","確信對象:正崴精密股份有限公司(內含集團子公司森崴能源股份有限公司，證書為集團式查證) 確信標準ISO14064-1:2018","1,294.6063","(一)組織邊界: 涵蓋頂埔大樓森崴能源總部及森崴台南歸仁辦公室。 1.頂埔大樓8樓森崴能源總部(僅包含森崴總部人員辦公使用區域，未包含九崴電力等其他空間): 地址:236040 新北市土城區中央路四段49號 2.台南歸仁辦公室: 地址:711009 台南市歸仁區民生六街27號  (二)報告邊界: 排放源包含上游電力、自來水、原物料採購及統包服務及廢棄物處理、運輸等。","確信對象:正崴精密股份有限公司(內含集團子公司森崴能源股份有限公司，證書為集團式查證) 確信標準ISO14064-1:2018","3.9097"
"=""6807""","峰源-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6830""","汎銓","99.8751","僅台灣母公司","N/A","3,355.1720","僅台灣母公司","N/A","N/A","N/A","N/A","N/A"
"=""6834""","天二科技","278.4932","僅母公司","N/A","7,260.5437","僅母公司","N/A","1,681.3948","僅母公司","N/A","N/A"
"=""6835""","圓裕","1,129.9928","母公司及子公司昆山圆裕電子科技有限公司","N/A","7,735.4470","母公司及子公司昆山圆裕電子科技有限公司","N/A","N/A","N/A","N/A","4.0329"
"=""6854""","錼創科技-KY創","1,290.9300","包含合併財務報表之母子公司","N/A","3,780.5100","包含合併財務報表之母子公司","N/A","948.9500","包含合併財務報表之母子公司","N/A","6.3843"
"=""6861""","睿生光電","9.8578","僅母公司","僅母公司","3,667.6623","僅母公司","僅母公司","950.4519","僅母公司","僅母公司","2.0100"
"=""6863""","永道-KY","160.6500","合併財務報表之母子公司直接溫室氣體排放","N/A","3,826.8630","包含合併財務報表之母子公司電力","N/A","N/A","N/A","N/A","N/A"
"=""6869""","雲豹能源-創","52.9175","僅母公司之臺北辦公室、臺南學甲區辦公室、臺南永康區辦公室、臺南佳里區宿舍","僅母公司之臺北辦公室、臺南學甲區辦公室、臺南永康區辦公室、臺南佳里區宿舍","76.6798","僅母公司之臺北辦公室、臺南學甲區辦公室、臺南永康區辦公室、臺南佳里區宿舍","僅母公司之臺北辦公室、臺南學甲區辦公室、臺南永康區辦公室、臺南佳里區宿舍","139.5211","僅母公司之臺北辦公室、臺南學甲區辦公室、臺南永康區辦公室、臺南佳里區宿舍","僅母公司之臺北辦公室、臺南學甲區辦公室、臺南永康區辦公室、臺南佳里區宿舍","0.0191"
"=""6873""","泓德能源-創","119.5800","包含合併財務報表之母子公司","包含合併財務報表之母子公司","192.1409","包含合併財務報表之母子公司","包含合併財務報表之母子公司","294.6332","包含合併財務報表之母子公司","包含合併財務報表之母子公司","0.0530"
"=""6890""","來億-KY","10,130.9570","台灣總部(旺隆)、樂億廠、樂億II廠、億春廠(A、B)、昌億廠、億柏廠、億碩廠","N/A","74,022.7924","台灣總部(旺隆)、樂億廠、樂億II廠、億春廠(A、B)、昌億廠、億柏廠、億碩廠","N/A","N/A","N/A","N/A","3.0038"
"=""6901""","鑽石投資","6.8150","母公司與子公司","母公司與子公司","60.8820","母公司與子公司","母公司與子公司","365.6920","範疇三項目包括：「燃料與能源活動」、「商務旅行」、「投資」之排放量。投資排放量邊界納入5家投資標的公司。截至2023.12.31，五家投資標的公司的總帳面金額(亦即公允價值)，佔鑽石生技投資「透過損益按公允價值衡量之金融資產-流動及非流動」總帳面金額 77.02%。","範疇三僅包含母公司","N/A"
"=""6902""","走著瞧-創","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6906""","現觀科","0.0000","僅母公司，本公司主要業務為開發銷售軟體平台，無生產製程排放，無範疇一的直接排放源。","N/A","132.4992","僅母公司","N/A","N/A","N/A","N/A","0.3570"
"=""6914""","阜爾運通","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6916""","華凌","480.6162","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","6,057.1619","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","4,485.2450","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","4.9448"
"=""6928""","攸泰科技","53.5813","含子公司","含子公司","405.0264","含子公司","含子公司","195.3222","含子公司","含子公司","0.1757"
"=""6931""","青松健康","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6933""","AMAX-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6937""","天虹","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6949""","沛爾生醫-創","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6951""","青新-創","2,855.9498","包含合併報表之母子公司","N/A","240.0380","包含合併報表之母子公司","N/A","N/A","N/A","N/A","6.3510"
"=""6952""","大武山","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6957""","裕慶-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6969""","成信實業*-創","822.7466","已完成母公司","N/A","600.3274","已完成母公司","N/A","92.8619","已完成母公司","N/A","12.1500"
"=""8011""","台通","867.4649","營運控制權	 台通總部加蘆竹工廠 ","N/A","1,131.7540","營運控制權	 台通總部加蘆竹工廠","N/A","4,697.8668","營運控制權	 台通總部加蘆竹工廠","N/A","0.9823"
"=""8016""","矽創","8.5964","矽創電子(新竹總部及臺北辦公室)","N/A","1,029.9598","矽創電子(新竹總部及臺北辦公室)","N/A","474.7428","矽創電子(新竹總部及臺北辦公室)","N/A","0.1006"
"=""8021""","尖點","1,307.9568","母公司與部分子公司（上海尖點精密工具有限公司、上海潤點納米材料有限公司、欣點科技股份有限公司）","母公司與部分子公司（上海尖點精密工具有限公司、上海潤點納米材料有限公司、欣點科技股份有限公司）","16,786.5555","母公司與部分子公司（上海尖點精密工具有限公司、上海潤點納米材料有限公司、欣點科技股份有限公司）","母公司與部分子公司（上海尖點精密工具有限公司、上海潤點納米材料有限公司、欣點科技股份有限公司）","5,480.7834","母公司與部分子公司（上海尖點精密工具有限公司、上海潤點納米材料有限公司、欣點科技股份有限公司）","母公司與部分子公司（上海尖點精密工具有限公司、上海潤點納米材料有限公司、欣點科技股份有限公司）","8.8666"
"=""8028""","昇陽半導體","7,120.8969","以營運控制權設定組織邊界及環境部所公布之溫室氣體排放量盤查作業指引(新竹巿力行路6號及8號3-4樓、台中巿梧棲區建七路2號)","新竹巿力行路6號及8號3-4樓、台中巿梧棲區建七路2號","24,433.1625","以營運控制權設定組織邊界及環境部所公布之溫室氣體排放量盤查作業指引(新竹巿力行路6號及8號3-4樓、台中巿梧棲區建七路2號)","新竹巿力行路6號及8號3-4樓、台中巿梧棲區建七路2號","10,904.6722","以營運控制權設定組織邊界及環境部所公布之溫室氣體排放量盤查作業指引(新竹巿力行路6號及8號3-4樓、台中巿梧棲區建七路2號)","新竹巿力行路6號及8號3-4樓、台中巿梧棲區建七路2號","9.4822"
"=""8033""","雷虎","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8039""","台虹","8,427.1570","一廠、二廠、三廠、五廠","一廠、二廠、三廠、五廠","18,498.3511","一廠、二廠、三廠、五廠","一廠、二廠、三廠、五廠","48,281.9087","一廠、二廠、三廠、五廠","一廠、二廠、三廠、五廠","3.9378"
"=""8046""","南電","3,227.8000","母公司","母公司","439,642.3100","母公司 ","母公司","432,548.7200","母公司","母公司","10.5000"
"=""8070""","長華*","3,606.0000","包含合併財務報表之母子公司","包含合併財務報表之母子公司，除子公司長華能源未取得外部查證，2023年度執行確信範圍占合併財務報告子公司總排放量之99.99%。","44,219.0000","包含合併財務報表之母子公司","包含合併財務報表之母子公司，除子公司長華能源未取得外部查證，2023年度執行確信範圍占合併財務報告子公司總排放量之99.99%。","50,200.0000","包含合併財務報表之母子公司","包含合併財務報表之母子公司，除子公司長華能源未取得外部查證，2023年度執行確信範圍占合併財務報告子公司總排放量之99.99%。","2.9002"
"=""8072""","陞泰","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8081""","致新","31.5000","僅母公司","N/A","1,225.5700","僅母公司","N/A","N/A","N/A","N/A","0.1788"
"=""8101""","華冠","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8103""","瀚荃","45.2067","母公司","N/A","208.1217","母公司","N/A","41.9570","母公司","N/A","0.1317"
"=""8104""","錸寶","N/A","N/A","N/A","9,783.0000","母公司-錸寶","N/A","N/A","N/A","N/A","13.0964"
"=""8105""","凌巨","141,582.2463","凌巨科技股份有限公司八德廠","依環境部規定，進行凌巨科技八德廠2023年溫室氣體排放量盤查與申報，並取得ISO 14064-1認證","83,547.7760","凌巨科技股份有限公司八德廠","依環境部規定，進行凌巨科技八德廠2023年溫室氣體排放量盤查與申報，並取得ISO 14064-1認證","N/A","N/A","N/A","N/A"
"=""8110""","華東","520.4332","僅母公司","僅母公司","76,614.9842","僅母公司","僅母公司","17,079.6677","僅母公司","僅母公司","19.0770"
"=""8112""","至上","19.4622","僅母公司(包含：台北總部及新莊、龍潭、台南3處辦事處)。","僅母公司(包含：台北總部及新莊、龍潭、台南3處辦事處)。","280.2498","僅母公司(包含：台北總部及新莊、龍潭、台南3處辦事處)。","僅母公司(包含：台北總部及新莊、龍潭、台南3處辦事處)。","1,289.2070","僅母公司(包含：台北總部及新莊、龍潭、台南3處辦事處)。","N/A","0.0047"
"=""8114""","振樺電","349.1150","母公司","母公司","1,224.7810","母公司","母公司","256.2316","盤查範圍為母公司，此數據僅為依溫室氣體盤查標準ISO 14064-1：2018分類之 【類別4 由組織使用的產品所產生之間接溫室氣體排放】","母公司","0.7720"
"=""8131""","福懋科","987.8588","營運控制權","福懋科技公司全廠區","111,015.4237","營運控制權","福懋科技公司全廠區","N/A","N/A","N/A","14.6400"
"=""8150""","南茂","4,523.5200","112年度南茂集團所有廠區（含上海及美國子公司）","112年度南茂集團所有廠區（含上海及美國子公司）","231,377.9900","112年度南茂集團所有廠區（含上海及美國子公司）","112年度南茂集團所有廠區（含上海及美國子公司）","76,752.7800","112年度南茂集團所有廠區（含上海及美國子公司）","112年度南茂集團所有廠區（含上海及美國子公司）","11.0500"
"=""8162""","微矽電子","202.4994","本公司(公司無子公司)","N/A","10,928.9596","竹東總公司與竹南廠(公司無子公司)","N/A","N/A","N/A","N/A","12.3136"
"=""8163""","達方","3,593.0526","達方(包含總部與桃園廠、台南廠、蘇州廠、淮安廠、重慶廠)","達方(包含總部與桃園廠、台南廠、蘇州廠、淮安廠、重慶廠)","51,767.8829","達方(包含總部與桃園廠、台南廠、蘇州廠、淮安廠、重慶廠)","達方(包含總部與桃園廠、台南廠、蘇州廠、淮安廠、重慶廠)","10,169.8432","達方(包含總部與桃園廠、台南廠、蘇州廠、淮安廠、重慶廠)","達方(包含總部與桃園廠、台南廠、蘇州廠、淮安廠、重慶廠)","4.1259"
"=""8201""","無敵","11.2000","母公司","N/A","480.4000","母公司","N/A","N/A","N/A","N/A","1.1500"
