"報告年度:2024","議題:溫室氣體排放"
"公司代號","公司名稱","直接(範疇一)溫室氣體排放量-數據(公噸CO₂e)","直接(範疇一)溫室氣體排放量-資料邊界","直接(範疇一)溫室氣體排放量-確信範圍","直接(範疇一)溫室氣體排放量-確信意見","能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e)","能源間接(範疇二)溫室氣體排放量-資料邊界","能源間接(範疇二)溫室氣體排放量-確信範圍","能源間接(範疇二)溫室氣體排放量-確信意見","其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e)","其他間接(範疇三)溫室氣體排放量-活動類別","其他間接(範疇三)溫室氣體排放量-資料邊界","其他間接(範疇三)溫室氣體排放量-確信範圍","其他間接(範疇三)溫室氣體排放量-確信意見","溫室氣體排放密集度-密集度(公噸CO₂e/百萬元營業額)","溫室氣體減量目標、策略及具體行動計畫-溫室氣體減量基準年及其數據、減量目標","溫室氣體減量目標、策略及具體行動計畫-溫室氣體減量策略及具體行動計畫","溫室氣體減量目標、策略及具體行動計畫-溫室氣體減量目標達成情形"
"=""6582""","申豐","4,159.0000","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理保證等級","12,306.0000","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理保證等級","N/A","","N/A","N/A","","9.6500","本公司持續從溫室氣體、水資源管理、能源管理和廢棄物管理幾個層面，制定氣候相關指標以監督管理環境績效， 並導入 14064溫室氣體盤查， 朝集團母公司永豐餘永續藍圖所訂定的淨零目標邁進。 集團減碳目標：2030 年溫室氣體排放量（範疇一及二）較基準年減 30%、逐步實現2050年淨零排放目標。","設備汰舊換新、建置再生能源設備、生產排程最佳化及極端氣候緊急應變計畫。 每年於永續報告書揭露範疇一、範疇二排放數據，推動範疇三盤點，並定期檢討增減原因。","單位產品排放密集度較去年降低超過30%，顯示相關減碳策略展現效益，並將逐步實現溫室氣體減量目標。"
"=""6585""","鼎基","2,344.3551","已完成母公司","已完成母公司","合理保證等級","20,499.5551","已完成母公司","已完成母公司","合理保證等級","37,165.3287","員工通勤","已完成母公司","已完成母公司","有限保證等級","7.3030","公司擬參照台灣「永續發展路徑圖」、「永續發展行動方案」於2027年以不晚於2026年為基準年揭露溫室氣體減量目標。","透過設置與更新節能設施減少每年平均用電量0.5%。 2024年擴大盤查範疇三，同時擴大盤查邊界，納入台中辦公室。","相較前一年度，2024年組織碳排放總量上升，除因擴大盤查邊界，增加盤查台中辦公室，也因企業業務成長、屏東廠房陸續完工，使生產產量增加。然若檢視組織碳密集度(範疇一+範疇二)，相較2023年下降約8.65%，充分展現鼎基節能減碳之成效。"
"=""6589""","台康生技","1,324.7642","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理保證等級","10,745.9987","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理保證等級","2,679.3913","購買之商品及勞務,上游運輸及配送,營運中產生之廢棄物,商務旅行,下游運輸及配送","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理保證等級","11.9600","溫室氣體排放基準年為111年，短期目標(114年)-由於目前持續擴廠，待擴廠完成後持續降低；中期目標(114~119年)-較111年溫室氣體排放強度減少10%；長期目標(119~139年)-以達成碳中和為努力目標。","短期- 1.	取得環境管理體系認證ISO14001:2015生物技術檢測分析 2.	導入ISO14064-1溫室氣體盤查輔導規劃與查證 3.	114年再生能源比例達到1% 4.	推動低碳製造並持續檢討降低碳排放強度 5.	竹北分公司A棟取得綠建築標章 6.	提升能源使用效率達到每年節電效能1% 7.	積極響應淨零綠生活 中期- 1.	通過ISO50001能源管理系統 2.	逐年擴大再生能源使用至119年佔6% 3.	新建竹北分公司B棟工廠取得綠建築標章 4.	持續強化能源管理以達到每年節電效能1% 5.	落實低碳供應商管理 6.	評估廢棄物管理政策與環保包材 長期- 1.	逐年提高使用再生能源至139年時佔10% 2.	持續關注碳權、碳匯與再生能源 3.	建立綠色供應商管理制度並量化永續指標 4.	加入氣候倡議組織或聯盟共同宣示環境永續","由於目前尚屬於擴廠階段，待擴廠完成後持續降低。"
"=""6591""","動力-KY","228.9384","已完成母公司,不含合併報表之控股公司","已完成母公司,不含合併報表之控股公司","合理保證等級","2,283.2607","已完成母公司,不含合併報表之控股公司","已完成母公司,不含合併報表之控股公司","合理保證等級","6,821.4763","購買之商品及勞務,與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤,下游運輸及配送","已完成母公司,不含合併報表之控股公司","已完成母公司,不含合併報表之控股公司","有限保證等級","N/A","","",""
"=""6592""","和潤企業","1,066.5553","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","有限保證等級","1,349.4737","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","有限保證等級","529.3277","與燃料及能源相關活動（未納入範疇1或範疇2）,營運中產生之廢棄物,商務旅行","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","有限保證等級","0.1017","2024年新增成立子公司「和潤興業股份有限公司」，以2024年為全公司盤查之基準年，排放量為2,945.375公噸二氧化碳當量。和潤企業呼應和泰集團「2050碳中和」目標為永續願景，落實溫室氣體排放之追蹤並訂定《環境政策》聲明。為落實永續環境之目標，和潤企業積極接軌國際趨勢及規範，並結合本業發展綠色金融、綠色能源。","本公司依循ISO 14064-1：2018盤查結果，定期追蹤排放熱點，滾動式檢討及調整管理行動，同時建立環管資訊系統、落實環保文化，對外揭露資訊。和潤企業所屬產業係以「範疇一之汽油、範疇二之用電、以及範疇三之用水與廢棄物處理」為排放熱點，並優先以台灣之營業據點(含子公司)設定2050減排目標。","範疇一汽油：2024年非純然油公務車比例72%，較去年提升40% 範疇二電力：2024年每百萬營收平均用電83度，較去年減少1.19%，總公司於2024年11月導入綠電，預計減碳效益達90公噸二氧化碳當量 範疇三用水：每百萬平均用水0.41度，較去年減少27%；廢棄物：紙類水銷6.27公噸，較去年減少24%"
"=""6598""","ABC-KY","8.7995","已完成合併財務報表之母子公司","N/A","","172.3693","已完成合併財務報表之母子公司","N/A","","N/A","","N/A","N/A","","0.0117","","",""
"=""6605""","帝寶","1,808.0591","已完成母公司","已完成母公司","有限保證等級","27,114.1122","已完成母公司","已完成母公司","有限保證等級","6,706.5112","商務旅行,員工通勤","已完成母公司","N/A","","1.7853","1.彰濱關閉100RT冰水主機 （關閉100RT冰水主機，計算方式:38Kw*3744全年時數*11M/12M=130416Kw節能量） 2.新營廠30RT冰水空調改為送風 （30RT冰水改為送風，計算方式:{21(Kw)*10(HP)*0.746=28.46(Kw)*7488(HR)=213108}-{10(HP)*0.746=7.46*7488(HR)=55860(Kw)}=157248(Kw) 3.鹿港廠空壓設備調降壓力 （60(Kw)*4(台)*6000(HR)*10%*12/12+30(Kw)*3(台)*6000(HR)*10%*12/12=198000(Kw)） ","能源減量0.85% 註:今年度用電減量/今年度總用電kw 485664/57202768=0.00849=0.85%","公司為指定申報單位，不是自願申報單位"
"=""6606""","建德工業","32.6701","已完成母公司","N/A","","176.6124","已完成母公司","N/A","","56.8339","員工通勤","已完成母公司","N/A","","0.2870","本公司選定2023年為碳盤查基準年，排放量共378.703公噸CO₂e/年。 減量目標：至2030年較基準年減少40%，至2050年達淨零排放。","減量策略： 1.設備汰舊換新、節能管理系統，降低耗電與排放。 2.建置太陽能系統，降低範疇二排放。 3.開發智能型磨床產品。  具體行動： 1.員工節能教育訓練。 2.全廠更換LED燈，降低耗電。 3.建置太陽能板。 4. 開發智能型磨床產品，搭配智慧電表，提高產品能效。","2023年碳排放量為378.703公噸CO₂e/年，2024碳排放量為266.1164公噸CO₂e/年，2024年比2023年減少約 29.72% 的碳排放量。"
"=""6625""","必應","84.5991","已完成母公司","N/A","","386.2206","已完成母公司","N/A","","N/A","","N/A","N/A","","N/A","以113為基準年，每年碳排放強度減量1%。","1.	推動設備更新，逐步轉換為能源省電效率第1級，以降低碳排放與耗能。 2.	推動員工節能行為（如關燈、節水）。 3.	採用高效節能設備，如LED 照明，以降低能源消耗。 4.	推動辦公室綠色行為守則(如：減少免洗餐具使用、雙面列印等) 。 5.	更換為節能、無粉塵影印設備，以降低耗能並減少空氣污染。","若以113年基準年與112年比較，母公司範疇一總排放量減量2.39％，範疇二總排放量減量0.2％，合計範疇一及二合計總排放量減量0.6％。"
"=""6641""","基士德-KY","246.3951","已完成母公司,包含(1)川源(中國)機械有限公司及其5個分公司 (2)川源環境科技(揚州)有限公司 (3)基士德環科股份有限公司 (4)基士德科技股份有限公司台灣分公司 (5)Chuan Yuan Hydraulic Engineering Co., Ltd.","僅川源(中國)機械有限公司(平湖廠區)取得查證報告，查證範圍不包含川源(中國)機械有限公司之5個分公司","合理保證等級","454.9091","已完成母公司,包含(1)川源(中國)機械有限公司及其5個分公司 (2)川源環境科技(揚州)有限公司 (3)基士德環科股份有限公司 (4)基士德科技股份有限公司台灣分公司 (5)Chuan Yuan Hydraulic Engineering Co., Ltd.","僅川源(中國)機械有限公司(平湖廠區)取得查證報告，查證範圍不包含川源(中國)機械有限公司之5個分公司","合理保證等級","665.7663","購買之商品及勞務,商務旅行,員工通勤","已完成母公司,包含(1)川源(中國)機械有限公司及其5個分公司 (2)川源環境科技(揚州)有限公司 (3)基士德環科股份有限公司 (4)基士德科技股份有限公司台灣分公司 (5)Chuan Yuan Hydraulic Engineering Co., Ltd.","僅川源(中國)機械有限公司(平湖廠區)取得查證報告，查證範圍不包含川源(中國)機械有限公司之5個分公司","合理保證等級","0.3445","","",""
"=""6645""","金萬林-創","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","","N/A","N/A","","N/A","","",""
"=""6655""","科定","971.1000","已完成母公司","N/A","","3,197.0000","已完成母公司","N/A","","N/A","","N/A","N/A","","1.6700","","",""
"=""6657""","華安","0.0000","已完成母公司","N/A","","64.9750","已完成母公司","N/A","","N/A","","N/A","N/A","","8.3849","","",""
"=""6658""","聯策","678.9315","已完成母公司","N/A","","80.0270","已完成母公司","N/A","","105.9671","商務旅行,員工通勤","已完成母公司","N/A","","1.9009","聯策營運總部預計於 2025 年第四季進行搬遷，本年度盤查數據將不作為基準年，基準年設定將於2026年新廠完整年度盤查後確立。","我們會根據基準年的盤查結果，制定明確的減碳計畫和目標，並一步步落實減碳行動，實現企業永續發展目標。","未來，我們會根據基準年的盤查結果，制定明確的減碳計畫和目標，並一步步落實減碳行動，實現企業永續發展目標。"
"=""6666""","羅麗芬-KY","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","","N/A","N/A","","N/A","","",""
"=""6668""","中揚光","138.2088","已完成母公司","N/A","","4,918.0344","已完成母公司","N/A","","1,180.4878","與燃料及能源相關活動（未納入範疇1或範疇2）","已完成母公司","N/A","","15.1800","2021年為基準年，每年以1%為為減量目標","以範疇二作為主要減量目標","2024年累積節能達到6%"
"=""6669""","緯穎","1,857.4747","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理保證等級","18,703.4531","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理保證等級","7,995,958.5871","購買之商品及勞務,資本財,上游運輸及配送,營運中產生之廢棄物,商務旅行,下游運輸及配送,已銷售產品之使用,已銷售產品生命週期結束之處理,投資","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","有限保證等級","0.0570","1.溫室氣體減量基準年及其數據：112年； 2.範疇一+二數字：55,700.4422(地區基準) 3.減量目標：119年範疇二市場基準排放為0噸CO₂e","1.策略：環境友善營運 2.具體行動： (1)依據集團各營運據點之實際狀況規劃再生能源使用，113 年全球再生能源使用率達 66.77 %。 (2)馬來西亞廠設置屋頂太陽能板自發自用，並於 113 年取得 GBI 綠建築 Gold 等級認證。 (3)墨西哥廠 114 年初取得 EDGE ADVANCED 等級認證，可節省 36%能源消耗。 (4)進行製程改善，包含全球低耗電 PCBA 生產新線及減少機櫃產品測試閒置耗電。","113年範疇二市場基準排放為18,703.4531噸CO₂e"
"=""6670""","復盛應用","5,979.2446","已完成母公司","已完成母公司","合理保證等級","17,685.4562","已完成母公司","已完成母公司","合理保證等級","102,263.5776","購買之商品及勞務","已完成母公司","已完成母公司","有限保證等級","1.0652","基準年：以2021年為基準 減量目標、數據：至2025年下降10%、2030年下降20%。","減量策略：四大轉型、七大策略。 四大轉型為:能源轉型、技術轉型、產業轉型、生活轉型。七大策略為: 1.綠色能源 2.節能設備 3.低碳製程 4.永續供應鏈 5.循環經濟 6.碳排管理 7.全民綠色行動  行動計畫： 持續建置太陽光電系統。 持續提升設備能源使用效率。(如，照明系統、空調系統、冷卻系統、空壓系統…各項設備改用高效節能之新型設備) 持續打造高效與智慧化低碳產線。 供應鏈永續風險控管。(如，無使用衝突礦產、當地化採購) 循環經濟3R策略升級為5R （Reduce、Reuse、Recycle、Repurpose、Redesign) 加速碳盤查與建置碳管理機制。 推展各類綠色活動。","2024年度三盛產品實際單位碳排放強度績效為較基準年下降7%。"
"=""6671""","三能-KY","2,616.6449","已完成合併財務報表之母子公司","N/A","","5,479.0224","已完成合併財務報表之母子公司","N/A","","N/A","","N/A","N/A","","3.9696","","",""
"=""6672""","騰輝電子-KY","3,558.4100","合併財務報表之子公司生產型廠區","N/A","","12,547.9100","合併財務報表之子公司生產型廠區","N/A","","N/A","","N/A","N/A","","3.8098","為持續達成國際減量趨勢，即2024 年為公司排放基準年，訂定公司每年減量目標。每年總碳排放量較基準年排放量減少 1%， 119（2030）年前總減碳排放量達基準年排放量 6%，139（2050）年前總減碳排放量 達基準年排放量 40%。","具體減量措施以產品生命週期為概念，落實於物料設計選用、 供應商在地採購及節電生產及綠色運輸等構面之減碳。","2024 年為公司排放基準年，將依照規畫目標於未來年度貫徹落實。"
"=""6674""","鋐寶科技","19.2863","已完成母公司","已完成母公司","合理保證等級","530.0000","已完成母公司","已完成母公司","合理保證等級","113.0070","購買之商品及勞務,資本財,與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤,下游運輸及配送","已完成母公司","已完成母公司","有限保證等級","0.6040","","",""
"=""6689""","伊雲谷","41.6339","已完成母公司","已完成母公司","合理保證等級","206.8644","已完成母公司","已完成母公司","合理保證等級","292.1142","資本財,與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤","已完成母公司","已完成母公司","有限保證等級","0.1443","基準年：2023年 基準年排放量：602.174 公噸CO2e 減量目標：承諾於2050年達成淨零碳排","本公司已正式發布「淨零宣言」，承諾於2050年前實現淨零排放目標。為確保目標落實，我們訂定四項具體管理方針，說明如下：  一、低碳與創新服務 本公司致力推動雲端普及，並積極研發碳管理與減碳相關創新服務，攜手數位轉型夥伴共同開發環境友善解決方案，帶動雲端服務向低碳轉型，成為產業邁向淨零排放的推動者。為降低本公司與客戶的碳排放，我們採取多項措施，包括提升雲端服務使用率、優化能源使用效率、導入可再生能源，以及建構綠色供應鏈。  二、氣候與環境衝擊減緩 本公司透過提升能源使用效率及積極採用再生能源，以減緩氣候變遷所帶來的衝擊。在「永續發展暨風險管理委員會」的指導下，落實碳管理措施，規劃具體減碳進程，並定期向董事會報告推動成果，確保管理階層充分掌握並支持各項行動。  三、推動淨零認知普及 本公司定期宣導淨零減碳理念，提供國際碳排放趨勢資訊，並透過教育訓練增進員工對環境議題的認知與意識。藉此強化全體同仁對氣候風險與未來挑戰的理解，促進員工參與環境保護及調適行動。  四、落實利害關係人溝通 本公司定期於官方網站揭露淨零推動進度、溫室氣體排放情形與相關環境保護作為，並鼓勵主動參與國際淨零倡議與組織，制定並公開減碳路徑及調適行動，與全球攜手邁向淨零目標。  透過上述管理措施，2024年已成功為本公司減少61.5615 公噸CO2e排放量，未來將持續增強減排措施，達成2050淨零排放目標。","61.5615 公噸CO2e"
"=""6691""","洋基工程","83.3500","已完成母公司","已完成母公司","合理保證等級","225.3400","已完成母公司","已完成母公司","合理保證等級","915.0700","下游運輸及配送","已完成母公司","已完成母公司","有限保證等級","0.0251","2023年為基準年，基準年範疇1溫室氣體排放量為103.85公噸CO2e，範疇2溫室氣體排放量為216.09公噸CO2e，範疇3溫室氣體排放量為498.31公噸CO2e","1.	透過綠色採購，購買環保標籤之基礎設施設備(實施期程：2025~2030年) 2.	冷凍空調系統全面更換為能效等級1級(實施期程：2025~2030年) 3.	購置儲能及電力調節系統，提升能源使用效率(實施期程：2027~2030年) 4.	提升再生能源使用比率至30%(實施期程：2030~2040) 5.	購買綠電及再生能源憑證，購買額度用於取代外購電力使用量(實施期程：2030~2050)","2024年度較2023年基準年範疇1+範疇2減少3.5%排放"
"=""6695""","芯鼎","10.2711","已完成母公司","N/A","","406.8981","已完成母公司","N/A","","N/A","","N/A","N/A","","0.4095","本公司溫室氣體排放以2022年為基準年，擬定溫室氣體盤查計劃，逐步設立目標值，減碳計劃擬定溫室氣體盤查計劃，預計 2030 年相較基準年 2022年範疇 1、2 總排放量減少 8%。","本公司訂定以下重要管理因應策略： • 關注ESG主流議題，制定相關策略，並建立具體短期(1-3年)、中期(3-5年)、長期(5-10年)目標，將其納入財務績效評估體系 • 積極研發出低能耗，高效率的SoC，且更節省成本之產品或服務 • 溫室氣體減量、耗能設備汰換、辦公電腦休眠 具體行動                                                                                                                           • 響應環保愛地球，預計2030年相較基準年2022年用水、廢棄物總量減少0.35%，持續進行員工節能減碳宣導。 • 持續推廣簽核E化，減少紙張使用量。 • 善用視訊會議，節省人員往返之交通耗能。 • 對於用電量較大之照明及機房設備，持續維護保養與節能規劃。並持續汰換高耗能設備改用節能設備，以達到節省能源、保護資源與降低污染之環保目標。","113年較112年減少溫室氣體年排放量1.2公噸CO2當量(含範疇一及範疇二)，約減少0.3%溫室氣體年排放量。"
"=""6698""","旭暉應材","769.8515","民國113年12月31日吸收合併千鋐科技(股)公司，母公司盤查範圍未併入千鋐科技(股)公司","N/A","","3,488.1710","民國113年12月31日吸收合併千鋐科技(股)公司，母公司盤查範圍未併入千鋐科技(股)公司","N/A","","N/A","","N/A","N/A","","4.7843","","",""
"=""6706""","惠特","51.1761","已完成合併財務報表之母子公司","N/A","","4,245.8500","已完成合併財務報表之母子公司","N/A","","N/A","","N/A","N/A","","4.6310","","",""
"=""6715""","嘉基","144.8687","已完成母公司","已完成母公司","合理保證等級","2,337.3505","已完成母公司","已完成母公司","合理保證等級","10,135.6838","購買之商品及勞務,資本財,與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤,下游運輸及配送,已銷售產品生命週期結束之處理","已完成母公司","已完成母公司","合理保證等級","1.1758","嘉基科技自 2023 年執行台灣總部、中和廠及蘇州廠溫室氣體盤查範疇一、範疇二自盤，且盤查數據通過GHG Protocol 第三方查驗，藉此助於我們定期檢視碳排放狀況。從 2024 年起，嘉基擴大溫室氣體盤查範疇，依循 ISO 14064-1 進行溫室氣體範疇一、範疇二、範疇三盤查，並且為確保溫室氣體排放數據的一致性與可比性，故將減量基準年訂定為 2024 年，其範疇一為 144.869 公噸 CO₂e、範疇二為 2,337.351 公噸 CO₂e、範疇三為 10,135.684 公噸 CO₂e。 為展現對於全球環境資源的重視以及企業永續發展的野心，我們以階段性推動減碳計畫並設立實際目標—2030 年碳減排25%，以及 2050 年淨零排放。","1.  減少能源消耗：透過導入能源管理系統、加強能源監測、降低耗能設備的使用、階段性更換節能耗材或設備、優化能源購買等方式，以降低能源消耗。 2.  使用 / 購買再生能源：為實現 2030 年台灣總部辦公室淨零碳排之目標，預計自 2026 年起，總部將漸進式規劃購買太陽能發電、風力發電等綠電憑證，實現採用100% 再生能源的目標。 3.  推動循環經濟：研發綠色產品，藉由優化產品設計、採用回收再利用原物料等，藉此降低產品碳足跡，實踐永續生產。 4.  廢棄物減量：持續推動源頭管理、製程減廢、資源回收再利用等措施，透過降低廢棄物的產生或將廢棄物最小化，以減少碳排放量。 5.  監測和報告：每年定期進行碳排放監測和報告，以評估減碳目標的進展情況，並對減碳方案進行調整和改進。 6.  推廣節能減排：經由環境維護理念宣導、表單電子化、節能減排活動等，提高員工及供應商的環保意識，進一步帶動整體價值鏈的低碳發展，實踐共同減少碳排放的目標。","1.  2023 年完成嘉基總部、中和廠及蘇州廠溫室氣體盤查範疇一、範疇二自盤及外部驗證，定期檢視碳排放報告。 2.  2023 年完成由外部講師辦理溫室氣體盤查教育訓練課程，參與人員皆為高階主管，提升經營管理階層人員減碳意識。 3.  2023 年完成蘇州廠升級配置智慧化能源管理系統，以即時監測與動態調整，精準控制能源使用情形。 4.  2024 年完成嘉基集團及子公司溫室氣體盤查範疇一、範疇二、範疇三自盤及外部驗證，定期檢視碳排放報告，並擴大範疇。 5.  2024 年完成泰國春武里府廠建廠導入智慧電表，以精確掌握新建廠區各區域用電概況。 6.  2024 年完成嘉基集團及子公司能源使用現況調查，每季定期召開節能專案會議，追蹤並優化能源使用情形，以有效管理能源、減少碳排放，同時節省能源成本。"
"=""6719""","力智","1.5300","已完成母公司","N/A","","867.6500","已完成母公司","N/A","","N/A","","N/A","N/A","","0.2400","本公司以2020年為溫室氣體盤查基準年，溫室氣體排放量為893.59公噸 CO2e ／年，對於公司內所有活動進行能資源盤查，對於盤查結果擬定節能策略，並訂定溫室氣體排放量年減量達1%以上。","1.辦公室照明電源設置計時器開關，於同仁休息時間自動關閉。 2.各區域辦公室及會議室，空調系統設置遠端自動控制軟體，於非上班時間自動關閉，確保空調設備於非上班時間關閉。 3.全區域辦公室空調溫度控制於26℃，並於各控制面板標示說明。 4.鼓勵出差同仁以搭乘公眾運輸工具代替開車，住宿方面也優先選擇具有環保或綠色標章之飯店，使公司同仁出差在外亦能節能減碳。 5.汰換新式高效率變頻冰水機，節省空調主機耗電。","2024年度排放量(範疇一及範疇二)較2023年度減少2.10%"
"=""6742""","澤米","402.0142","已完成母公司","已完成母公司","合理保證等級","6,582.9120","已完成母公司","已完成母公司","合理保證等級","1,602.7700","購買之商品及勞務","已完成母公司","已完成母公司","有限保證等級","12.7985","","",""
"=""6743""","安普新","954.9568","已完成合併財務報表之母子公司","N/A","","22,803.5078","已完成合併財務報表之母子公司","N/A","","4,069.0202","購買之商品及勞務,與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤,下游運輸及配送","已完成合併財務報表之母子公司","N/A","","3.4528","本公司溫室氣體主要排放源為製程所使用之外購電力，其占範疇一與範疇二排放量的60%以上。為降低間接排放，本公司積極推動節能措施，包括導入ISO 5001能源管理、汰換節能設備與元件，以及增加再生能源的使用，作為主要策略方向。 在2024年度，本公司之溫室氣體排放密集度較2023年下降0.73，主係透過優化設備使用效率及相關能源管理，來達成預期的節能減碳目標。 為整合並落實節能減碳策略，公司由永續發展委員會統籌規劃與協調各部門的減量方案，執行多項具體行動計畫，並定期召開會議檢視與追蹤實施進度。未來規劃目標為：至2030年溫室氣體排放量較基準年減少10%，並於2050年達成碳中和的長期承諾。","",""
"=""6753""","龍德造船","716.1600","已完成母公司","N/A","","2,293.6700","已完成母公司","N/A","","N/A","","N/A","N/A","","0.5880","本公司實收資本額未達新臺幣五十億元，依法令規定應自2027年起完成盤查資訊揭露，2029年起完成確信資訊揭露。 本公司將設定導入溫室氣體盤查管理系統的2025年為基準年，以2025年之盤查數據為主要規劃減碳策略之基礎與依據，並設定階段性目標與執行辦法。","本公司實收資本額未達新臺幣五十億元，依法令規定應自2027年起完成盤查資訊揭露，2029年起完成確信資訊揭露。 本公司將設定導入溫室氣體盤查管理系統的2025年為基準年，以2025年之盤查數據為主要規劃減碳策略之基礎與依據，並設定階段性目標與執行辦法。","本公司實收資本額未達新臺幣五十億元，依法令規定應自2027年起完成盤查資訊揭露，2029年起完成確信資訊揭露。 本公司將設定導入溫室氣體盤查管理系統的2025年為基準年，以2025年之盤查數據為主要規劃減碳策略之基礎與依據，並設定階段性目標與執行辦法。"
"=""6754""","匯僑設計","166.6300","已完成合併財務報表之母子公司","N/A","","1,081.8300","已完成合併財務報表之母子公司","N/A","","N/A","","N/A","N/A","","0.2450","基準年為2023年度，其設定目標2030 年度溫室氣體排放範疇1+範疇2減排15%； 2040 年度溫室氣體排放範疇1+範疇2減排30%； 2050 年淨零排放。","(2025-2030年度) 1.	透過綠色採購，購買環保標籤之基礎設備 (2025-2030年度) 2.	冷凍空調系統全面替換為能效1級 (2031-2050年度) 3.	太陽能發電及綠電憑證購買","減碳行動持續進行，目前公司宣導員工節約用電用水，以及廠區強化節約用電專案，並規劃制定內部碳定價制度，掌握公司基礎排碳數據，另外廢棄物處理確實執行管理策略，降低環境衝擊。"
"=""6756""","威鋒電子","20.9210","已完成母公司","已完成母公司","合理確信","184.7778","已完成母公司","已完成母公司","合理確信","51.0036","上游運輸及配送,商務旅行,下游運輸及配送","已完成母公司","已完成母公司","有限確信","0.1210","相較於基準年2024年，2030年碳排減少1-5%、推動午休關燈、冷氣溫度控制等節能措施。","1. 持續積極自主減碳：研發先進技術、提升能源生產力及使用效率，將製造及產品使用階段之碳排降到最低。 2. 採用再生能源：大幅提升再生能源使用比例，並推廣至價值鏈，以實際行動支持低碳能源轉型。 3. 投資淨零技術：投資淨零排放技術及參與碳抵減相關專案，以抵減不可避免或尚有削減技術限制的碳排放",""
"=""6757""","台灣虎航","399,706.0841","本公司個體","本公司個體","有限保證等級","240.4623","本公司個體","本公司個體","有限保證等級","49.6485","商務旅行","本公司個體","本公司個體","有限保證等級","N/A","相關資訊請參閱2024永續報告書第六章「發展綠色營運/落實資源管理」。","相關資訊請參閱2024永續報告書第六章「發展綠色營運/落實資源管理」。","相關資訊請參閱2024永續報告書第六章「發展綠色營運/落實資源管理」。"
"=""6768""","志強-KY","47.0027","台灣總部辦公室","N/A","","120.1953","台灣總部辦公室","N/A","","30.2868","與燃料及能源相關活動（未納入範疇1或範疇2）","台灣總部辦公室","N/A","","N/A","本公司已提交SBTi承諾，將依照SBTi標準方法學設定減量目標與擬定減量路徑，推動溫室氣體減量措施。","本公司已提交SBTi承諾，將依照SBTi標準方法學設定減量目標與擬定減量路徑，推動溫室氣體減量措施。","本公司已提交SBTi承諾，將依照SBTi標準方法學設定減量目標與擬定減量路徑，推動溫室氣體減量措施。"
"=""6770""","力積電","65,935.0000","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理保證等級","640,752.0000","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理保證等級","214,549.0000","購買之商品及勞務,與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤,下游運輸及配送","已完成母公司","已完成母公司","AUP","15.8000","除每年推動節能／減碳方案，並訂定溫室氣體平均年削減1%目標之外，且為呼應TSIA淨零排放自主減量共同目標、符合國家減量目標及公司重大性鑑別出重大主題，訂定短中長期減量目標，如下所示： 114年減量目標：以109年溫室氣體直接排放量為基準，絕對減量10%(1萬噸) 116年減量目標：以109年溫室氣體直接排放量為基準，絕對減量12%(1.2萬噸) 119年減量目標：(1)以109年溫室氣體直接排放量為基準，絕對減量14%(1.5萬噸) 　　　　　　　  (2) 以109年溫室氣體範疇1+2排放量為基準，絕對減量10% 詳細溫室氣體減量基準年及其數據、減量目標，請參閱本公司永續報告書。","從盤查結果可見公司整體排放熱點聚焦於範疇一製程所使用的含氟溫室氣體及範疇二外購電力使用，前述兩大類別占總排放量達95%，故力積電將含氟溫室氣體減量及降低外購能源列為溫室氣體減量計畫的重點項目。 詳細溫室氣體減量策略及具體行動計畫，請參閱本公司永續報告書。","從盤查結果可見公司整體排放熱點聚焦於範疇一製程所使用的含氟溫室氣體及範疇二外購電力使用，前述兩大類別占總排放量達95%，故力積電將含氟溫室氣體減量及降低外購能源列為溫室氣體減量計畫的重點項目。 詳細溫室氣體減量目標達成情形，請參閱本公司永續報告書。"
