"報告年度:2024","議題:廢棄物管理"
"公司代號","公司名稱","有害廢棄物(公噸(t))-有害廢棄物(公噸(t))","非有害廢棄物(公噸(t))-非有害廢棄物(公噸(t))","總重量(有害+非有害)(公噸(t))-總重量(有害+非有害)(公噸(t))","資料邊界-資料邊界","廢棄物密集度-密集度(公噸/單位)","廢棄物密集度-單位","產品生產過程所製造之有害廢棄物回收百分比-產品生產過程所製造之有害廢棄物回收百分比","有害廢棄物之百分比-有害廢棄物之百分比","驗證標準-取得驗證"
"=""4938""","和碩","1,497.5820","30,809.5380","32,307.1200","和碩聯合科技(股)公司、名碩電腦(蘇州)、康碩電子(蘇州)、凱碩電腦(蘇州)、昌碩科技(上海)、旭碩科技(重慶)、Pegatron Mexico S.A. de C.V.、PEGATRON Czech s.r.o.、PT. PEGATRON TECHNOLOGY INDONESIA、PEGATRON VIETNAM COMPANY LIMITED、PEGATRON TECHNOLOGY HAI PHONG COMPANY LIMITED、PEGATRON TECHNOLOGY INDIA PRIVATE LIMITED ","0.0287","公噸/百萬元營業額","67.6351%","4.6355%","AA1000 "
"=""4942""","嘉彰","0.0000","481.1900","481.1900","母公司","0.3566","公噸/百萬元營業額","","","N/A"
"=""4943""","康控-KY","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""4949""","有成精密","0.7500","126.9700","127.7200","新能源產線及半導體產線","0.1226","公噸/百萬元營業額","0.0000%","0.5872%","ISO 14001"
"=""4952""","凌通","0.0000","11.1900","11.1900","母公司","0.0509","公噸/人","","","N/A"
"=""4956""","光鋐","282.8300","205.1400","487.9700","本廠","N/A","N/A","","","N/A"
"=""4958""","臻鼎-KY","52,354.0000","39,409.0000","91,763.0000","包含合併財務報表之母子公司","0.5300","公噸/百萬元營業額","77.0000%","74.0000%","UL 2799"
"=""4960""","誠美材","1,064.1710","2,906.4000","3,970.5710","僅母公司","0.1124","公噸/產品","49.7421%","26.8015%","ISO 14001"
"=""4961""","天鈺","0.0000","47.0000","47.0000","財務報表之合併子母公司","0.0024","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""4967""","十銓","1.1820","156.5790","157.7610","涵蓋範圍僅母公司","0.0080","公噸/百萬元營業額","","","ISO 14001"
"=""4968""","立積","0.2900","11.0106","11.3006","母公司","0.0031","公噸/百萬元營業額","95.0000%","2.6000%","ISO 14001"
"=""4976""","佳凌","40.5660","29.8000","70.3660","全廠","0.0264","公噸/百萬元營業額","","","ISO 14001"
"=""4977""","眾達-KY","3.9700","5.3700","9.3400","蘇州廠區 ","6.7000","N/A ","N/A","","N/A"
"=""4989""","榮科","511.4100","74.2900","585.7000","本公司","0.0727","公噸/產品","","","N/A"
"=""4994""","傳奇","0.0000","3.0000","3.0000","已完成合併財務報表之母子公司","N/A","N/A","","","N/A"
"=""4999""","鑫禾","0.0000","31.7260","31.7260","已完成母公司","0.0479","公噸/百萬元營業額","","","N/A"
"=""5007""","三星","2.3200","561.1400","563.4600","母公司","0.0946","公噸/百萬元營業額","0.0000%","0.4117%","ISO 14001"
"=""5203""","訊連","0.0000","98.0000","98.0000","包含合併財務報表之母子公司","0.0474","公噸/百萬元營業額","","","N/A"
"=""5215""","科嘉-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A"
"=""5222""","全訊","5.3900","33.8500","39.2400","個別報表所有廠區","0.0301","公噸/百萬元營業額","N/A","N/A","N/A"
"=""5225""","東科-KY","32.7003","897.9883","930.6886","EASTECH (不含ScS) ","0.0750","公噸/百萬元營業額","100.0000%","","ISO 14001"
"=""5234""","達興材料","740.0000","173.0000","913.0000","總公司、中科廠、中港廠","N/A","N/A","","","ISO 14001"
"=""5243""","乙盛-KY","29.2300","1,796.2400","1,825.4700","昆山乙盛機械工業有限公司","0.9900","公噸/百萬元營業額","N/A","1.6012%","ISO 14001"
"=""5244""","弘凱","1.1100","1.5000","2.6100","包含合併財務報表之母子公司。","N/A","N/A","","","N/A"
"=""5258""","虹堡","0.0000","62.9890","62.9890","台灣地區辦公室與桃園製造廠，主要廢棄物為生活垃圾與電子下腳料回收","0.0080","公噸/百萬元營業額","","","N/A"
"=""5269""","祥碩","0.4420","15.0210","15.4630","祥碩總公司辦公室","0.0019","公噸/百萬元營業額","","2.8584%","N/A"
"=""5283""","禾聯碩","0.0000","270.4060","270.4060","禾聯碩股份有限公司、聯碩電器股份有限公司及禾雄電器股份有限公司","0.0421","公噸/百萬元營業額","","","N/A"
"=""5284""","jpp-KY","0.0600","246.3400","246.4000","Jinpao Soi 11 + 12 廠區","0.0688","公噸/百萬元營業額","","","ISO 14001"
"=""5285""","界霖","103.1100","8.4900","111.6000","母公司","N/A","N/A","68.0000%","92.0000%","N/A"
"=""5288""","豐祥-KY","4,077.0300","13,543.9300","17,620.9600","主要營運孫公司台灣豐祥及越南VPIC1","2.4194","公噸/百萬元營業額","","","ISO 14001"
"=""5292""","華懋","0.0000","34.0000","34.0000","母公司工廠","N/A","N/A","","","N/A"
"=""5306""","桂盟","9.3400","1,586.5000","1,595.8400","桂盟國際股份有限公司、桂盟企業股份有限公司、凱盟股份有限公司、科恩斯工業股份有限公司、桂盟鏈條(深圳)有限公司、超匯桂盟傳動(天津)有限公司、超匯桂盟傳動(蘇州)有限公司、深圳市科恩斯汽車零配件有限公司","0.2881","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""5388""","中磊","144.7930","2,312.7865","2,457.5795","母公司（台北總部、竹南製造中心）以及蘇州、菲律賓製造中心","0.0433","公噸/百萬元營業額","83.7825%","5.8917%","ISO 9001,ISO 14001"
"=""5434""","崇越","0.0000","21.6200","21.6200","母公司","0.0007","公噸/百萬元營業額","0.0000%","0.0000%","ISO 14001"
"=""5469""","瀚宇博","5,034.4000","810.7900","5,845.1900","母公司","0.0033","公噸/產品","92.0000%","","ISO 14001"
"=""5471""","松翰","0.2050","0.0000","0.2050","已完成母公司","0.0001","公噸/百萬元營業額","","","ISO 9001,ISO 14001,IECQ QC 080000 HSPM"
"=""5484""","慧友","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""5515""","建國","0.0000","5,398.0900","5,398.0900","建國工程總公司及本公司2024年全數工地","N/A","N/A","","","N/A"
"=""5519""","隆大","0.0000","17,709.0000","17,709.0000","揭露以本公司為主體，部份資訊涵蓋子公司。","2.8330","公噸/百萬元營業額","","","N/A"
"=""5521""","工信","0.0000","161,013.9300","161,013.9300","母公司","23.0600","公噸/百萬元營業額","","","N/A"
"=""5522""","遠雄","0.0000","11,992.0011","11,992.0011","包含合併財務報表之母子公司","0.5354","公噸/百萬元營業額","","","N/A"
"=""5525""","順天","0.0000","23.2220","23.2220","母公司","0.0083","公噸/百萬元營業額","","","N/A"
"=""5531""","鄉林","0.0000","6,959.4000","6,959.4000","鄉林建設及合併報表子公司太裕營造","1.6941","公噸/百萬元營業額","","","N/A"
"=""5533""","皇鼎","0.0000","2,883.9500","2,883.9500","母公司及子公司建喬營造","N/A","N/A","","","N/A"
"=""5534""","長虹","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""5538""","東明-KY","2,028.0000","438.0000","2,466.0000","為開曼東明、岡山東穎、 Tongwin 、浙江東明及浙江東和等 5 個營運個體","0.0187","公噸/產品","100.0000%","82.2400%","N/A"
"=""5546""","永固-KY","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""5607""","遠雄港","0.0000","2,983.8900","2,983.8900","遠雄自貿港投資控股股份有限公司及其子公司","N/A","N/A","","","N/A"
"=""5608""","四維航","0.0000","868.1107","868.1107","子孫公司營運船舶","1.7467","公噸/海勤船員總人數","0.0000%","0.0000%","N/A"
"=""5706""","鳳凰","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""5871""","中租-KY","0.0000","133.4000","133.4000","台灣地區","0.0013","公噸/百萬元營業額","0.0000%","0.0000%","ISO 14001"
"=""5876""","上海商銀","0.0000","191.0000","191.0000","本行在臺灣地區之營業據點、海外分行及海外辦事處","0.0700","公噸/人均廢棄物產生量","","","ISO 14001"
"=""5880""","合庫金","N/A","611.1600","611.1600","數據涵蓋率依當年度有盤查之營運據點計算比率，數據皆已通過「ISO 14064-1溫室氣體盤查」，並取得第三方查證單位核發之查證聲明書。","0.0092","公噸/百萬元營業額","","","ISO 14001"
"=""5906""","台南-KY","0.0000","34.6950","34.6950","僅就有獨立配合清運廠商之地點進行統計","N/A","N/A","","","N/A"
"=""5907""","大洋-KY","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6005""","群益證","0.0000","29.5767","29.5767","母公司全台各營運據點	","0.0020","公噸/百萬元營業額","","","N/A"
"=""6024""","群益期","0.0000","6.4900","6.4900","全台營運據點","0.0027","公噸/百萬元營業額","","","N/A"
"=""6108""","競國","1,318.5000","25.2000","1,343.7000","本公司","1.0969","公噸/百萬元營業額","","","N/A"
"=""6112""","邁達特","0.0000","1.4600","1.4600","邁達特及子公司啟迪、逐鹿、聚上雲","2.2054","公斤／人-年","","","N/A"
"=""6115""","鎰勝","5.5400","1,350.9700","1,356.5100","母公司","0.4329","公噸/百萬元營業額","100.0000%","0.4084%","N/A"
"=""6116""","彩晶","2,483.6000","4,602.6700","7,086.2700","母公司及子公司(南京瀚宇彩欣科技有限責任公司)","0.7112","公噸/百萬元營業額","95.9027%","","ISO 9001,ISO 14001"
"=""6117""","迎廣","0.0000","154.8700","154.8700","母公司","0.0537","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""6120""","達運","99.0000","5,336.0000","5,435.0000","已完成合併財務報表之母子公司","0.2604","公噸/百萬元營業額","0.0000%","1.8500%","ISO 14001"
"=""6128""","上福","0.0000","496.5300","496.5300","母公司台灣營運據點","0.3229","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""6133""","金橋","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6136""","富爾特","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6139""","亞翔","0.0000","20.1751","20.1751","溫室氣體盤查主要為母公司台灣地區有控制權的汐止 、新竹和台南辦公室，工地為非營運控制權故不納入盤查範疇。","0.0016","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""6141""","柏承","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6142""","友勁","6.7435","156.1395","162.8830","母公司(不含一般生活費廢棄物)","0.1375","公噸/百萬元營業額","0.0000%","4.1401%","ISO 14001"
"=""6152""","百一","0.0650","1.2000","1.2650","母公司","0.0007","公噸/百萬元營業額","","","N/A"
"=""6153""","嘉聯益","1,400.0000","1,160.0000","2,560.0000","母公司(桃科未查驗)","0.3515","公噸/百萬元營業額","100.0000%","54.6875%","UL 2799"
"=""6155""","鈞寶","17.0150","70.3200","87.3350","母公司","N/A","N/A","","","N/A"
"=""6164""","華興","9.4360","63.1780","72.6140","華興電子工業股份有限公司、華能光電科技股份有限公司、肇慶市立得電子有限公司、肇慶市立能電子有限公司","0.0882","公噸/百萬元營業額","","","ISO 9001,ISO 14001"
"=""6165""","浪凡","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6166""","凌華","0.0000","4.4960","4.4960","僅母公司","0.0007","公噸/百萬元營業額","N/A","N/A","ISO 9001,ISO 14001"
"=""6168""","宏齊","3.2190","79.4090","82.6280","母公司","0.0424","公噸/百萬元營業額","0.0122%","3.9000%","N/A"
"=""6176""","瑞儀","68.6353","4,261.0598","4,329.6951","台灣廠區、吳江廠區、南京廠區及廣州廠區","0.8060","廢棄物總重量(公噸)/原物料塑膠粒投料量(公噸)","1.6000%","1.5852%","ISO 14001"
"=""6177""","達麗","N/A","2,141.0200","2,141.0200","本公司以下營運據點：後壁田三段工地","0.1740","公噸/百萬元營業額","","0.0000%","N/A"
"=""6183""","關貿","N/A","N/A","3.3585","關貿網路總公司南港軟體園區","N/A","N/A","","","N/A"
"=""6184""","大豐電","0.0000","42.3360","42.3360","大豐有線電視股份有限公司，未包含合併財務報表中之子公司","0.0557","公噸/百萬元營業額","","","N/A"
"=""6189""","豐藝","0.0000","14.8480","14.8480","豐藝電子股份有限公司台北總公司+桃園倉儲。","0.0003","公噸/百萬元營業額","N/A","","N/A"
"=""6191""","精成科","38,914.8215","13,897.5865","52,812.4080","包含合併財務報表之母子公司","2.4359","公噸/百萬元營業額","13.8688%","73.6850%","N/A"
"=""6192""","巨路","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6196""","帆宣","3.2400","165.3700","168.6100","母公司","0.0028","公噸/百萬元營業額","0.0000%","","N/A"
"=""6197""","佳必琪","4.4832","163.8019","168.2851","母公司及台北廠、大陸子公司(東莞2廠區、昆山1廠區)、越南子公司(胡志明1廠區、北江1廠區) ","0.0343","公噸/百萬元營業額","0.6900%","2.6640%","數據公告於2024年度永續報告書廢棄物管理，由安永會計師進行內容確信，查核數據真實性。"
"=""6201""","亞弘電","N/A","N/A","N/A","N/A","N/A","N/A","0.0000%","0.0000%","N/A"
"=""6202""","盛群","0.3703","10.5970","10.9673","盛群總部及台北辦公室","0.0044","公噸/百萬元營業額","24.4500%","3.3800%","ISO 14001"
"=""6205""","詮欣","N/A","N/A","N/A","N/A","N/A","N/A","","","ISO 14001"
"=""6206""","飛捷","2.8100","175.5000","178.3100","飛捷母公司","N/A","N/A","","","N/A"
"=""6209""","今國光","39.2530","42.9648","82.2178","母公司","N/A","N/A","","47.0000%","ISO 14001"
"=""6213""","聯茂","3,946.4000","10,252.9200","14,199.3200","聯茂電子股份有限公司台灣廠及中國廠區(無錫廠、東莞廠、廣州廠及江西廠)","0.4842","公噸/百萬元營業額","17.0000%","27.7900%","N/A"
"=""6214""","精誠","0.0000","39.7000","39.7000","僅母公司總部大樓","0.0010","公噸/百萬元營業額","0.0000%","0.0000%","ISO 14001"
"=""6215""","和椿","0.0000","13.9540","13.9540","桃園廠(因台北、台中及台南都在辦公大樓內，僅有生活廢棄物，且廢棄物都由大樓物管公司收取)","0.0072","公噸/百萬元營業額","","","ISO 14001"
"=""6216""","居易","0.0000","26.0000","N/A","本公司","1.0000","公噸/百萬元營業額","","","N/A"
"=""6224""","聚鼎","23.8200","53.4700","77.2900","已完成母公司","0.0600","公噸/百萬元營業額","","","N/A"
"=""6225""","天瀚","0.0000","1.7750","1.7750","母公司","0.0330","公噸/百萬元營業額","","","N/A"
"=""6226""","光鼎","N/A","14.0527","14.0527","本公司以下營運據點：光鼎電子股份有限公司","0.0214","公噸/百萬元營業額","","0.0000%","N/A"
"=""6230""","尼得科超眾","0.0000","58.2290","58.2290","本公司以下營運據點：尼得科超眾科技股份有限公司","0.0090","公噸/百萬元營業額","0.0000%","0.0000%","ISO 14001"
"=""6235""","華孚","1,137.6900","977.1700","2,114.8600","華孚科技股份有限公司、 昆山華復精密金屬有限公司、 華孚精密科技(馬鞍山)有限公司、 華譽精密科技(含山)有限公司。","0.3627","公噸/百萬元營業額","","","N/A"
"=""6239""","力成","2,265.1600","4,767.0600","7,032.2200","僅台灣地區力成科技","0.1500","公噸/百萬元營業額","50.5000%","32.2000%","ISO 9001,ISO 14001"
"=""6243""","迅杰","N/A","N/A","26.0147","母公司","0.0361","公噸/百萬元營業額","","","N/A"
"=""6257""","矽格","5.6908","593.5729","599.2637","本公司以下營運據點：矽格股份有限公司(中興廠)、矽格股份有限公司(北興廠)、矽格股份有限公司(湖口廠)","6.0009","公噸/百萬元營業額","0.0000%","0.9496%","ISO 14001"
"=""6269""","台郡","1,401.0000","1,452.0000","2,853.0000","母公司","0.0050","公噸/產品","97.0000%","49.1000%","N/A"
"=""6271""","同欣電","468.2419","1,157.7393","1,625.9812","八德廠、台北廠、龍潭廠、竹北廠、菲律賓廠","0.1345","公噸/百萬元營業額","18.8674%","28.8000%","ISO 14001"
"=""6277""","宏正","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6278""","台表科","336.0500","2,248.1400","2,584.1900","母公司及子公司-峻凌電子(蘇州)有限公司","0.0888","公噸/百萬元營業額","N/A","","N/A"
"=""6281""","全國電","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6282""","康舒","181.6700","4,227.4100","4,409.0800","康舒科技+滬華五金之各營運據點","0.1400","公噸/百萬元營業額","100.0000%","4.1203%","UL 2799"
"=""6283""","淳安","108.0642","57.1411","165.2053","已完成合併財務報表之母子公司","N/A","N/A","1.0000%","0.6540%","N/A"
"=""6285""","啟碁","361.1100","6,487.3200","6,848.4300","範圍包含啓碁總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠。","0.0070","公噸/百萬元營業額","77.0169%","5.2729%","ISO 14001"
"=""6405""","悅城","798.7600","99.0500","897.8100","母公司","6.8115","公噸/百萬元營業額","","","N/A"
"=""6409""","旭隼","16.4100","372.0000","388.4100","旭隼科技工廠的無害廢棄物(一般可回收廢棄物以及一般不可回收廢棄物)，均委託工業區垃圾回收站處理。一般可回收廢棄物所占比重，約90%。  旭隼科技工廠的無害廢棄物，工業區垃圾回收站回饋，廢棄物處理的方式，按材質分為以下四類： 1 主機殼鐵殼：廢鐵壓包、轉賣回收。 2 塑膠：可回收部分轉賣，不可回收部分拉去填埋場處理。 3 紙皮：紙廠回收。 4以上3類之外的其他廢棄物：填埋場處理。  綜上所述：填埋的廢棄物，比例較小，比重約8%；大部分廢棄物被回收利用，比重約92%。  到目前為止，旭隼科技沒有發生任何廢棄物污染事件。 旭隼科技製造和裝運的產品均為合格產品，滿足客戶規定的品質、安全和環保要求，以及相應的區域法律法規的要求。 作為全球不斷電系統以及逆變器專業的DMS工廠，旭隼科技的產品不僅滿足客戶的要求，而且符合相應地區的品質標準、安全標準和環保法規，包括歐盟RoHS指令、REACH法規和WEEE指令。並無運輸、輸入、輸出被「巴塞爾公約」附錄I、II、III、VIII視為有害廢棄物的物質。 ","0.5581","公噸/百萬美元營業額","","","ISO 9001,ISO 14001"
"=""6412""","群電","255.7400","3,780.6300","4,036.3600","台北總公司、東莞廠、蘇州廠、重慶廠、泰國廠","0.1090","公噸/百萬元營業額","6.4500%","6.3359%","ISO 14001"
"=""6414""","樺漢","0.0000","2.4650","2.4650","新北市中和區建康路10號3-6F ","0.0005","公噸/百萬元營業額","","","N/A"
"=""6415""","矽力*-KY","3.5625","1,107.3200","1,110.8825","集團","0.0602","公噸/百萬元營業額","","","N/A"
"=""6416""","瑞祺電通","0.0000","0.1200","0.1200","僅母公司","0.0000","公噸/百萬元營業額","","","N/A"
"=""6426""","統新","15.4400","0.0000","15.4400","113年1月至12月","N/A","N/A","N/A","N/A","N/A"
"=""6431""","光麗-KY","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6438""","迅得","0.0000","70.5790","70.5790","母公司","0.0249","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""6442""","光聖","0.0000","36.6200","36.6200","母公司","0.0060","公噸/百萬元營業額","","","N/A"
"=""6443""","元晶","404.1000","2,580.4000","2,984.5000","113年新竹廠、屏東廠資料加總","0.6612","公噸/百萬元營業額","92.5000%","13.5400%","ISO 14001"
"=""6446""","藥華藥","8.4700","29.4400","37.9100","藥華醫藥台北總部+台中廠+泛泰醫療","0.0032","公噸/百萬元營業額","0.0000%","22.3400%","N/A"
"=""6449""","鈺邦","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6451""","訊芯-KY","38.3258","40.3160","78.6418","中國廣東省中山市火炬開發區建業東路9號","0.0152","公噸/百萬元營業額","","","N/A"
"=""6456""","GIS-KY","252.9200","10,434.0400","10,686.9600","已完成合併報表之母子公司","0.1527","公噸/百萬元營業額","100.0000%","2.3666%","ISO 14001"
"=""6464""","台數科","N/A","307.9780","307.9780","已完成合併財務報表之母子公司","0.0705","廢棄物量/百萬元營業額","N/A","N/A","N/A"
"=""6472""","保瑞","83.0700","271.1300","354.2000","母公司、台灣所有子公司","0.0180","公噸/百萬元營業額","","","TWSAE 3000"
"=""6477""","安集","0.2000","64.4000","64.6000","母公司及合併公司","0.0721","公噸/百萬元營業額","N/A","0.3100%","N/A"
"=""6491""","晶碩","118.2970","2,926.4060","3,044.7030","僅母公司","3.2800","每單位產品廢棄物產出量","","","ISO 14001"
"=""6504""","南六","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6505""","台塑化","485.0000","1,328,435.0000","1,328,920.0000","麥寮一廠、麥寮二廠、麥寮三廠","2.0000","公噸/百萬元營業額","0.0000%","","N/A"
"=""6515""","穎崴","18.1200","843.8400","861.9600","本公司以下營運據點：高雄一廠、高雄二廠、新竹廠","0.1487","公噸/百萬元營業額","","","ISO 14001"
"=""6525""","捷敏-KY","229.1430","1,492.7200","1,721.8630","包含合併財務報表之母子公司","0.3690","公噸/百萬元營業額","","","N/A"
"=""6526""","達發","1.2800","98.4400","99.7200","台灣辦公室","0.0052","公噸/百萬元營業額","","1.2800%","N/A"
"=""6531""","愛普*","0.1060","0.0000","0.1060","母公司及轉投資-愛普存儲技術(杭州)有限公司","0.0000","公噸/百萬元營業額","","","N/A"
"=""6533""","晶心科","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6534""","正瀚-創","3.0611","19.7400","22.8011","正瀚生技股份有限公司企業總部暨研發中心、彰濱廠","0.0139","公噸/百萬元營業額","100.0000%","13.4252%","N/A"
"=""6541""","泰福-KY","8.2200","68.3500","76.5700","資料包含台灣及美國子公司營運據點。","0.0020","公噸/新台幣千元營業額","","","N/A"
"=""6550""","北極星藥業-KY","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6552""","易華電","1,370.1500","148.2300","1,518.3800","易華電子股份有限公司一廠(高雄市楠梓區新開發路6號1、2、3、4樓；8號1、2、3、4樓；10號1、2、3、4樓；12號1、2樓)","0.7746","公噸/百萬元營業額","77.7137%","90.2376%","N/A"
"=""6558""","興能高","76.6500","49.2100","125.8600","母子公司合併","0.1052","公噸/百萬元營業額","","","N/A"
"=""6573""","虹揚-KY","516.8400","42.3400","559.1800","已完成合併財務報表之母子公司","N/A","N/A","5.7100%","92.4300%","ISAE 3000"
"=""6579""","研揚","0.2600","29.5216","29.7816","僅母公司","0.0076","公噸/百萬元營業額","0.0000%","0.8730%","N/A"
"=""6581""","鋼聯","793.3700","93,892.0300","94,685.4000","113年全廠廢棄物產出量 ","1.8513","公噸/產品","100.0000%","0.8379%","N/A"
"=""6582""","申豐","45.2600","719.9900","765.2500","生產單位(工廠)","0.0130","公噸/產品","","6.0000%","N/A"
"=""6585""","鼎基","0.0000","366.5700","366.5700","高雄廠+屏東廠","0.1172","公噸/百萬元營業額","","","N/A"
"=""6589""","台康生技","6.1530","47.2490","53.4020","汐止總公司及竹北分公司","0.0529","公噸/百萬元營業額","N/A"
"=""6591""","動力-KY","3.0000","64.0000","67.0000","江西及東莞生產基地。","N/A","N/A","","","N/A"
"=""6592""","和潤企業","0.0000","43.6010","43.6010","和潤企業股份有限公司、和運國際融資租賃有限公司、和勁企業股份有限公司、和潤電能股份有限公司、和潤興業股份有限公司之一般生活廢棄物","N/A","N/A","","","N/A"
"=""6598""","ABC-KY","0.3530","0.4010","0.7540","美國廠與台灣廠合計。","N/A","N/A","","","N/A"
"=""6605""","帝寶","0.0000","1,402.7310","1,402.7310","鹿港總廠、彰濱廠、新營廠及台北營業部。","0.0866","公噸/百萬元營業額","0.0000%","0.0000%","ISO 14001"
"=""6606""","建德工業","0.0000","13,560.0000","13,560.0000","斗六總公司","18.6008","公噸/百萬元營業額","N/A","","N/A"
"=""6625""","必應","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6641""","基士德-KY","6.1800","25.9300","32.1100","川源(中國)機械有限公司(平湖廠)","0.0238","公噸/百萬元營業額","","","N/A"
"=""6645""","金萬林-創","0.0000","0.2962","0.2962","針對辦公室產生生活的垃圾進行垃圾的分類存放，收集，由廠辦一起處理。實驗室產生廢棄物一律以生物醫療廢棄物處理，嚴格委託經主管機關核可廠商處理相關廢棄物。此資料係2024實驗室產生之數據資料。","N/A","N/A","","","N/A"
"=""6655""","科定","0.0000","572.7520","572.7520","母公司","0.2300","公噸/百萬元營業額","","","N/A"
"=""6657""","華安","N/A","N/A","9.4335","華安醫學股份有限公司","1.2174","公噸/百萬元營業額","","","N/A"
"=""6658""","聯策","0.0000","6.2000","6.2000","母公司+裕和街工廠","55.3571","公斤/員工月均人數","","","ISO 14001"
"=""6666""","羅麗芬-KY","0.1130","326.5942","326.7072","子公司嘉文麗（福建）化妝品有限公司","0.2899","公噸/百萬元營業額","","","N/A"
"=""6668""","中揚光","19.6100","52.5800","72.1900","台中市南屯區工業區二十二路21號 台中市南屯區工業區二十二路14-1號","0.1900","公噸/服務","0.0000%","27.1600%","N/A"
"=""6669""","緯穎","226.3200","8,670.7500","8,897.0700","全球主要營運據點及製造廠區","0.0247","公噸/百萬元營業額","2.2122%","2.5438%","ISO 9001,ISO 14001"
"=""6670""","復盛應用","79.4700","6,907.9300","6,987.4000","母公司","0.3145","公噸/百萬元營業額","100.0000%","1.1373%","ISO 14001"
"=""6671""","三能-KY","19.2800","727.4400","746.7200","已完成合併財務報表之母子公司","0.3661","公噸/百萬元營業額","","","N/A"
"=""6672""","騰輝電子-KY","132.9949","1,717.3900","1,850.3849","合併財務報表之子公司生產型廠區","0.4377","公噸/百萬元營業額","","","N/A"
"=""6674""","鋐寶科技","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6689""","伊雲谷","0.0000","7.4585","7.4585","伊雲谷總部","0.0020","公噸/百萬元營業額","","","N/A"
"=""6691""","洋基工程","0.0000","1,725.2200","1,725.2200","台灣總公司、新竹、台中、台南營業據點","0.1402","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""6695""","芯鼎","0.0000","52.6225","52.6225","新竹辦公室及台北辦公室皆屬綜合辦公大樓，生活垃圾由大樓管委會統一清運處理，故以行政院環境部公告平均每人每日一般廢棄物產生量為計算基準 ","N/A","N/A","0.0000%","0.0000%","N/A"
"=""6698""","旭暉應材","0.0000","9.0600","9.0600","民國113年12月31日吸收合併千鋐科技（股）公司，母公司盤查範圍未併入千鋐科技（股）公司","0.0102","公噸/百萬元營業額","","","N/A"
"=""6706""","惠特","0.0000","24.4000","24.4000","僅母公司","0.0263","公噸/百萬元營業額","","","N/A"
"=""6715""","嘉基","12.7916","378.2500","16.8070","總部及各廠區","N/A","N/A","","","ISO 14001"
"=""6719""","力智","0.0000","9.9400","9.9400","已完成母公司","0.0027","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""6742""","澤米","2.3420","47.5040","49.8460","母公司全體廠區","0.0724","公噸/百萬元營業額","0.0000%","4.8200%","N/A"
"=""6743""","安普新","44.6200","198.1900","242.8100","包含合併財務報表之母子公司","0.0353","公噸/百萬元營業額","","","N/A"
"=""6753""","龍德造船","0.0000","812.6200","812.6200","僅母公司","0.1587","公噸/百萬元營業額","","","N/A"
"=""6754""","匯僑設計","15.6400","262.8900","278.5300","已完成合併財務報表之母子公司","N/A","N/A","","","ISO 14001"
"=""6756""","威鋒電子","0.6040","7.2400","7.8440","有害廢棄物+生活廢棄物","N/A","N/A","","","N/A"
"=""6757""","台灣虎航","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6768""","志強-KY","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6770""","力積電","7,868.6400","11,027.3500","18,895.9900","力積電個體及合併財報子公司","0.1760","單位廢棄物產出（公噸/平方公尺）","92.1000%","41.6400%","ISO 14001"
"=""6771""","平和環保-創","622.2300","7,027.8600","7,650.0900","合併財務報表之母子公司","N/A","N/A","","","N/A"
