報告年度:2023,議題:人力發展,,,,,,,,,,,
公司代號,公司名稱,員工福利平均數(仟元/人)(每年6/2起公開)-員工福利平均數(仟元/人)(每年6/2起公開),員工薪資平均數(仟元/人)(每年6/2起公開)-員工薪資平均數(仟元/人)(每年6/2起公開),非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開)-非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開),非擔任主管職務之全時員工薪資中位數(仟元/人)(每年7/1起公開)-非擔任主管職務之全時員工薪資中位數(仟元/人)(每年7/1起公開),管理職女性主管占比-管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,職業災害-類別,火災-件數,火災-死傷人數,火災-比率(死傷人數/員工總人數)
6205,詮欣,"1,006",862,739,539,43.00%,0,0.00%,,0,0,0
6206,飛捷,"1,076",933,841,671,29.00%,0,0.00%,,0,0,0
6209,今國光,595,480,504,459,31.00%,2,0.31%,,0,0,0
6213,聯茂,830,687,661,572,23.30%,6,0.20%,工傷,0,0,0
6214,精誠,"1,213",987,"1,006",822,26.00%,1,0.02%,,0,0,0
6215,和椿,992,833,837,743,11.36%,5,3.33%,,0,0,0
6216,居易,"1,331","1,155","1,078",952,14.29%,0,0.00%,,1,0,0.00%
6224,聚鼎,"1,130",959,831,696,20.24%,0,0.00%,,0,0,0
6225,天瀚,990,845,763,763,60.00%,0,0.00%,,0,0,0
6226,光鼎,"1,123",938,765,616,50.00%,0,0.00%,,0,0,0
6230,尼得科超眾,959,804,867,713,12.00%,0,0.00%,,0,0,0
6235,華孚,"2,924","2,723",997,735,27.27%,0,0.00%,,0,0,0
6239,力成,860,722,804,635,23.00%,16,0.14%,墜落、滾落：1件 跌倒：7件 衝撞：1件 被撞：2件 被夾/被捲：3件 被切/割/擦傷：2件,0,0,0
6243,迅杰,"2,138","1,921","1,489","1,337",8.70%,0,0.00%,,0,0,0
6257,矽格,925,786,770,634,24.12%,29,1.29%,墜落、滾落：2件；跌倒：1件；被撞：1件；被夾、被捲：2件；不當動作：2件；通勤職災：21件,0,0,0
6269,台郡,882,686,647,570,23.10%,5,0.19%,跌倒3件、壓傷2件,0,0,0
6271,同欣電,"1,089",937,948,674,5.89%,5,0.21%,割傷，夾傷，跌倒,0,0,0
6277,宏正,"1,397","1,195","1,115",948,15.79%,14,2.00%,,0,0,0
6278,台表科,889,756,655,514,34.02%,0,0.00%,N/A,0,0,0
6281,全國電,897,742,765,708,27.00%,7,0.42%,,0,0,0
6282,康舒,"1,351","1,166","1,065",864,29.79%,26,5.76%,皆屬職業傷害,0,0,0
6283,淳安,"1,462","1,251",941,983,44.44%,0,0.00%,,0,0,0
6285,啟碁,"1,311","1,120","1,170",702,19.30%,14,0.19%,物理性危害,0,0,0
6405,悅城,669,560,537,469,12.50%,7,3.50%,N/A,0,0,0
6409,旭隼,"3,216","2,998","1,294",880,32.83%,14,1.87%,交通意外,0,0,0
6412,群電,"2,099","1,852","1,830","1,626",31.36%,20,0.00%,壓傷、砸傷、被刺、割傷、切傷、夾傷、跌倒、交通事故、公司活動受傷,0,0,0
6414,樺漢,"2,118","1,885","1,347","1,136",6.34%,0,0.00%,,0,0,0
6415,矽力*-KY,N/A,N/A,N/A,N/A,15.88%,0,0.00%,不適用,0,0,0
6416,瑞祺電通,934,782,723,630,5.38%,0,0.00%,,0,0,0
6426,統新,772,655,620,548,0.00%,6,2.60%,,0,0,0
6431,光麗-KY,N/A,N/A,N/A,N/A,15.38%,0,0.00%,,0,0,0
6438,迅得,"1,107",968,867,926,7.84%,0,0.00%,因公司生產流程屬低度風險、公司未有相關流程(未導入ISO45001)，公司僅提供「安全衛生守則」予員工進行自我風險辨識與評估,0,0,0
6442,光聖,876,761,673,529,34.00%,0,0.00%,,0,0,0
6443,元晶,774,606,561,476,7.00%,41,2.52%,上下班交通、撞傷、夾傷、扭傷等,0,0,0
6446,藥華藥,"3,584","3,400","1,180",918,41.07%,4,0.78%,本公司依勞動部職業安全衛生法規，將職業災害分類為:1.因工作環境因素致勞工立即性傷害造成的職業工傷、2.與作內容有關因子促發疾病的勞工疾病或失能等職業疾病、3.員工通勤時發生意外事故致勞工傷害或失能等通勤職災.,0,0,0
6449,鈺邦,"1,619","1,427","1,096",788,38.00%,0,0.00%,N/A,0,0,0
6451,訊芯-KY,N/A,N/A,N/A,N/A,31.00%,0,0.00%,,0,0,0
6456,GIS-KY,N/A,N/A,N/A,N/A,50.59%,13,0.08%,壓傷1 件、扭傷6 件、割傷2 件、機械傷害3 件、摔傷1 件，共13件。,0,0,0
6464,台數科,"1,621","1,409",588,527,63.64%,0,0.00%,,0,0,0
6472,保瑞,"1,641","1,489",768,538,36.84%,1,0.65%,,0,0,0
6477,安集,627,502,526,480,75.00%,8,3.51%,職業災害有3種類型： 1.職業傷害：因工作環境因素致勞工立即性傷害，2位 2.職業疾病：與工作內容有關因子促發疾病發生致勞工傷害，1位 3.通勤職災：通勤時發生意外事故致勞工傷害，5位。,0,0,0
6491,晶碩,"1,054",918,889,774,31.60%,27,1.60%,,0,0,0
6504,南六,900,734,601,523,40.00%,0,0.00%,N/A,0,0,0
6505,台塑化,"1,561","1,364","1,435","1,323",9.96%,2,0.04%,跌倒、廠內交通事故,0,0,0
6515,穎崴,"1,130",967,"1,081",798,22.90%,15,1.70%,,0,0,0
6525,捷敏-KY,N/A,N/A,N/A,N/A,50.52%,6,0.23%,,0,0,0
6526,達發,"3,125","2,813","2,804","2,347",14.00%,0,0.00%,,0,0,0
6531,愛普*,"2,823","2,507","2,008","1,573",32.61%,0,0.00%,未有事件發生,0,0,0
6533,晶心科,934,699,"2,269","1,916",10.26%,0,0.00%,,0,0,0
6534,正瀚-創,"1,693","1,490","1,341",720,36.36%,0,0.00%,N/A,0,0,0
6541,泰福-KY,N/A,N/A,N/A,N/A,0.00%,0,0.00%,,0,0,0
6550,北極星藥業-KY,N/A,N/A,N/A,N/A,25.00%,0,0.00%,,0,0,0
6552,易華電,532,452,490,460,23.88%,0,0.00%,,0,0,0
6558,興能高,"1,383","1,162",916,772,43.48%,0,0.00%,N/A,0,0,0
6573,虹揚-KY,N/A,N/A,N/A,N/A,27.50%,3,0.91%,職業傷害2人；通勤職災1人,0,0,0
6579,研揚,"1,291","1,152","1,053",891,19.82%,1,0.19%,職業傷害：因工作環境因素致勞工立即性傷害、疾病、失能、死亡。 職業疾病：與工作內容有關因子促發疾病發生致勞工傷害、疾病、失能、死亡。 通勤職災：通勤時發生意外事故致勞工傷害、疾病、失能、死亡。,0,0,0
6581,鋼聯,"1,246","1,068",928,893,16.00%,0,0.00%,無。,0,0,0
6582,申豐,748,601,676,614,22.22%,0,0.00%,,0,0,0
6585,鼎基,933,796,759,703,13.04%,1,0.01%,物體飛落,0,0,0
6589,台康生技,"1,537","1,348","1,009",898,38.60%,0,0.00%,,0,0,0
6591,動力-KY,N/A,N/A,N/A,N/A,1.90%,0,0.00%,N/A,0,0,0
6592,和潤企業,"1,567","1,330","1,348","1,068",25.81%,0,0.00%,2023年有3起上班途中交通事故所造成的職業傷害，三名同仁於上班途中受傷，造成傷害原因為遭其他汽機車衝撞，在事故發生後，和潤企業提醒各單位應加強宣導行車安全，要求同仁上下班途中多留意路口號誌及其他汽機車經過，避免再有危害同仁健康之事故發生。,0,0,0
6598,ABC-KY,N/A,N/A,N/A,N/A,30.77%,0,0.00%,,0,0,0
6605,帝寶,752,633,664,601,25.70%,7,0.26%,,0,0,0
6606,建德工業,940,801,629,618,16.67%,0,0.00%,N/A,0,0,0
6625,必應,"1,364","1,229","1,149",949,40.00%,1,0.34%,,0,0,0
6641,基士德-KY,N/A,N/A,N/A,N/A,36.54%,2,0.33%,,0,0,0
6645,金萬林-創,"1,004",845,765,643,50.00%,0,0.00%,,0,0,0
6655,科定,916,814,705,645,42.00%,10,2.00%,,0,0,0
6657,華安,"2,126","1,851",792,835,33.33%,0,0.00%,,0,0,0
6658,聯策,"1,067",888,675,606,25.00%,0,0.00%,,0,0,0
6666,羅麗芬-KY,N/A,N/A,N/A,N/A,46.67%,0,0.00%,N/A,0,0,0
6668,中揚光,792,662,668,531,16.67%,2,0.77%,,0,0,0
6669,緯穎,"1,124",976,"1,291",910,35.06%,33,0.45%,傷害類型多數為與高溫設備接觸、夾傷、跌倒、挫傷及扭傷等,0,0,0
6670,復盛應用,927,763,890,714,12.50%,6,0.63%,,0,0,0
6671,三能-KY,N/A,N/A,N/A,N/A,33.72%,2,0.27%,,0,0,0
6672,騰輝電子-KY,,,,,15.78%,3,0.38%,,0,0,0
6674,鋐寶科技,"1,257","1,088",833,702,12.90%,0,0.00%,,0,0,0
6689,伊雲谷,"1,171","1,003","1,005",805,31.62%,3,0.42%,,0,0,0
6691,洋基工程,"3,037","2,863","1,468","1,180",14.14%,3,0.58%,墜落、壓傷、飛濺,0,0,0.00%
6695,芯鼎,"1,881","1,650","1,616","1,517",12.12%,0,0.00%,,0,0,0.00%
6698,旭暉應材,671,547,575,492,28.57%,0,0.00%,,0,0,0
6706,惠特,635,502,764,626,16.92%,8,1.52%,,0,0,0
6715,嘉基,"1,623","1,410","1,042",952,20.69%,0,0.00%,,0,0,0
6719,力智,"1,654","1,417","1,265","1,135",19.48%,0,0.00%,,0,0,0
6742,澤米,742,648,666,581,25.00%,1,0.40%, 1.噪音傷害  2.高處墜落傷害 公司以這2樣勞動為職業傷害大宗故而特別加強此2類職災防護 ,0,0,0
6743,安普新,"1,225","1,065",976,867,10.40%,0,0.00%,,0,0,0
6753,龍德造船,916,786,739,639,11.11%,59,7.65%,,0,0,0
6754,匯僑設計,"1,244","1,067","1,036",887,25.00%,0,0.00%,,0,0,0
6756,威鋒電子,"2,392","2,133","2,054","1,661",17.50%,0,0.00%,N/A,0,0,0
6757,台灣虎航-創,"1,720","1,569","1,683","1,096",42.00%,4,0.49%,踩踏、被撞、燙傷、倒塌,0,0,0
6768,志強-KY,N/A,N/A,N/A,N/A,40.00%,0,0.00%,,0,0,0
6770,力積電,"1,332","1,113","1,097","1,045",28.21%,6,0.07%,(1)割傷*1件 (2)墜落跌倒絆倒*3件 (3)非上下班公路交通事故*1件 (4)物品擊中*1件,0,0,0
6771,平和環保-創,792,672,,,0.00%,0,0.00%,,0,0,0
6776,展碁國際,"1,381","1,145","1,075",913,45.00%,0,0.00%,不適用,0,0,0
6781,AES-KY,N/A,N/A,N/A,N/A,4.50%,1,0.27%,,0,0,0
6782,視陽,"1,564","1,352","1,166",973,29.17%,1,0.83%,,0,0,0
6789,采鈺,"1,255","1,064","1,230","1,019",20.00%,1,0.01%,人員遭推車擦撞傷事故,0,0,0
6790,永豐實,"1,066",861,866,752,31.76%,6,0.81%,,0,0,0
6792,詠業,900,760,723,599,14.29%,3,0.59%,本公司依職業安全衛生法令規定，設置職業安全委員會，規劃、推動、監督職業安全衛生業務，依循ISO 45001之要求，由各部門代表與職業安全衛生管理委員會，每年進行1次危害鑑別與風險評鑑作業，針對鑑別與評鑑結果進行管理。並對所有員工提供安全教育訓練及舉辦定期健康檢查。本公司於112年4月通過ISO 45001職業安全衛生管理系統驗證。,0,0,0
6794,向榮生技-創,"1,031",866,,,72.00%,0,0.00%,,0,0,0
6796,晉弘,"1,140",970,960,853,28.90%,0,0.00%,,0,0,0
6799,來頡,"1,600","1,360","1,024",956,28.57%,0,0.00%,,0,0,0
6805,富世達,"2,063","1,833",861,782,20.00%,0,0.00%,,0,0,0
6806,森崴能源,"1,249","1,109","1,076",907,26.09%,0,0.00%,無,0,0,0
6807,峰源-KY,N/A,N/A,N/A,N/A,28.89%,256,12.69%,,0,0,0
6830,汎銓,"1,406","1,170","1,220",989,2.72%,0,0.00%,,0,0,0
6834,天二科技,614,505,483,442,4.82%,3,0.72%,,0,0,0
6835,圓裕,"1,145",977,804,743,41.94%,2,0.40%,,0,0,0
6854,錼創科技-KY創,N/A,N/A,N/A,N/A,20.34%,0,0.00%,,0,0,0
6861,睿生光電,"1,249","1,009","1,003",854,13.04%,0,0.00%,零職災,0,0,0
6863,永道-KY,N/A,N/A,N/A,N/A,1.32%,5,0.34%,,0,0,0
6869,雲豹能源-創,"1,829","1,587","1,064",855,30.76%,0,0.00%,,0,0,0
6873,泓德能源-創,"1,472","1,275","1,160",946,41.10%,1,0.50%,,0,0,0
6890,來億-KY,N/A,N/A,N/A,N/A,0.36%,117,0.22%,,0,0,0
6901,鑽石投資,"4,807","3,192","1,916","1,350",58.00%,0,0.00%,,0,0,0
6902,走著瞧-創,"1,923","1,674","1,363","1,179",25.00%,1,0.56%,,0,0,0
6906,現觀科,"1,409","1,218",,,30.00%,0,0.00%,,0,0,0
6914,阜爾運通,829,697,,,18.00%,3,1.27%,墜落、滾落*1件; 被切、割、擦傷*2件,0,0,0
6916,華凌,914,752,630,613,30.00%,0,0.00%,,0,0,0
6928,攸泰科技,"1,155","1,002",,,13.04%,1,0.00%,,0,0,0
6931,青松健康,N/A,N/A,N/A,N/A,53.33%,6,1.28%,,0,0,0
6933,AMAX-KY,N/A,N/A,N/A,N/A,40.00%,0,0.00%,,0,0,0
6937,天虹,"1,020",840,940,766,21.57%,6,2.10%,上下班交通事故5人，人員手指割傷 1 人共計 6 人。,0,0,0
6949,沛爾生醫-創,"2,593",896,,,53.33%,0,0.00%,,0,0,0
6951,青新-創,N/A,N/A,N/A,N/A,28.00%,5,2.50%,,0,0,0
6952,大武山,N/A,N/A,N/A,N/A,33.30%,0,0.00%,N/A,0,0,0
6957,裕慶-KY,N/A,N/A,N/A,N/A,38.60%,2,0.42%,均屬一般傷害(管件掉落致一趾骨骨折、手套遭夾捲致一指骨骨折)。,0,0,0
6969,成信實業*-創,N/A,N/A,N/A,N/A,10.71%,2,11.59%,切傷、燒燙傷,0,0,0
8011,台通,820,699,620,571,33.33%,10,3.70%,,0,0,0
8016,矽創,"2,771","2,450","2,493","2,327",28.75%,0,0.00%,N/A,0,0,0
8021,尖點,821,711,691,606,25.40%,4,1.19%,,0,0,0
8028,昇陽半導體,986,818,795,705,4.00%,15,1.76%,112年主要職災為上下班交通意外事件,0,0,0
8033,雷虎,950,824,578,545,20.00%,0,0.00%,,0,0,0
8039,台虹,"1,052",840,776,705,12.90%,1,0.63%,燙傷,0,0,0
8046,南電,"1,000",850,910,872,3.20%,0,0.00%,不適用,0,0,0
8070,長華*,"1,781","1,547","1,545","1,260",30.48%,6,0.27%,跌倒：32%，2件 不當動作：17%，1件 墜落、滾落：17%，1件 被切、割、擦傷：17%，1件 與有害物之接觸：17%，1件 ,0,0,0
8072,陞泰,"1,061",941,645,480,60.00%,0,0.00%,,0,0,0
8081,致新,"2,625","2,370","2,250","2,044",23.00%,0,0.00%,,0,0,0
8101,華冠,"1,332","1,121",806,787,12.00%,0,0.00%,N/A,0,0,0
8103,瀚荃,"1,211","1,021",842,762,30.00%,0,0.00%,,0,0,0
8104,錸寶,"1,001",862,706,606,15.63%,2,1.10%,上下班交通事故 ,0,0,0
8105,凌巨,974,828,827,740,23.30%,2,0.13%,夾捲傷害、切割傷害,0,0,0.00%
8110,華東,691,582,550,471,25.00%,2,0.13%,絆倒、夾燙傷,0,0,0
8112,至上,"2,367","2,058","1,361","1,186",17.14%,0,0.00%,N/A,0,0,0
8114,振樺電,842,703,736,591,44.12%,0,0.00%,,0,0,0
8131,福懋科,743,643,591,561,8.16%,2,0.43%,職業傷害,0,0,0
8150,南茂,"1,100",897,940,837,21.00%,5,0.09%,跌倒、撞傷、拉傷,0,0,0
8162,微矽電子,638,521,511,449,28.57%,0,0.00%,,0,0,0
8163,達方,"1,507","1,342","1,246","1,035",16.50%,8,0.12%,2023年造成職業災害的原因為夾傷、滑倒居多，以及員工操作疏失所致，達方已持續加強宣導以提升工作人員之危害意識。,0,0,0
8201,無敵,"1,122",914,819,768,12.79%,0,0.00%,,0,0,0
8210,勤誠,"1,428","1,258","1,098",875,23.78%,7,1.43%,,0,0,0
8213,志超,"1,693","1,465","1,518","1,500",23.00%,3,1.03%,跌倒：1人、被撞：1人、被切、割、擦傷：1人,0,0,0
8215,明基材,"1,144",963,959,759,34.48%,4,0.21%,夾捲、切割傷,0,0,0
8222,寶一,726,609,602,579,15.38%,0,0.00%,,0,0,0
8249,菱光,"2,440","2,083","1,647","1,368",26.00%,0,0.00%,,0,0,0
8261,富鼎,"2,266","1,654","1,414","1,130",15.00%,0,0.00%,N/A,0,0,0
8271,宇瞻,"1,463","1,268","1,130","1,023",41.75%,0,0.00%,,0,0,0
8341,日友,"1,249","1,077",806,673,14.10%,8,2.21%,上下班公路交通事故：6件；跌倒：1件；不當動作：1件。,0,0,0
8367,建新國際,907,755,729,695,36.36%,9,1.96%,,0,0,0
8374,羅昇,"1,091",914,862,801,25.00%,0,0.00%,,0,0,0
8404,百和興業-KY,N/A,N/A,N/A,N/A,44.10%,13,0.34%,,0,0,0
8411,福貞-KY,N/A,N/A,N/A,N/A,34.35%,14,1.41%,交通事故、衝撞、夾傷、割傷、物體飛落砸傷、跌倒,0,0,0
8422,可寧衛,"1,393","1,215",859,662,0.00%,5,1.43%,,0,0,0
8429,金麗-KY,N/A,N/A,N/A,N/A,0.00%,0,0.00%,N/A,0,0,0
8438,昶昕,876,750,646,565,28.57%,2,0.88%,,0,0,0
8442,威宏-KY,N/A,N/A,N/A,N/A,1.00%,23,0.30%,,0,0,0
8443,阿瘦,620,511,603,558,60.00%,3,0.62%,N/A,0,0,0
8454,富邦媒,995,816,852,737,51.90%,52,1.73%,上下班公路交通事故 跌倒 衝撞、物體飛落 被切、割、擦傷 被夾、被捲 被撞,0,0,0
8462,柏文,"1,318","1,186",708,588,49.00%,21,1.32%,,0,0,0
8463,潤泰材,963,796,734,630,8.16%,1,0.35%,被撞,0,0,0
8464,億豐,"2,152","1,920","1,455","1,173",27.03%,1,0.39%,億豐的工傷主源包含運補作業時的撞、壓傷及換模 / 線時的挫、割傷。,0,0,0.00%
8466,美吉吉-KY,N/A,N/A,N/A,N/A,25.49%,12,1.49%,,0,0,0
8467,波力-KY,N/A,N/A,N/A,N/A,31.25%,20,12.49%,,0,0,0
8473,山林水,637,516,579,505,23.07%,0,0.00%,N/A,0,0,0
8476,台境,981,790,790,680,6.00%,2,1.30%,,0,0,0
8478,東哥遊艇,"1,245","1,123",929,850,18.94%,0,0.00%,N/A,0,0,0
8481,政伸,990,848,805,759,38.00%,1,0.18%,,0,0,0
8482,商億-KY,N/A,N/A,N/A,N/A,5.00%,82,3.22%,,0,0,0
8487,愛爾達,"1,840","1,648","1,120","1,000",56.52%,0,0.00%,N/A,0,0,0
8488,吉源-KY,N/A,N/A,N/A,N/A,22.22%,0,0.00%,,1,0,0.00%
8499,鼎炫-KY,N/A,N/A,N/A,N/A,27.00%,8,1.19%,,0,0,0
8926,台汽電,"2,538","2,284","1,315","1,128",18.18%,0,0.00%,,0,0,0.00%
8940,新天地,645,546,602,514,44.10%,6,1.57%,,0,0,0
8996,高力,"1,187","1,011",942,877,6.28%,0,0.00%,職業傷害：因工作環境因素致勞工立即性傷害、疾病、失能、死亡。 職業疾病：與工作內容有關因子促發疾病發生致勞工傷害、疾病、失能、死亡。 通勤職災：通勤時發生意外事故致勞工傷害、疾病、失能、死亡。,0,0,0
9802,鈺齊-KY,N/A,N/A,N/A,N/A,61.81%,11,0.06%,,0,0,0
9902,台火,956,734,600,595,37.50%,0,0.00%,,0,0,0
9904,寶成,968,829,877,679,58.30%,3,0.00%,,0,0,0
9905,大華,722,592,615,564,18.37%,5,2.28%,物理性災害,0,0,0
9906,欣巴巴,"1,135",970,804,663,33.00%,1,1.05%,,0,0,0
9907,統一實,875,722,743,728,9.77%,7,0.63%,,0,0,0
9908,大台北,"1,298","1,115","1,131","1,012",31.82%,0,0.00%,,0,0,0
9910,豐泰,"1,350","1,167","1,240",960,41.60%,84,0.06%,分析 2023 年事故類別，因機台不當操作造成的意外占職業傷害總件數的 44%為最多，其他（譬如昆蟲咬傷，遭樹幹砸傷，看板割傷等）類型占職業傷害總件數的 21% 為次多。,0,0,0
9911,櫻花,930,810,775,659,26.92%,3,0.34%,職業傷害,0,0,0
9912,偉聯,"1,362","1,144",859,771,42.86%,0,0.00%,N/A,0,0,0
9914,美利達,754,643,692,574,6.52%,0,0.00%,1.分廠內職災跟廠外職災。 2.在ESG報告中，填寫數據平台備註說明：可記錄的職業傷害不包含上下班通勤所造成的職業傷害。,0,0,0
9917,中保科,979,822,789,718,13.00%,32,1.26%,,0,0,0
9918,欣天然,"1,332","1,139","1,058",892,23.33%,0,0.00%,,0,0,0
9919,康那香,757,635,562,496,46.06%,7,0.60%,被捲被夾、切割傷,1,0,0.00%
9921,巨大,789,650,686,554,25.63%,44,0.41%,2023 年巨大集團員工職業災害統計各廠依據向政府呈報的職安數據作為來源統計數值 ，可記錄之職業傷害率(FR)、失能傷害嚴重率 (SR)、總合傷害指數 (FSI)。針對發生的工傷事件，我們進行了嚴格的分析和追蹤，並遵循政府法規和公司處理程序進行後續處置。為此，我們已採取了相應的預防和改進措施，以降低員工受傷風險。我們將持續努力改進我們的職業安全管理。,0,0,0
9924,福興,741,628,607,514,31.58%,6,0.50%,N/A,0,0,0
9925,新保,846,703,698,656,8.40%,15,0.84%,以公出交通事故8人最多，墜落、滾落有3人次之、另跌倒2人、衝撞1人。,0,0,0
9926,新海,"1,322","1,110","1,279","1,266",23.00%,0,0.00%,,0,0,0
9927,泰銘,"1,043",884,764,736,8.33%,0,0.00%,,0,0,0
9928,中視,782,648,684,615,40.00%,0,0.00%,N/A,0,0,0
9929,秋雨,693,567,520,484,7.00%,0,0.00%,,0,0,0
9930,中聯資源,"1,823","1,574","1,449","1,355",8.11%,1,0.36%,跌倒,0,0,0
9931,欣高,"1,086",918,850,795,20.00%,0,0.00%,,0,0,0
9933,中鼎,"1,461","1,269","1,032",866,14.97%,0,0.00%,,0,0,0
9934,成霖,"1,646","1,470",796,787,28.60%,3,0.15%,,0,0,0
9935,慶豐富,667,571,530,450,28.57%,1,0.94%,,0,0,0
9937,全國,487,408,680,630,49.89%,14,0.68%,,0,0,0
9938,百和,753,644,615,496,43.18%,3,0.30%,暫時性失能傷害,0,0,0
9939,宏全,851,754,708,653,22.70%,10,2.39%,2023年，共發生捲、夾傷害2件、與高溫接觸1件、跌倒傷害2件、割傷1件、與有害物接觸1件、被撞2件、墜落傷害1件。主要原因為人員於維修及保養時，未依照SOP進行作業，安全意識不足及未落實監督管理，除進行人員安全衛生教育訓練，並針對事發地點工程改善、增加警示標語。,0,0,0
9940,信義,"1,322","1,154","1,236",880,21.76%,137,2.80%,為增進工作者安全與健康，信義以職業安全衛生法規為架構建置並執行法令要求，並取得ISO 45001 職業安全衛生管理系統標準以達成職業安全衛生持續性改善。並依據職業安全衛生法、ISO 45001 管理系統中風險鑑別及相關勞動法令，透過各式問卷、自主檢查及多向溝通管道評估，鑑別本公司主要職業傷害類型：因外勤同仁佔全體員工90%，交通事故發生率較高。為求交通事故減少，持續宣導交通安全，聘請外部顧問錄製全工作者必修線上課程，相關訓練時數依職業安全衛生教育訓練規則訂定。 除加強教育訓練宣導外，亦透過相關施策防範可能的職業災害發生： 1. 持續提供業務區交通安全宣導資料，以利業務單位進行宣導，強化同仁安全駕駛及防衛駕駛觀念，進而降低交通事故之發生。 2. 大型集會加強外勤同仁交通安全觀念輔導 3. 針對嚴重事故，由幸福健管中心-職安人員通知區主管主動進行關懷。 4. 提供機車任意第三人責任保險 5. 彈性福利列入購置交通安全相關設備補助 6. 提案全體業務同仁配戴全罩式安全帽。 7. 推動分店聚焦經營分店所在之社區，改以行走或腳踏車做為交通工具，減少長途帶看而導致之交通事故。,0,0,0
9941,裕融,"1,478","1,282","1,231","1,033",24.53%,2,0.25%,,0,0,0
9942,茂順,813,673,597,488,20.00%,8,0.73%,職業傷害,1,1,0.09%
9943,好樂迪,527,443,575,525,55.00%,48,21.84%,,0,0,0
9944,新麗,689,583,565,471,31.25%,0,0.00%,,0,0,0
9945,潤泰新,"1,198","1,054",679,434,37.50%,1,1.04%,,0,0,0
9946,三發地產,"1,272","1,097",898,805,40.86%,0,0.00%,,0,0,0.00%
9955,佳龍,885,675,572,476,40.00%,0,0.00%,,0,0,0
9958,世紀鋼,860,724,696,625,27.35%,2,7.40%,,0,0,0
