報告年度:2022,議題:溫室氣體排放,,,,,,,,,,,
公司代號,公司名稱,直接(範疇一)溫室氣體排放量-數據(公噸CO₂e),直接(範疇一)溫室氣體排放量-資料邊界,直接(範疇一)溫室氣體排放量-確信範圍,能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e),能源間接(範疇二)溫室氣體排放量-資料邊界,能源間接(範疇二)溫室氣體排放量-確信範圍,其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e),其他間接(範疇三)溫室氣體排放量-資料邊界,其他間接(範疇三)溫室氣體排放量-確信範圍,溫室氣體排放密集度-密集度(噸CO2e/單位),溫室氣體排放密集度-單位
2901,欣欣,無，無統計相關數據,,,2632,母公司,,無，無統計相關數據,,,無，無統計相關數據,
2903,遠百,5815.0014,僅母公司,ISO 14064,77942.3474,僅母公司,ISO 14064,65732.7993,僅母公司,ISO 14064,146.94,億元營業額                                                                                                                                                                                              
2904,匯僑,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2905,三商,無，尚未盤查(2024年將完成盤查),,,123.68,"母公司(建北大樓11F,16F,19F)",,無，尚未盤查,,,無，母公司為辦公室業務為主,
2906,高林,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2908,特力,27.42,&#11935;公司,,1413.12,母公司,,無，無統計相關數據,,,0.0954,百萬營收                                                                                                                                                                                                
2910,統領,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2911,麗嬰房,522.6,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2912,統一超,29940.01,"母公司，盤查範圍涵蓋6,791個據點，包含門市、商場、辦公室、訓練中心，溫室氣體盤查邊界涵蓋率100%。",ISO 14064,504544.4,"母公司，盤查範圍涵蓋6,791個據點，包含門市、商場、辦公室、訓練中心，溫室氣體盤查邊界涵蓋率100%。",ISO 14064,2393290.28,母公司,ISO 14064,2.92,百萬元營業額
2913,農林,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2915,潤泰全,162.256,母公司,,3155.53,母公司,,無，無統計相關數據,,,1.26,百萬元營業額
2923,鼎固-KY,1719.78,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,,3893.76,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,,無，無統計相關數據,,,0.38,新台幣十萬元營收                                                                                                                                                                                        
2929,淘帝-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2939,永邑-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2945,三商家購,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3002,歐格,無，無統計相關數據,,,40.45,母公司,,無，無統計相關數據,,,0.08,百萬元營業額
3003,健和興,107.1811,僅母公司,,6071.0771,僅母公司,,無，無統計相關數據,,,0.002,千元營業額                                                                                                                                                                                              
3004,豐達科,134.89,僅母公司,,8587.75,僅母公司,,43386.73,僅母公司,,3.97,百萬元營業額
3005,神基,12381.53,涵蓋神基投控暨其八家子公司,ISO 14064,94648.43,涵蓋神基投控暨其八家子公司,ISO 14064,200557.76,涵蓋神基投控暨其八家子公司,ISO 14064,3.2956,百萬元營業額
3006,晶豪科,44.53,母公司,,3591.52,母公司,,無，無統計相關數據,,,0.2243,百萬元營業額
3008,大立光,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3010,華立,1634.8432,母公司及子公司(全順),,1163.4487,母公司及子公司(全順),,無，無統計相關數據,,,0.6683,仟萬元營業額                                                                                                                                                                                            
3011,今皓,無，策劃評估中,,,無，策劃評估中,,,無，策劃評估中,,,無，策劃評估中,
3013,晟銘電,2339.21,包含合併財務報表之母子公司,,26302,包含合併財務報表之母子公司,,無，無統計相關數據,,,無，無統計相關數據,
3014,聯陽,958,母公司,,1319,母公司,,無，無進行範疇三盤查，以金管會要求先進行範疇一和二盤查,,,0.44,百萬元營業額
3015,全漢,911.4,母公司與部分子公司,ISO 14064,15232.54,母公司與部分子公司,ISO 14064,36.4,母公司與部分子公司,ISO 14064,1.0829,百萬元營業額
3016,嘉晶,488.1,僅母公司,,54439.3,僅母公司,,無，無統計相關數據,,,9.3,百萬元營業額
3017,奇鋐,5409.55,台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達、越南,ISO 14064,78638.93,台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達、越南,ISO 14064,230345.17,深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏,ISO 14064,5.6125,"溫室氣體排放總量/營業額=314,393.65 噸co2 / 56,017 TWD’M =5.6125                                                                                                                                        "
3018,隆銘綠能,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3019,亞光,168.4126,母公司,,10610.6962,母公司,,1838.6314,母公司,,0.57,百萬元營業額
3021,鴻名,151.19,母公司自有辦公區(500坪),,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3022,威強電,109.4418,僅母公司,,1712.6624,僅母公司,,2580.1934,僅母公司,,0.3478,百萬元營業額
3023,信邦,2665.71,集團100%持股之11個據點,ISO 14064,18030.45,集團100%持股之11個據點,ISO 14064,33343.69,集團100%持股之11個據點,ISO 14064,0.6769,"20,696.16(噸)/30,574.800(新台幣百萬元,2022年營收)= 0.6769                                                                                                                                               "
3024,憶聲,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3025,星通,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3026,禾伸堂,320.99,母公司,,29171.71,母公司,,無，無統計相關數據,,,1.81,產品
3027,盛達,42.14,僅母公司,,232.54,僅母公司,,無，無統計相關數據,,,0.31,百萬元營業額
3028,增你強,144.66,範圍包含台灣區內湖總部辦公室,,564.63,範圍包含台灣區內湖總部辦公室,,無，無統計相關數據,,,0.0365,百萬元營業額
3029,零壹,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3030,德律,無，本公司屬實收資本額23.6億元之公司，個體公司(即母公司) 及合併子公司，是分別屬於第三階段和第四階段，須於2026年和2027年完成溫室氣體盤查，目前尚無需要進行盤查。,,,無，本公司屬實收資本額23.6億元之公司，個體公司(即母公司) 及合併子公司，是分別屬於第三階段和第四階段，須於2026年和2027年完成溫室氣體盤查，目前尚無需要進行盤查。,,,無，本公司屬實收資本額23.6億元之公司，個體公司(即母公司) 及合併子公司，是分別屬於第三階段和第四階段，須於2026年和2027年完成溫室氣體盤查，目前尚無需要進行盤查。,,,無，本公司屬實收資本額23.6億元之公司，個體公司(即母公司) 及合併子公司，是分別屬於第三階段和第四階段，須於2026年和2027年完成溫室氣體盤查，目前尚無需要進行盤查。,
3031,佰鴻,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3032,偉訓,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3033,威健,29.4,台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,,351.71,台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,,無，無盤查,,,0.0132,百萬元營業額
3034,聯詠,462.8166,母公司,ISO 14064-1                                                                                                                                                                                             ,18107.3538,母公司,ISO 14064-1                                                                                                                                                                                             ,1362515.095,母公司,ISO 14064-1                                                                                                                                                                                             ,0.1689,百萬元營業額
3035,智原,111.324,母公司,,3283.909,母公司,,無，無統計相關數據,,,0.29,百萬元營業額
3036,文曄,103.4225,包含合併財務報表母子公司之台灣各營運據點，並新增香港及新加坡物流中心。,ISO 14064,1494.3245,包含合併財務報表母子公司之台灣各營運據點，並新增香港及新加坡物流中心。,ISO 14064,212.3325,包含合併財務報表母子公司之台灣各營運據點，並新增香港及新加坡物流中心。,ISO 14064,0.0028,百萬元營業額
3037,欣興,35805.35,母公司及部分子公司,ISO 14064,906274.1,母公司及部分子公司,ISO 14064,231337.6,母公司及部分子公司,ISO 14064,6.71,百萬元營業額
3038,全台,98,母公司及東莞廠,,11606,母公司及東莞廠,,無，範疇三盤查輔導正進行中,,,0.0012,PCS                                                                                                                                                                                                     
3040,遠見,0,母公司,,20,母公司,,無，無工廠，無生產行為,,,無，無工廠，無生產行為,
3041,揚智,0,僅母公司,,1041.923,僅母公司,,無，無統計相關數據,,,0.0238,產品
3042,晶技,307.9305,台灣晶技平鎮廠,ISO 14064,23107.2329,台灣晶技平鎮廠,ISO 14064,4100.7786,台灣晶技平鎮廠,ISO 14064,0.054,產品
3043,科風,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3044,健鼎,75639,健鼎-平鎮/無錫/湖北廠區,,716791,健鼎-平鎮/無錫/湖北廠區,,25584,健鼎-無錫廠區,,0.0121,百萬元營業額
3045,台灣大,5331.6296,含合併財務報表之母子公司共14家,ISO 14064,282140.6069,含合併財務報表之母子公司共14家,ISO 14064,313385.343,含合併財務報表之母子公司共14家,ISO 14064,3.99,百萬元營業額
3046,建碁,0,含合併財務報表之母子公司,ISO 14064,10.09,包含合併財務報表之母子公司,ISO 14064,無，部分項目併入母公司(宏碁集團)進行計算,,ISO 14064,0,百萬元營業額
3047,訊舟,無，無統計相關數據,,,821.5,僅母公司,,無，無統計相關數據,,,0.2055,百萬元營業額
3048,益登,無，無統計相關數據,,,461,僅母公司(台灣區),,無，無統計相關數據,,,0.0041,百萬元營業額
3049,精金,10595.9361,母公司,ISO 14064,45655.8379,母公司,ISO 14064,13834.3347,母公司,ISO 14064,0.0234,公噸 CO2e／營業額仟元                                                                                                                                                                                   
3050,鈺德,875.856,僅母公司,,6231.979,僅母公司,,無，無統計相關數據,,,7107.835,產品
3051,力特,11.9837,母公司,,21542.678,母公司,,無，無統計相關數據,,,7.3141,百萬元營業額
3052,夆典,114.783,總部辦公處所(新北市中和區新民街112號4樓),,132.2646,總部辦公處所(新北市中和區新民街112號4樓),,無，無統計相關數據,,,0.2788,營業額以百萬計                                                                                                                                                                                          
3054,立萬利,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3055,蔚華科,0,僅母公司,,1839,僅母公司,,無，無統計相關數據,,,2.97,百萬元營業額
3056,富華新,18,資料涵蓋母公司及子公司總太營造,,792,資料涵蓋母公司及子公司總太營造,,無，無統計相關數據,,,0.0093,仟元                                                                                                                                                                                                    
3057,喬鼎,23.01,母公司,,1054.26,母公司,,無，無統計相關數據,,,1.347,百萬元營業額
3058,立德,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3059,華晶科,無，無統計相關數據,,,1154,母公司,,無，無統計相關數據,,,無，無統計相關數據,
3060,銘異,91.83,僅母公司桃園市龜山區範疇,,4198.56,僅母公司桃園市龜山區範疇,,無，無統計相關數據,,,無，無統計相關數據,
3062,建漢,20.13,僅母公司,,543.07,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,
3090,日電貿,96.214,母公司(新店廠辦及中和廠),,216.777,母公司(新店廠辦及中和廠),,無，無統計相關數據,,,無，無統計相關數據,
3092,鴻碩,1576.45,合併財務報表之重要子公司-鴻碩蘇州公司,ISO 14064,14909.15,合併財務報表之重要子公司-鴻碩蘇州公司,ISO 14064,16040.56,合併財務報表之重要子公司-鴻碩蘇州公司,ISO 14064,9.674,百萬元營業額
3094,聯傑,68.808,母公司,,400.6581,母公司,,696.1001,母公司,,1.5861,百萬元營業額
3130,一零四,95.53,包含全集團，惟化糞池甲烷計算僅含新店總公司,,1117.64,包含合併財務報表之母子公司全台營運據點，但不包涵高雄租賃之辦公室（無獨立電表),,無，無統計相關數據,,,0.0363,以每坪碳排放量計算                                                                                                                                                                                      
3135,凌航,,,N/A,N/A,N/A,N/A,,,N/A,,
3138,耀登,14.6581,僅母公司,ISO 14064,128.6258,僅母公司,ISO 14064,94.0279,僅母公司,ISO 14064,2.046,人                                                                                                                                                                                                      
3149,正達,174.1222,母公司,,21690.9864,母公司,,無，相關數據尚在盤查中,,,26.1061,百萬元營業額
3150,鈺寶-創,,,N/A,N/A,N/A,N/A,,,N/A,,
3164,景岳,242.9,"111年天然氣使用量(鍋爐) 111年 立方公尺 1月 14463.25 2月 6783.08 3月 12173.20 4月 8698.39 5月 12686.1 6月 10038.35 7月 10784.03 8月 10352.52 9月 10980.87 10月12035.04 11月 9864.23 12月 10280.6",,1910.96,"資料邊界： 111年用電度數 11101 264400 11102 238500 11103 319800 11104 301800 11105 316200 11106 332700 11107 348000 11108 369200 11109 354900 11110 352300 11111 320000 11112 288900",,無，無統計相關數據,,,87.16,產品
3167,大量,69.77,僅母公司,,529.69,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,
3168,眾福科,,,N/A,N/A,N/A,N/A,,,N/A,,
3189,景碩,16213.4354,母公司(石磊、清華、新豐一、新豐二),ISO 14064,254282.148,母公司(石磊、清華、新豐一、新豐二),ISO 14064,5906.5005,母公司(石磊、清華、新豐一、新豐二),ISO 14064,0.0799,產品
3209,全科,無，無統計相關數據,,,254.17,僅包含母公司的台灣總部、各點辦公室及物流倉儲。,,無，無統計相關數據,,,0.004,百萬元營業額
3229,晟鈦,無，無統計相關數據,,,4898,合併財務報表之母子公司,,無，無統計相關數據,,,5.97,百萬元營業額
3231,緯創,19528.2834,母公司及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠、昆山光電廠及馬來西亞廠),ISO 14064,303653.2102,母公司及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠、昆山光電廠及馬來西亞廠),ISO 14064,11099059.9,母公司及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠、昆山光電廠及馬來西亞廠),ISO 14064,0.3546,百萬元營業額
3257,虹冠電,無，無統計相關數據,,,298,母公司辦公室,,35.24,委外廠商,,0.5866,百萬元營業額
3266,昇陽,無，無統計相關數據,,,100487,僅母公司,,無，無統計相關數據,,,1.5,員工人數67人                                                                                                                                                                                            
3296,勝德,4.7792,僅母公司,,203.743,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,
3305,昇貿,64.0118,營運控制法,ISO 14064,1089.932,營運控制法,ISO 14064,0,營運控制法,ISO 14064,3.3534,公噸/千元營業額                                                                                                                                                                                         
3308,聯德,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3311,閎暉,4.42,本公司之子公司(旭榮電子(深圳)有限公司),深圳市標準化指導性技術文件SZDB/Z 69《組織的溫室氣體排放量化和報告指南》；深圳市標準化指導性技術文件SZDB/Z 70《組織的溫室氣體排放核查指南》；《組織的溫室氣體排放核查技術要點》                          ,2611.18,本公司之子公司(旭榮電子(深圳)有限公司),深圳市標準化指導性技術文件SZDB/Z 69《組織的溫室氣體排放量化和報告指南》；深圳市標準化指導性技術文件SZDB/Z 70《組織的溫室氣體排放核查指南》；《組織的溫室氣體排放核查技術要點》                          ,無，無統計相關數據,,,13.0616,新台幣百萬元營業額                                                                                                                                                                                      
3312,弘憶股,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3321,同泰,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3338,泰碩,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3346,麗清,20.7,母公司,,1472.5,母公司,,無，無統計相關數據,,,無，無統計相關數據,
3356,奇偶,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3376,新日興,926.2556,僅母公司,ISO 14064,25701.8991,僅母公司,ISO 14064,8539.9157,僅母公司,ISO 14064,0.0031,千元個體營收                                                                                                                                                                                            
3380,明泰,91.38,明泰科技新竹廠,ISO 14064,4471.9,明泰科技新竹廠,ISO 14064,585.08,明泰科技新竹廠,ISO 14064,4563.28,111年組織溫室氣體排放總量                                                                                                                                                                               
3406,玉晶光,84.053,母公司,,11983.692,母公司,,無，無統計相關數據,,,0.0006,百萬元營業額
3413,京鼎,151.6125,僅母公司,ISO 14064,3100.7145,僅母公司,ISO 14064,7881.5846,包含合併財務報表之母子公司,ISO 14064,0.0028,人工時                                                                                                                                                                                                  
3416,融程電,39.85,僅母公司,,733.54,僅母公司,,無，無統計相關數據,,,0.301,百萬元營業額
3419,譁裕,無，無統計相關數據,,,917.8,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,
3432,台端,0,包含合併財務報表之母子公司,,94.8744,包含合併財務報表之母子公司,,無，無統計相關數據,,,無，無統計相關數據,
3437,榮創,342.55,僅母公司,,7979.69,僅母公司,,無，無統計相關數據,,,3.805,百萬元營業額
3443,創意,174.8613,包含合併財務報表之母子公司,ISO14064-1                                                                                                                                                                                              ,8708.6177,包含合併財務報表之母子公司,ISO14064-1                                                                                                                                                                                              ,1598.0109,包含合併財務報表之母子公司,ISO14064-1                                                                                                                                                                                              ,0.436,百萬元營業額
3447,展達,162.24,包含合併財務報表之母子公司,ISO 14064,3477.43,包含合併財務報表之母子公司,ISO 14064,2028869.75,包含合併財務報表之母子公司,ISO 14064,0.606,百萬元營業額
3450,聯鈞,137.68,母公司,,9095.11,母公司,,無，無統計相關數據,,,無，無統計相關數據,
3481,群創,114682.361,上述排放量僅台灣母公司與大陸生產據點子公司，合併財務報表之母子公司範疇一總量為114927.1300噸CO2e,ISO 14064,2605218.718,上述排放量僅台灣母公司與大陸生產據點子公司，合併財務報表之母子公司範疇二總量為2640375.3940噸CO2e,ISO 14064,1221348.517,上述排放量僅台灣母公司與大陸生產據點子公司，範疇三資料涵蓋範圍包含上下游運輸和配送、員工差旅、員工通勤、採購之商品及服務、營運過程產生之廢棄物、投資子公司等,ISO 14064,12.1578,百萬元營業額
3494,誠研,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3501,維熹,870,合併財務報表之母子公司(不含美日子公司),,15607,合併財務報表之母子公司(不含美日子公司),,1108,合併財務報表之母子公司(不含美日子公司),,2.68,百萬元營業額
3504,揚明光,1.567,僅母公司,,14044.77,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,
3515,華擎,無，無統計相關數據,,,1567.14,僅母公司,,無，無統計相關數據,,,0.123,百萬元營業額
3518,柏騰,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3528,安馳,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3530,晶相光,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3532,台勝科,5914.3178,僅母公司,環保署氣體登錄相關規範                                                                                                                                                                                  ,224035.654,僅母公司,環保署氣體登錄相關規範                                                                                                                                                                                  ,5325377.075,僅母公司,GHG Protocol                                                                                                                                                                                            ,14.03,百萬元營業額
3533,嘉澤,3433.72,本公司於中國大陸廣州、蘇州、中山之子公司,ISO 14064,39433.86,本公司於中國大陸廣州、蘇州、中山之子公司,ISO 14064,87465.82,本公司於中國大陸廣州、蘇州、中山之子公司,ISO 14064,4.81,百萬元營業額
3535,晶彩科,749.217,僅母公司,,無，未有外購電力、熱或蒸氣等能源利用的間接排放,,,無，無統計相關數據,,,0.5134,百萬元營業額
3543,州巧,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3545,敦泰,87.98,台灣母公司,,1039.81,台灣母公司,,無，無統計相關數據,,,2.68,員工人數                                                                                                                                                                                                
3550,聯穎,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3557,嘉威,347.1932,母公司及大陸子公司,,27329.3768,母公司及大陸子公司,,無，無統計相關數據,,,4.9236,百萬元營業額
3563,牧德,24.43,牧德科技股份有限公司,,702.43,牧德科技股份有限公司,,無，無統計相關數據,,,0.35,百萬元營業額
3576,聯合再生,2077.3673,母公司(台北、竹科廠、竹南廠及台南廠),ISO 14064,62240.3972,母公司(台北、竹科廠、竹南廠及台南廠),ISO 14064,11809.1759,母公司(台北、竹科廠、竹南廠及台南廠),ISO 14064,4.7,百萬元營業額
3583,辛耘,718,新竹縣湖口鄉中華路16號,,9981,新竹縣湖口鄉中華路16號,,無，無統計相關數據,,,無，未進行第三方查證，資料可能不準確,
3588,通嘉,無，不適用,,,無，不適用,,,704.42,母公司(竹北及板橋office),,0.4528,百萬元營業額
3591,艾笛森,44.26,艾笛森中和所有廠區及子公司艾特中和廠區,,1401,艾笛森中和所有廠區及子公司艾特中和廠區,,無，無統計相關數據,,,4.55,百萬元營業額
3592,瑞鼎,278.5975,母公司-瑞鼎科技,ISO 14064-1                                                                                                                                                                                             ,1290.615,母公司-瑞鼎科技,ISO 14064-1                                                                                                                                                                                             ,無，無統計相關數據,,,0.07,百萬元營業額
3593,力銘,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3596,智易,999.237,台灣總部、中國生產中心及越南生產中心,ISO 14064,30263.764,台灣總部、中國生產中心及越南生產中心,ISO 14064,3446207.113,台灣總部、中國生產中心及越南生產中心,ISO 14064,0.538,產品重量(KG)                                                                                                                                                                                            
3605,宏致,218.888,母公司,ISO 14064,3900.4136,母公司,ISO 14064,1262.4014,母公司,ISO 14064,1.1953,百萬元營業額
3607,谷崧,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3617,碩天,126.9635,僅母公司（碩天科技台北總部與台南工廠）,ISO 14064,646.536,僅母公司（碩天科技台北總部與台南工廠）,ISO 14064,125.5878,僅母公司（碩天科技台北總部與台南工廠）,ISO 14064,無，無統計相關數據,
3622,洋華,20.44,母公司,,1917.6,母公司,,無，無統計相關數據,,,1.2536,百萬元營業額
3645,達邁,13373.2692,達邁銅鑼廠,ISO 14064,21382.416,達邁銅鑼廠,ISO 14064,無，無統計相關數據,,,19.1456,百萬元營業額
3652,精聯,無，無統計相關數據,,,400,僅母公司,,無，無統計相關數據,,,0.2136,百萬營業額                                                                                                                                                                                              
3653,健策,353.47,母公司,,23003.83,母公司,,162.21,母公司,,2.29,百萬元營業額
3661,世芯-KY,無，無統計相關數據,,,211.0302,台北總公司、新竹辦公室,,無，無統計相關數據,,,無，無統計相關數據,
3665,貿聯-KY,2808.33,全球33個生產廠區: 昆山貿聯廠、昆山翔光廠、常州廠、常州BCNC廠、深圳通盈廠、翔耀廠、康聯廠、廈門新視廠、百事聯廠、佛山城鉞廠、新加坡加冷廠、馬來西亞柔佛廠、馬來西亞檳城廠、加州廠、密西根廠、德州廠、墨西哥廠、加拿大廠、塞爾維亞廠、斯洛伐克廠、德國廠、法國廠、捷克廠、義大利廠等。,,46322.93,全球33個生產廠區: 昆山貿聯廠、昆山翔光廠、常州廠、常州BCNC廠、深圳通盈廠、翔耀廠、康聯廠、廈門新視廠、百事聯廠、佛山城鉞廠、新加坡加冷廠、馬來西亞柔佛廠、馬來西亞檳城廠、加州廠、密西根廠、德州廠、墨西哥廠、加拿大廠、塞爾維亞廠、斯洛伐克廠、德國廠、法國廠、捷克廠、義大利廠等。,,無，無統計相關數據,,,49131.26,百萬元營業額
3669,圓展,60.5,母公司,ISO 14064,2180.35,母公司,ISO 14064,3080.64,母公司,ISO 14064,0.7445,百萬元營業額
3673,TPK-KY,12190.09,包含合併財務報表之母子公司,ISO 14064,294255.13,包含合併財務報表之母子公司,ISO 14064,34081.86,包含合併財務報表之母子公司,ISO 14064,0.0032,千元營業額                                                                                                                                                                                              
3679,新至陞,7.004,合併財務報表之母子公司,深圳市標準化指導性技術文件SZDB/Z 69(組織的溫室氣體排放量化和報告指南);SZDB/Z 70(組織的溫室氣體排放核查指南)等                                                                                           ,4478.9124,合併財務報表之母子公司,深圳市標準化指導性技術文件SZDB/Z 69(組織的溫室氣體排放量化和報告指南);SZDB/Z 70(組織的溫室氣體排放核查指南)等                                                                                           ,無，無統計相關數據,,,無，無統計相關數據,
3686,達能,0,包含合併財務報表之母子公司,,25.2,包含合併財務報表之母子公司,,無，無統計相關數據,,,0.57,百萬元營業額
3694,海華,168.11,上海子公司廠區,,10112.99,上海子公司廠區,,2.42,上海子公司廠區,,0.082,產品
3701,大眾控,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3702,大聯大,1065.52,大聯大控股股份有限公司及部分列入合併財務報表之子公司(涵蓋台灣地區、中國地區、韓國地區及新加坡地區),ISO 14064,6168.09,大聯大控股股份有限公司及部分列入合併財務報表之子公司(涵蓋台灣地區、中國地區、韓國地區及新加坡地區),ISO 14064,23662.69,大聯大控股股份有限公司及部分列入合併財務報表之子公司(涵蓋台灣地區、中國地區、韓國地區及新加坡地區),ISO 14064,0.05,盤查據點面積(平方米)                                                                                                                                                                                    
3703,欣陸,1617.46,母公司及主要營運子公司,,38936.39,母公司及主要營運子公司,,14668.85,總部大樓及淡水、鳳山、安平及臨海水資源中心,,1.2616,百萬元營業額
3704,合勤控,352.0324,合勤投資控股股份有限公司、盟創科技股份有限公司、合勤科技股份有限公司、兆勤科技股份有限公司,ISO 14064,5869.4874,合勤投資控股股份有限公司、盟創科技股份有限公司、合勤科技股份有限公司、兆勤科技股份有限公司,ISO 14064,1171.051,合勤投資控股股份有限公司、盟創科技股份有限公司、合勤科技股份有限公司、兆勤科技股份有限公司,ISO 14064,0.19,百萬元營業額
3705,永信,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3706,神達,3847,"合併財務報表之母子公司，含台灣營運、研發中心及廠區； 中國主要生產據點：廣東順達廠區/江蘇昆達廠區/江蘇璽達廠區； 美國加州組裝廠區：MiTAC Information Systems Corp.",ISO 14064,36948,合併財務報表之母子公司，含台灣營運、研發中心及廠區；中國主要生產據點：廣東順達廠區/江蘇昆達廠區/江蘇璽達廠區；美國加州組裝廠區：MiTAC Information Systems Corp.,ISO 14064,8155,合併財務報表之母子公司，含台灣營運、研發中心及廠區；中國主要生產據點：廣東順達廠區/江蘇昆達廠區/江蘇璽達廠區；美國加州組裝廠區：MiTAC Information Systems Corp.,ISO 14064,0.85,百萬元營業額
3708,上緯投控,717.953,上緯興業股份有限公司、上偉碳纖複合材料股份有限公司、磁震科技開發股份有限公司,,2048.083,上緯興業股份有限公司、上偉碳纖複合材料股份有限公司、磁震科技開發股份有限公司,,無，無統計相關數據,,,0.847,百萬元營業額
